lat,lon
44.43568,-114.149933
44.604752,-114.184471
44.453499,-113.878998
44.845619,-114.24295
44.310799,-113.405197
43.929001,-113.453003
44.3736,-114.7292
44.5744,-114.2577
44.5047,-114.2299
