otime,lon,lat,depth,mag,magtype,quality,hypo_evt_no,rmse,Herr,Verr
735968.121098727,114.087833333333,44.4126666666667,2.88,1.87,,C,40254,0.11,1.2,3.7
735968.123995602,114.102166666667,44.4295,6.68,1.64,,C,40258,0.11,1,3.4
735968.127713657,114.104333333333,44.4116666666667,7.46,2.09,,C,40303,0.11,0.8,2.6
735968.17595544,114.0855,44.4421666666667,6.15,1.76,,C,40413,0.16,1.2,3.6
735968.177821065,114.078833333333,44.4386666666667,6.96,1.8,,C,40415,0.16,0.9,2.7
735968.179321875,114.100333333333,44.4348333333333,4.49,1.65,,C,40418,0.17,1,3.6
735968.274579167,114.109333333333,44.4086666666667,0.03,0,,C,40635,0.11,1.1,1.9
735968.288812153,114.069166666667,44.4265,8.06,1.26,,C,40655,0.2,1.1,3
735968.299562616,114.072,44.4283333333333,7.03,2.32,,C,40711,0.11,0.9,2.5
735968.315429398,114.104666666667,44.4303333333333,4.42,0,,C,40734,0.12,0.9,3
735968.356011921,114.068833333333,44.4321666666667,7.71,2.05,,C,40832,0.16,1,2.9
735968.419343866,114.096666666667,44.4296666666667,7.18,1.87,,C,41003,0.14,0.8,2.2
735968.449948727,114.111333333333,44.4321666666667,5.54,0,,C,41047,0.06,0.7,2.3
735968.502334722,114.1285,44.4306666666667,4.57,1.75,,C,41203,0.12,0.9,3.2
735968.556900579,114.108333333333,44.4281666666667,6.7,0,,C,41321,0.14,0.9,2.8
735968.57964456,114.134166666667,44.448,0.26,1.75,,C,41354,0.14,1.3,2
735968.691364352,114.0935,44.413,5.97,2.3,,C,41635,0.1,0.6,2.1
735968.743803356,114.076,44.4033333333333,5.4,2.45,,C,41750,0.13,0.8,2.6
735968.856437963,114.048333333333,44.422,6.9,2.22,,C,42033,0.13,0.7,2.2
735968.867864931,114.0985,44.4166666666667,6.42,0,,C,42049,0.12,0.8,2.5
735968.88397963,114.055166666667,44.4226666666667,7.46,2.41,,C,42112,0.18,0.9,2.7
735968.888990393,114.097166666667,44.4298333333333,6.63,1.84,,C,42119,0.19,1,3.7
735969.067544907,114.090833333333,44.409,6.98,1.59,,C,50137,0.17,0.8,2.4
735969.091239931,114.086833333333,44.4208333333333,5.44,1.81,,C,50211,0.1,0.7,2.3
735969.092142477,114.076166666667,44.4261666666667,6.31,2.12,,C,50211,0.1,0.8,2.4
735969.137066204,114.086,44.4348333333333,4.45,2.03,,C,50317,0.17,1.1,3.3
735969.273269213,114.068666666667,44.4041666666667,3.42,2.09,,C,50633,0.11,0.8,2.4
735969.308199884,114.090333333333,44.4253333333333,7.02,1.62,,C,50723,0.15,0.9,3.3
735969.551800694,114.121833333333,44.4291666666667,7.16,1.35,,C,51314,0.11,0.8,2.5
735969.631364815,112.9025,44.3918333333333,8.62,1.04,,C,51508,0.19,1,1.2
735969.7113875,114.1275,44.4451666666667,7.23,1.67,,C,51704,0.19,0.9,3.3
735969.898948727,114.109833333333,44.4496666666667,6.78,1.41,,C,52134,0.18,0.9,2.2
735970.004517361,114.116833333333,44.4501666666667,5.84,0,,C,60006,0.09,1.1,3.3
735970.082385648,114.120666666667,44.4401666666667,6.52,1.26,,C,60158,0.11,0.8,2.9
735970.082845833,114.046,44.438,10.82,0,,C,60158,0.13,0.8,1.1
735970.142332755,114.096833333333,44.4215,1.59,2,,C,60324,0.16,1.4,2.3
735970.248294907,114.090333333333,44.4335,3.97,0,,C,60557,0.16,1.1,3.6
735970.249210301,114.074,44.4351666666667,6.8,2.24,,C,60557,0.11,1.1,3.1
735970.267456713,114.085166666667,44.424,0.02,1.93,,C,60625,0.14,1.4,2.2
735970.452203241,112.717833333333,45.3476666666667,2.52,1.23,,D,61051,0.05,5.2,11
735970.509935069,114.079833333333,44.4385,5.54,2.41,,C,61214,0.13,1,3.2
735970.533517477,114.035166666667,44.436,1.47,1.65,,D,61248,0.08,2.6,3.4
735970.908040972,114.217333333333,44.5688333333333,2.53,1.85,,C,62147,0.12,2,3.7
735970.985103241,114.114333333333,44.452,3.19,2.02,,C,62338,0.14,1.2,3.9
735971.082077778,114.099,44.442,6.9,2.13,,C,70158,0.17,0.8,2.2
735971.363927546,114.1165,44.4518333333333,6.66,2.14,,C,70843,0.16,1.9,4.6
735971.542520139,114.093833333333,44.4716666666667,6.91,2.15,,C,71301,0.11,0.7,3.9
735971.733344676,114.116833333333,44.4558333333333,7.01,1.83,,C,71735,0.12,0.8,4.1
735971.941174537,114.107333333333,44.4296666666667,6.94,2.01,,C,72235,0.18,0.8,6.7
735972.031129745,114.096,44.449,4.44,1.82,,C,80044,0.09,1.5,4.1
735973.26489919,114.1015,44.4276666666667,1.72,1.88,,C,90621,0.09,0.7,2.8
735973.625260764,114.1145,44.4288333333333,2.86,2.41,,C,91500,0.13,1,3.5
735973.888850232,114.091833333333,44.4355,4.34,1.94,,C,92119,0.12,1.2,3.6
735974.062997801,114.080666666667,44.4376666666667,1.71,0,,C,100130,0.11,0.7,3.2
735974.067243866,114.080333333333,44.4458333333333,3.51,0,,C,100136,0.08,1,3.5
735974.105522222,114.0795,44.444,3.57,1.87,,C,100231,0.1,1,3.4
735974.375071412,114.112333333333,44.4411666666667,3.99,1.75,,C,100859,0.12,1.3,4.2
735974.936523148,114.1,44.4313333333333,3.08,0,,C,102228,0.11,0.9,3
735974.942397106,114.1105,44.446,6.58,2.32,,C,102236,0.09,1.4,3.4
735974.954038773,113.034666666667,44.5023333333333,7.2,1.11,,C,102253,0.14,0.6,14
735975.036604398,114.106833333333,44.4258333333333,0.02,2.04,,C,110052,0.2,0.7,1.5
735975.059592014,114.093833333333,44.441,4.83,1.92,,C,110125,0.1,1.1,3.3
735975.578723611,114.103833333333,44.4106666666667,2.69,1.72,,C,111353,0.11,0.7,2.4
735975.583970602,114.106,44.4575,6.96,2.33,,C,111400,0.11,0.5,3.7
735975.857145486,114.105833333333,44.4515,6.57,2.15,,C,112034,0.12,1.9,4.7
735975.980628009,114.231333333333,44.5668333333333,3.31,2.14,,B,112331,0.11,1.1,1.4
735976.067059375,114.099166666667,44.4391666666667,3.3,1.91,,C,120136,0.07,0.8,2.5
735976.082607407,114.092,44.4396666666667,0.47,1.52,,B,120158,0.08,0.6,1
735976.097397106,114.100666666667,44.4273333333333,3.27,1.8,,C,120220,0.09,1,3.6
735976.119554977,114.103,44.4523333333333,7.05,1.56,,C,120252,0.15,0.7,5.5
735976.124165278,114.112,44.433,0.03,1.32,,C,120258,0.17,0.7,1.5
735976.290632407,114.102833333333,44.4451666666667,5.03,2.27,,C,120658,0.12,1.3,3.5
735976.381806482,114.105,44.4376666666667,1.39,1.64,,C,120909,0.16,0.6,1.2
735976.931852083,111.719,45.1381666666667,0.02,1.8,,C,122221,0.19,1.1,2
735977.06843044,112.080333333333,44.6681666666667,3.74,1.54,,C,130138,0.09,3.5,3.3
735977.181206134,112.095833333333,44.6913333333333,5.94,1.78,,C,130420,0.09,0.5,14
735977.527893866,114.283,44.5641666666667,4.17,1.33,,C,131240,0.08,1.1,0.7
735978.150744097,112.747333333333,44.719,0.04,1.18,,C,140336,0.2,0.6,1.7
735978.207989236,114.6205,44.2898333333333,4.33,1.9,,B,140459,0.11,0.5,1.8
735978.369155671,114.109166666667,44.426,0.03,2.11,,B,140851,0.11,0.4,1.1
735978.930674306,114.107166666667,44.449,6.38,1.52,,C,142220,0.13,2,5.2
735979.175502894,114.135166666667,44.4353333333333,0.18,2.09,,C,150412,0.16,0.6,1.2
735979.242022454,114.101,44.4388333333333,3.64,2.47,,C,150548,0.16,1.6,5.1
735979.677165856,114.489166666667,44.7318333333333,4.17,2.06,,C,151615,0.13,0.9,0.8
735979.841334144,114.095166666667,44.4301666666667,2.45,0,,C,152011,0.08,0.7,2.4
735979.86877662,114.119833333333,44.4351666666667,1.35,0,,B,152050,0.07,0.4,0.9
735979.951646528,114.091333333333,44.4365,2.79,2.02,,C,152250,0.12,1.1,3.8
735980.188643518,114.131166666667,44.4308333333333,7.06,0,,C,160431,0.15,0.9,4.1
735980.314756134,114.107,44.4463333333333,6.92,2.33,,C,160733,0.14,0.9,16.8
735980.390484491,114.094666666667,44.4426666666667,4.9,1.87,,C,160922,0.12,1.6,4.8
735980.508292245,114.094833333333,44.429,4.16,1.62,,C,161211,0.09,1.3,4
735980.544057523,112.7115,44.7536666666667,14.64,1.54,,A,161303,0.13,0.5,0.8
735980.588685417,114.106833333333,44.4411666666667,7.37,1.71,,C,161407,0.1,0.9,12.6
735980.612484838,114.109333333333,44.4366666666667,5.57,1.93,,C,161441,0.08,1.4,3.7
735980.948483796,114.101666666667,44.4455,5.66,2.15,,C,162245,0.11,1.2,3.2
735982.031847107,114.093,44.4483333333333,5.94,1.66,,C,180045,0.09,1.2,3
735982.135085417,114.118333333333,44.4228333333333,1.8,1.72,,C,180314,0.11,0.6,2.6
735985.003865972,114.683,44.7601666666667,0.61,2.59,,C,210005,0.11,0.9,1.3
735985.160939931,114.7195,44.7685,0.4,2.55,,C,210351,0.15,1,1.4
735985.191888194,114.724833333333,44.7761666666667,0.13,2.62,,C,210436,0.17,1.1,1.7
735985.224603472,114.729833333333,44.7776666666667,0.96,2.48,,C,210523,0.15,1.1,1.6
735985.254193403,112.3155,44.6185,10.89,1.71,,A,210605,0.11,0.4,0.7
735985.599368403,114.735,44.7785,1.42,1.94,,C,211423,0.18,1.5,1.9
735985.644533681,114.7535,44.7738333333333,0.02,2.03,,C,211528,0.12,0.9,1.4
735985.913093981,114.046,44.2778333333333,5.36,1.6,,C,212154,0.19,0.6,3
735986.104129745,114.1015,44.4393333333333,4.82,1.77,,C,220229,0.08,0.9,2.6
735987.487725579,114.098166666667,44.4453333333333,7.1,0,,C,231142,0.1,0.5,3.4
735987.84370625,114.119333333333,44.4398333333333,1.58,1.93,,B,232014,0.12,0.5,1.2
735988.019607292,114.098833333333,44.4475,7.25,1.85,,C,240028,0.09,0.5,3.7
735988.022132292,114.091833333333,44.4331666666667,1.88,1.71,,C,240031,0.16,0.9,3.5
735988.49605544,114.111333333333,44.435,0.02,1.79,,B,241154,0.12,0.5,1
735989.539148727,114.093833333333,44.4331666666667,0.01,2.06,,B,251256,0.1,0.4,1.3
735990.202044792,114.028333333333,44.3448333333333,7.3,0,,C,260450,0.15,0.5,16.9
735990.260544213,114.101,44.445,6.73,0,,B,260615,0.11,0.6,2
735990.904713194,114.0985,44.4451666666667,6.93,1.66,,C,262142,0.09,0.5,3.2
735992.934901505,114.223166666667,44.5803333333333,0.2,1.87,,C,282226,0.08,2,3.2
735993.736205903,114.14,44.4111666666667,7.55,0,,C,291739,0.13,1.1,4.9
735993.942663079,112.5045,44.1216666666667,3.26,1.52,,C,292237,0.16,0.7,0.8
735993.950399421,114.088666666667,44.431,1.25,0,,C,292248,0.15,1,1.3
735993.951727662,114.088166666667,44.4375,1.86,2.47,,C,292248,0.11,1.1,4.4
735993.9935375,113.995,44.384,3.98,1.53,,C,292350,0.06,1.3,4.2
735995.044229514,114.099333333333,44.4993333333333,10,1.8,,B,310103,0.05,0.8,1.5
735995.355380555,114.096833333333,44.4283333333333,1.38,1.95,,B,310831,0.08,0.7,1
735995.478561458,114.129333333333,44.4498333333333,7.47,2.12,,C,311128,0.12,0.9,2.7
735995.658256713,114.119666666667,44.7016666666667,3.57,2.09,,C,311547,0.08,1.1,1.8
735995.694159722,114.107166666667,44.4358333333333,5.16,1.52,,C,311639,0.08,1.3,3.4
735995.805426389,112.095833333333,44.7813333333333,6,1.6,,C,311919,0.06,0.6,13.5
735996.710274653,114.012333333333,44.345,7.87,1.5,,C,11702,0.09,0.5,11.8
735996.870647222,114.019166666667,44.3428333333333,0.98,2.25,,B,12053,0.1,0.4,1.1
735998.81475162,114.103833333333,44.4245,2.72,1.49,,C,31933,0.1,0.9,3.1
735999.654845023,114.095833333333,44.4423333333333,5.79,1.81,,C,41542,0.08,1.3,3.4
736000.492337384,114.1165,44.4893333333333,8.61,2.08,,B,51148,0.14,0.8,1.5
736000.841333102,114.5285,44.2578333333333,1.25,0,,D,52011,0.22,8.3,17.2
736001.629152778,114.107,44.4436666666667,3.88,1.41,,C,61505,0.11,1.1,3.4
736001.758578125,114.117833333333,44.4501666666667,7.46,1.73,,C,61812,0.1,0.7,3.1
736001.791671759,114.109666666667,44.4443333333333,4.38,0,,C,61859,0.09,1.2,3.6
736001.828390741,114.100166666667,44.4445,3.65,0,,C,61952,0.1,0.9,3
736001.917790162,114.114833333333,44.4448333333333,4.44,1.82,,C,62201,0.14,1.1,3.1
736002.099207639,113.261833333333,44.523,12.98,0.99,,C,70222,0.09,0.6,1.9
736002.880420949,114.1115,44.4375,3.27,1.99,,C,72107,0.12,1.1,3.6
736003.021078009,114.284333333333,44.5985,4.82,1.32,,C,80030,0.1,1.1,0.4
736003.79219537,114.040666666667,44.332,0.02,0,,B,81900,0.13,0.5,1.2
736003.821113773,114.0405,44.3466666666667,0.04,1.73,,B,81942,0.13,0.5,1.5
736003.913153125,114.12,44.4333333333333,4.76,0,,C,82154,0.09,1.6,4.5
736004.126804282,114.034833333333,44.344,2.81,0,,C,90302,0.11,0.6,2.3
736005.899723495,114.093166666667,44.4268333333333,2.03,1.96,,C,102135,0.1,0.6,2.3
736006.289300347,112.769666666667,44.5688333333333,3.89,1.7,,B,110656,0.11,0.3,0.9
736006.293985069,112.7525,44.569,3.13,1.72,,B,110702,0.11,0.4,1.2
736006.29761169,112.7545,44.568,4.6,1.63,,B,110708,0.1,0.4,1.3
736007.70453125,112.873833333333,44.6131666666667,1.61,1.69,,C,121654,0.11,0.8,2.2
736008.306538079,112.716666666667,44.5751666666667,4.91,1.3,,B,130721,0.09,0.5,1.4
736008.438644792,114.013833333333,44.3435,2.15,1.53,,C,131031,0.12,0.8,2.7
736008.567588773,114.047,44.3458333333333,6.52,2.66,,C,131337,0.13,0.6,2
736010.736932639,114.087166666667,44.4185,0.02,2.06,,B,151741,0.11,0.4,1.1
736011.94041956,114.089833333333,44.4428333333333,2.82,1.77,,C,162234,0.08,0.7,2.4
736012.278012731,114.074333333333,44.2678333333333,7.21,1.67,,C,170640,0.08,0.4,4
736015.419589005,112.114666666667,44.564,1.79,1.4,,B,201003,0.12,0.6,1.3
736015.48559919,112.1195,44.5605,0.03,1.45,,B,201138,0.11,0.5,1.2
736019.467455208,114.123,44.442,4.3,1.65,,C,241112,0.09,1,2.8
736021.123053819,114.093166666667,44.44,0.03,1.66,,B,260257,0.08,0.5,1
736021.84828044,112.154833333333,44.5656666666667,16.69,0.9,,B,262021,0.08,0.6,1.1
736023.345912269,114.091,44.4366666666667,1.61,1.88,,C,280817,0.09,0.6,2.6
736027.43321169,114.1115,44.4398333333333,3.85,0,,C,41023,0.09,0.9,2.7
736027.961969097,114.611833333333,44.2898333333333,6.87,1.47,,C,42305,0.11,0.7,2.3
736028.106058102,114.103166666667,44.4266666666667,1.38,0,,B,50232,0.08,0.4,1
736029.961008796,114.074666666667,44.4336666666667,0.03,0,,B,62303,0.12,0.3,0.9
736029.969441551,114.087,44.4298333333333,2.87,1.75,,C,62315,0.08,0.7,2.5
736031.661216551,114.0925,44.426,1.01,1.96,,B,81551,0.09,0.7,0.9
736031.800539005,111.7795,44.8788333333333,12.48,1.82,,B,81912,0.13,0.6,1.4
736033.091037732,112.960333333333,44.3951666666667,12.98,1.13,,B,100210,0.12,0.4,0.9
736033.114964352,114.1095,44.4325,7.07,1.96,,C,100245,0.07,0.7,3
736033.14015787,112.9635,44.395,13.73,1.12,,B,100321,0.07,0.4,0.8
736033.738979282,112.350666666667,44.7801666666667,15.75,1.47,,B,101743,0.1,0.5,0.7
736033.820308102,112.126,44.558,3.37,1.16,,B,101940,0.09,0.4,0.7
736034.02647338,112.152833333333,44.6588333333333,15.15,1.14,,C,110037,0.2,1,1.6
736035.043256482,113.025166666667,44.6403333333333,2.34,1.38,,B,120102,0.13,0.7,1.4
736035.313546759,114.098666666667,44.4373333333333,0.11,1.8,,B,120731,0.07,0.7,1.1
736035.591548495,114.090166666667,44.4288333333333,0.02,2.59,,B,121411,0.15,0.7,1.4
736035.602217361,112.061,44.6761666666667,14,1.46,,B,121426,0.11,0.9,1.2
736036.566653125,112.769833333333,44.541,10.24,1.38,,C,131335,0.09,0.5,3.8
736040.343404861,112.572833333333,44.6771666666667,3.41,1.32,,B,170814,0.1,0.6,1.1
736041.286083218,111.828333333333,44.9135,0.94,1.64,,C,180651,0.1,0.9,1.3
736042.24419294,113.159333333333,44.3153333333333,6.71,0.89,,B,190551,0.13,0.6,1
736042.41825463,112.8065,44.4895,4.63,1.13,,B,191001,0.09,0.6,1.5
736043.320598032,114.241166666667,44.5785,3.16,1.98,,C,200741,0.12,1.4,1.2
736044.936483565,112.469,44.4431666666667,2.03,1.09,,B,212228,0.07,0.4,1.1
736044.987153588,114.107333333333,44.4495,7.36,2.1,,C,212341,0.16,0.6,13.2
736046.183381713,112.725,44.5251666666667,4.33,1.49,,B,230423,0.14,0.5,1.4
736051.323047222,111.909333333333,44.7088333333333,6.11,0.91,,C,280744,0.15,1.1,16.6
736052.665157407,114.173333333333,44.5815,4.75,2.1,,B,291557,0.08,1,1.1
736052.810581944,114.26,44.5893333333333,3.57,2.13,,C,291927,0.12,0.8,0.3
736053.622823611,112.073666666667,44.6853333333333,4.77,0.68,,C,301456,0.09,1.5,2.3
736056.517167593,114.111833333333,44.4568333333333,4.36,2.05,,C,21224,0.14,1.1,3.3
736056.796463426,111.954333333333,44.6608333333333,3.21,1.59,,C,21906,0.08,1.2,3.8
736057.191545949,114.304666666667,44.5706666666667,3.85,1.68,,C,30435,0.11,1,0.4
736057.705762847,113.169333333333,44.7698333333333,4.88,2.09,,B,31655,0.1,0.6,0.9
736058.981422917,114.116,44.432,6,1.99,,C,42333,0.08,1.1,2.6
736061.412566898,113.896333333333,43.5291666666667,4.86,1.07,,B,70953,0.09,0.7,1
736065.694407523,113.542833333333,44.5105,10.57,1.79,,B,111639,0.1,0.4,1.8
736067.742491551,111.861166666667,44.982,5.46,2.38,,B,131748,0.09,0.4,1.5
736074.070086921,114.088333333333,44.4095,2.2,1.68,,C,200140,0.1,0.7,2.6
736074.611472222,114.247666666667,44.5513333333333,4.31,1.73,,B,201440,0.11,1.5,1.5
736075.428516435,114.1215,44.4445,0.25,2.41,,B,211016,0.11,0.5,1.1
736075.63267419,114.622833333333,44.332,0.03,0,,D,211510,0.24,4.1,6.6
736076.328947801,114.485833333333,44.7386666666667,2.81,2.09,,C,220753,0.13,0.8,0.9
736081.810184375,113.560833333333,44.5198333333333,6.96,1.6,,C,271926,0.1,0.5,11.2
736081.984063426,114.307166666667,44.534,3.97,0,,B,272336,0.11,1.1,1.1
736082.315758565,114.315,44.5758333333333,3.6,2.29,,B,280734,0.11,0.7,0.4
736082.633456134,114.282666666667,44.5533333333333,5.24,0,,B,281512,0.08,0.9,0.7
736083.504342245,112.506666666667,44.6913333333333,13.98,0.9,,B,291205,0.1,0.7,1.2
736084.253657986,114.1205,44.4301666666667,3.94,2.15,,C,300605,0.08,1.3,3.8
736086.331660069,114.855166666667,44.2973333333333,6.73,1.67,,C,20757,0.12,0.4,2.1
736087.557732176,114.8595,44.2978333333333,7.07,1.91,,C,31323,0.16,0.4,1.3
736087.724662963,114.130833333333,44.4258333333333,4.47,1.2,,C,31723,0.13,1.4,4.1
736089.170195255,112.363166666667,44.6768333333333,7.85,2.07,,B,50404,0.11,0.3,1
736089.93557662,114.270666666667,44.5476666666667,4.14,0,,A,52227,0.07,0.8,0.8
736090.766394444,114.8605,44.3035,6.6,1.54,,C,61823,0.08,0.3,1.2
736091.292424074,114.86,44.2916666666667,7.25,1.66,,C,70701,0.1,0.4,1.4
736091.792077894,114.861833333333,44.2998333333333,6.62,1.54,,C,71900,0.1,0.5,1.4
736091.797268866,114.856833333333,44.2998333333333,6.37,1.81,,C,71908,0.12,0.5,1.5
736091.9504,114.297166666667,44.584,3.8,1.73,,C,72248,0.16,1.1,0.4
736092.238140509,114.864166666667,44.2955,4.89,1.58,,C,80542,0.11,0.5,1.4
736092.368247222,114.872666666667,44.3056666666667,6.61,0,,C,80850,0.12,0.6,1.5
736092.370441551,114.8285,44.2905,0.53,0,,C,80853,0.14,0.4,1
736092.389137732,114.866833333333,44.2985,6.59,0,,C,80920,0.1,0.4,1.5
736092.48535162,114.860833333333,44.2931666666667,5.76,1.89,,C,81138,0.1,0.4,1.6
736092.561258449,114.878333333333,44.3086666666667,6.37,1.65,,C,81328,0.1,0.6,1.5
736092.732083218,114.871,44.2971666666667,3.26,1.84,,C,81734,0.11,0.7,1.9
736093.087420486,114.87,44.2995,4.67,2.02,,C,90205,0.11,0.5,1.4
736093.254916435,114.855166666667,44.2995,5.14,0,,C,90607,0.11,0.4,1.9
736093.273397454,114.857166666667,44.2891666666667,4.06,0,,C,90633,0.18,0.5,1.7
736099.553354977,114.8605,44.293,5.27,2.43,,C,151316,0.14,0.5,1.8
736099.699936574,111.878833333333,44.6805,4.12,1.57,,B,151647,0.11,0.8,1.7
736100.97404456,114.8625,44.2983333333333,6.85,1.91,,C,162322,0.11,0.5,1.4
736101.370507986,113.066333333333,44.201,7.26,0.65,,C,170853,0.15,0.6,14
736101.698955556,114.296833333333,44.5791666666667,5.25,1.45,,C,171646,0.04,1.2,0.3
736101.729382986,114.271166666667,44.6181666666667,3.43,1.65,,B,171730,0.1,0.6,0.3
736102.165059606,111.849166666667,44.6635,11.29,1.54,,C,180357,0.12,0.8,2.1
736102.259048148,113.998833333333,44.1596666666667,6.69,1.26,,C,180612,0.11,1,3.7
736102.640936343,114.083666666667,44.4196666666667,0.83,0,,B,181522,0.09,0.4,1
736102.985496296,113.0235,44.3221666666667,4.19,0.9,,B,182338,0.15,0.5,0.7
736103.485807523,112.553166666667,44.6711666666667,3.72,1.11,,C,191139,0.12,2.3,3
736104.120248264,114.8635,44.2941666666667,3.89,0,,C,200253,0.18,0.5,1.6
736104.26662419,111.865666666667,44.6725,4.96,1.67,,B,200623,0.11,0.6,1.4
736104.382831713,111.864,44.6551666666667,4.02,1.35,,C,200911,0.09,0.9,2.4
736104.578601736,112.115333333333,44.5591666666667,2.09,1.06,,B,201352,0.11,0.5,1.3
736105.410581829,114.09,44.4321666666667,0.89,1.59,,B,210951,0.07,0.5,1.2
736105.757458449,114.1025,44.4445,6.35,1.31,,C,211810,0.08,1.5,3.7
736106.062991551,114.105666666667,44.429,0.92,1.59,,C,220130,0.19,0.7,1.6
736106.310760648,112.792666666667,44.4448333333333,6.97,0,,C,220727,0.13,0.5,15.3
736106.312683912,112.794166666667,44.4406666666667,11.79,2.01,,B,220729,0.12,0.4,1.4
736106.320180324,112.7965,44.4371666666667,6.99,1.17,,C,220740,0.15,0.4,14.2
736106.334894097,112.801833333333,44.4411666666667,11.63,0,,B,220801,0.16,0.5,1.6
736106.718071875,114.286,44.5296666666667,3.4,1.83,,B,221713,0.15,1,1.6
736107.076604398,114.299166666667,44.542,4.45,1.78,,B,230150,0.1,0.7,0.8
736107.297130903,114.278833333333,44.5628333333333,4.97,1.26,,C,230707,0.14,1.1,0.7
736107.304177894,114.099,44.4473333333333,3.75,1.49,,C,230717,0.09,0.8,2.7
736109.007271528,114.095666666667,44.4125,1.29,2.08,,B,250010,0.1,0.5,1
736110.275464699,114.2825,44.5708333333333,6.46,1.61,,B,260636,0.08,0.9,0.4
736111.66928044,114.098833333333,44.449,6.6,2.02,,C,271603,0.11,1.6,4.1
736114.072704398,112.1135,44.6138333333333,5.43,1.53,,C,300144,0.12,0.6,2
736116.247485417,112.9925,44.3753333333333,10.58,1.09,,B,10556,0.11,0.4,0.8
736116.665906944,113.374666666667,45.1055,0.03,1.52,,C,11558,0.09,0.6,1.2
736119.968129861,111.864666666667,44.6043333333333,6.14,1.28,,C,42314,0.11,0.6,13.8
736121.557501157,114.274666666667,44.5566666666667,4.76,1.71,,B,61322,0.09,0.8,0.6
736122.113275,112.203333333333,44.7125,17.18,1.53,,B,70242,0.12,0.4,0.5
736122.120214005,112.207,44.7315,4.48,1.2,,B,70252,0.1,0.5,0.9
736122.562425,114.09,44.4188333333333,2.24,0,,C,71329,0.11,0.7,2.8
736123.429766435,113.746833333333,44.8488333333333,3.03,1.51,,C,81018,0.07,0.7,2.6
736124.321914699,114.306333333333,44.5723333333333,5.2,1.65,,C,90743,0.15,1,0.4
736124.931839005,114.271833333333,43.9113333333333,7.22,2.26,,C,92221,0.15,0.4,8.6
736125.360411343,111.808333333333,45.0021666666667,1.6,1.67,,B,100838,0.09,0.5,1.4
736125.752310069,114.569666666667,44.2861666666667,0.15,2.31,,C,101803,0.17,0.5,1.6
736127.395103009,112.749,45.2491666666667,1,1.24,,C,120928,0.05,1.4,1.2
736127.828625232,114.122166666667,44.4298333333333,6.17,1.74,,C,121953,0.11,1.8,4.7
736128.663839468,114.339833333333,44.5786666666667,3.59,1.79,,C,131555,0.17,1,0.6
736134.552072917,114.116833333333,44.4185,2.09,1.87,,C,191314,0.12,0.7,2.7
736134.853563773,112.818666666667,44.4548333333333,6.33,1.12,,C,192028,0.17,0.6,0.9
736135.125105093,114.139,44.3881666666667,5.14,1.22,,C,200300,0.07,0.8,2.4
736135.366293403,114.113333333333,44.4351666666667,3.23,1.27,,C,200847,0.15,1.1,3.6
736135.871010301,113.022,44.7346666666667,4.24,1.09,,C,202053,0.12,1.7,4
736136.423629745,114.237833333333,44.5685,4.02,1.29,,B,211009,0.1,1.4,1.2
736139.357025231,114.245833333333,44.556,4.01,1.29,,B,240834,0.11,1.2,1.3
736141.461112616,112.0995,44.5498333333333,4.79,1.02,,B,261103,0.13,0.5,0.9
736143.706069444,114.266666666667,44.5668333333333,3.58,2.21,,C,281656,0.18,1.2,0.8
736143.708383912,114.282666666667,44.5821666666667,3.79,1.81,,C,281659,0.1,0.9,0.3
736144.011179398,112.119,44.6151666666667,13.32,1.85,,B,290015,0.09,0.3,0.8
736148.614040625,111.7775,44.7573333333333,13.36,1.7,,C,31443,0.11,0.8,0.8
736149.789351968,112.103666666667,44.5696666666667,12.3,1.66,,B,41856,0.11,0.4,1.6
736149.951727431,114.106833333333,44.4575,1.31,2.14,,C,42250,0.15,0.9,2.3
736151.588112731,113.681833333333,43.621,7.58,0.72,,C,61406,0.08,0.7,4
736152.653636343,112.7925,44.7438333333333,4.05,0.85,,D,71540,0.1,6.6,12.8
736152.94885787,112.443333333333,44.4178333333333,10.93,1.54,,B,72246,0.1,0.3,1.2
736153.419783912,114.235333333333,44.5453333333333,0.05,2.07,,B,81004,0.18,1.6,3.2
736154.89104838,114.095333333333,44.4391666666667,7.02,1.29,,B,92123,0.1,0.8,1
736155.556360185,112.805333333333,44.7643333333333,12.37,0.84,,B,101321,0.14,0.7,1.5
736157.158475,112.781166666667,44.7088333333333,6.72,1.59,,C,120347,0.08,1.4,3.7
736157.235608333,112.763166666667,44.7641666666667,7.09,1.34,,D,120539,0.12,0.6,16.1
736158.167464815,112.095333333333,44.631,10.03,1.13,,C,130400,0.12,0.6,2.8
736158.493240393,112.796666666667,44.7655,10.13,0.94,,B,131150,0.06,0.5,1
736159.239627083,113.001666666667,44.4078333333333,8.44,0.69,,B,140544,0.13,0.5,1.5
736160.428796296,114.047833333333,44.4001666666667,5.76,1.99,,C,151017,0.12,1.3,0.8
736161.515467477,113.0675,44.7418333333333,5.44,1.47,,B,161221,0.11,0.6,1.2
736164.089136343,111.895333333333,45.057,0.7,1.47,,C,190208,0.09,0.8,1.7
736164.406717014,111.978333333333,44.954,4.56,1.43,,C,190945,0.1,0.5,1.7
736167.734858449,112.853,44.4073333333333,14.91,1.22,,B,221737,0.08,0.6,0.9
736167.994664931,114.283333333333,44.5635,0.13,2.62,,C,222352,0.1,1.2,1.8
