otime,lon,lat,depth,mag,magtype,quality,hypo_evt_no,rmse,Herr,Verr
735733.88611794,114.2665,44.5543333333333,6.44,0,,C,142115,0.08,0.7,0.4
735733.886755787,114.277666666667,44.554,5.39,2.18,,C,142115,0.06,0.6,0.3
735734.71513588,114.260166666667,44.554,5.78,1.4,,C,151709,0.07,0.8,0.8
735734.936371065,114.282,44.5586666666667,6.25,1.84,,C,152228,0.05,0.7,0.5
735735.24591713,114.285666666667,44.558,6.05,1.8,,C,160553,0.02,0.9,0.6
735735.311366088,114.247,44.555,5.08,2.3,,B,160728,0.09,0.6,0.4
735735.315338773,114.266666666667,44.5533333333333,5.5,1.92,,C,160733,0.08,0.7,0.4
735735.356714583,114.2675,44.5551666666667,5.81,2.17,,C,160833,0.06,0.6,0.4
735736.133840509,114.262833333333,44.5471666666667,4.31,1.4,,C,170312,0.14,2.4,0.6
735736.859294792,114.953,44.5518333333333,0.06,2.27,,D,172037,0.11,4.8,5.7
735737.079928125,114.262,44.57,3.67,1.87,,C,180154,0.06,0.6,0.5
735737.566019676,114.250333333333,44.5598333333333,6.17,1.94,,B,181334,0.09,0.9,0.7
735737.730374421,114.260833333333,44.5675,4.62,1.46,,C,181731,0.03,1,0.7
735738.105855324,114.269,44.5555,5.82,2.46,,C,190232,0.06,0.9,0.4
735738.299646412,114.259333333333,44.5693333333333,4.55,1.82,,C,190711,0.05,0.7,0.5
735739.819413194,114.265333333333,44.5703333333333,5.04,1.66,,C,201939,0.09,0.7,0.5
735739.822919097,114.253666666667,44.57,3.7,1.73,,B,201944,0.06,0.7,0.6
735739.842426042,114.2385,44.5531666666667,2.97,1.51,,B,202012,0.08,0.6,0.9
735739.906586111,112.615333333333,44.6171666666667,12.52,2.05,,B,202145,0.11,0.3,1.3
735739.955708681,114.2845,44.5746666666667,4.6,1.57,,C,202256,0.04,0.7,0.3
735739.998419444,112.757333333333,44.7401666666667,3.97,1.08,,C,202357,0.18,2.3,4.5
735740.061628704,114.263666666667,44.5745,4.61,1.43,,C,210128,0.07,0.7,0.4
735740.580563426,112.998333333333,44.3751666666667,9.34,1.67,,B,211355,0.16,0.4,0.9
735741.088059722,113.591833333333,45.0613333333333,8.33,2.6,,C,220206,0.13,1,1.6
735741.975916667,111.917833333333,44.924,0.04,1.92,,C,222325,0.1,1.5,3.4
735742.005642014,111.925666666667,44.9588333333333,5.64,1.64,,C,230007,0.06,0.6,2.1
735742.288200579,114.343833333333,44.6323333333333,6.55,1.36,,C,230654,0.08,0.8,0.4
735742.438349306,114.274833333333,44.5735,4.24,1.76,,C,231031,0.08,0.8,0.4
735742.508306019,114.080333333333,44.2843333333333,6.77,1.99,,C,231211,0.12,0.7,2.1
735743.195151505,114.274333333333,44.5513333333333,4.74,2.19,,C,240440,0.06,0.8,0.3
735743.339871875,114.186333333333,44.569,4.55,2.11,,C,240809,0.11,1.2,2.9
735743.628363426,114.192333333333,44.571,4.26,2.21,,C,241504,0.11,1.7,1.9
735744.665286806,114.250666666667,44.569,4.11,1.93,,B,251557,0.09,0.6,0.6
735744.675162847,114.2435,44.5583333333333,3.64,2.03,,B,251612,0.1,0.6,0.8
735744.871551968,113.093666666667,44.349,4.72,1.01,,B,252054,0.12,0.5,0.8
735745.668375463,113.179,44.9013333333333,2.79,1.58,,C,261602,0.11,2,1.3
735746.026942014,114.2425,44.5556666666667,2.66,1.97,,B,270038,0.07,0.5,1
735746.093764815,113.088833333333,44.3363333333333,1.56,1.21,,B,270214,0.07,0.4,1.4
735746.443272454,113.087166666667,44.3495,6.48,1.36,,B,271037,0.12,0.5,0.8
735747.228931944,114.249666666667,44.5516666666667,4.17,2.46,,C,280529,0.06,0.8,0.7
735747.275950579,114.290833333333,44.5526666666667,5.31,1.32,,D,280637,0.14,3.1,1
735748.459994329,114.267333333333,44.5701666666667,4.48,1.54,,C,291102,0.05,0.9,0.5
735748.982603472,114.257166666667,44.5536666666667,5.43,2.35,,C,292334,0.06,0.6,0.5
735749.110415741,114.279,44.5681666666667,3.69,1.73,,C,300238,0.07,1.1,0.7
735749.521793866,113.056666666667,44.3201666666667,4.66,1.03,,B,301230,0.19,0.6,1
735750.276643171,114.268666666667,44.5576666666667,6.01,2.16,,C,310638,0.05,0.6,0.4
735750.363865741,113.054,44.8446666666667,1.69,1.39,,C,310843,0.05,0.9,2
735750.814836343,114.267333333333,44.5765,4.41,2.38,,C,311933,0.06,0.7,0.4
735750.842070486,114.271333333333,44.5775,4.12,2.22,,C,312012,0.04,0.7,0.4
735751.090731019,114.278,44.5756666666667,4.64,2.51,,C,10210,0.04,0.7,0.3
735751.107591204,114.247333333333,44.5485,3.17,1.98,,B,10234,0.07,0.9,0.9
735752.499688773,114.240333333333,44.5628333333333,2.12,1.65,,B,21159,0.07,0.7,1.4
735752.953787384,114.274166666667,44.577,4.26,1.86,,C,22253,0.05,0.7,0.4
735753.189338542,112.700166666667,44.754,16.3,1.36,,B,30432,0.1,0.5,0.7
735753.203886227,112.699666666667,44.7546666666667,16.29,1.01,,B,30453,0.09,0.6,0.7
735753.550569329,113.215,44.3551666666667,3.69,0.85,,B,31312,0.09,0.8,1.5
735754.103160417,114.694166666667,44.2701666666667,10.74,1.87,,C,40228,0.07,1.1,2.9
735754.128627662,114.2385,44.5548333333333,2.69,1.79,,B,40305,0.08,0.6,1.2
735754.845745718,111.769166666667,45.0951666666667,0.25,1.43,,D,42017,0.16,5.6,11.4
735755.599772222,114.346666666667,44.6285,6.18,1.78,,C,51423,0.03,0.7,0.3
735755.757034607,114.354,44.625,3.44,2.2,,C,51809,0.06,0.5,1.1
735756.099709375,114.258666666667,44.5695,4.2,1.32,,C,60223,0.04,0.7,0.6
735756.632234838,114.258333333333,44.5603333333333,6.31,2.09,,C,61510,0.06,0.7,0.5
735757.692893981,112.588666666667,44.4006666666667,3.67,1.49,,B,71637,0.11,0.4,1.1
735758.468289815,112.629333333333,44.2661666666667,5.87,1.34,,B,81113,0.12,0.4,1.2
735759.091101157,114.389333333333,44.6581666666667,8.74,2.41,,C,90211,0.04,0.7,1.2
735759.097044097,114.369,44.6505,10.42,2.12,,C,90219,0.04,0.8,0.8
735765.732855556,112.695833333333,44.7388333333333,7.09,1.38,,C,151735,0.12,0.5,13.4
735767.312729861,114.267166666667,44.565,4.58,1.93,,C,170730,0.05,0.6,0.4
735767.358729282,114.376333333333,43.9693333333333,7.23,1.43,,D,170836,0.1,1,13.8
735767.50401713,114.261666666667,44.5381666666667,2.95,1.21,,C,171205,0.08,2.4,3.3
735767.559422569,114.263166666667,44.5663333333333,4.67,0,,C,171325,0.02,0.7,0.4
735767.559893519,114.268333333333,44.5666666666667,5.07,1.79,,C,171325,0.03,0.6,0.3
735769.029811574,112.714,44.679,8.18,1.36,,C,190042,0.06,0.9,3.8
735770.436693171,112.716,44.7571666666667,6.78,1.3,,C,201028,0.13,0.7,3.1
735770.809924074,114.146833333333,44.7058333333333,7.02,2.51,,C,201926,0.11,1,1.8
735771.29325706,114.269666666667,44.5675,5.51,2.11,,C,210702,0.05,0.7,0.5
735771.468303241,114.279166666667,44.5715,5.53,2.52,,C,211114,0.06,0.8,0.4
735771.525217245,114.255,44.5725,4.1,1.69,,B,211236,0.07,0.8,0.6
735772.236289815,114.264666666667,44.5628333333333,4.29,1.49,,C,220540,0.05,0.6,0.6
735773.502744676,112.741833333333,44.6946666666667,1.9,1.65,,C,231203,0.17,1.3,2
735774.187720718,114.5485,44.0913333333333,6.42,1.46,,C,240430,0.06,0.9,2.2
735776.381432639,114.553,44.0915,7.22,0,,C,260909,0.13,0.7,6.9
735778.123601273,112.680666666667,44.7565,6.86,1.51,,C,280257,0.19,1.1,3.4
735779.475906597,112.669333333333,44.7686666666667,3.03,1.3,,C,291125,0.1,0.8,2.1
735779.607076736,113.896166666667,44.0723333333333,5.68,1.37,,B,291433,0.1,0.4,1.5
735780.271542708,114.280666666667,44.5743333333333,5.43,1.92,,C,300630,0.05,0.8,0.5
735781.113969907,114.256666666667,44.5445,3.48,1.61,,C,10243,0.07,1.1,0.7
735782.099712384,114.263166666667,44.5561666666667,5.19,1.63,,C,20223,0.08,0.7,0.5
735782.46906713,114.270166666667,44.5483333333333,4.5,1.5,,C,21115,0.07,0.7,0.5
735783.262291667,112.671,44.7583333333333,6.28,1.54,,C,30617,0.16,0.6,2
735784.150602083,114.306166666667,44.582,6.02,1.64,,C,40336,0.07,0.9,0.4
735784.359746181,114.306166666667,44.5793333333333,5.84,1.4,,C,40837,0.06,0.7,0.3
735784.36813206,112.702666666667,44.7308333333333,14.69,1.12,,B,40849,0.18,0.9,0.9
735785.359465162,111.834333333333,43.631,15.93,1.16,,C,50837,0.16,0.4,0.7
735785.56550081,112.676833333333,44.7598333333333,14.23,1.11,,B,51334,0.1,0.7,0.7
735785.616658796,112.693,44.7426666666667,13.32,1.98,,B,51447,0.12,0.4,0.8
735786.649967593,112.745833333333,44.6016666666667,7.45,1.63,,C,61535,0.1,0.4,12.4
735786.785172801,114.173333333333,44.846,4.26,1.15,,C,61850,0.14,0.9,1
735786.940214005,112.752333333333,44.599,0.08,1.46,,B,62233,0.08,0.4,1.4
735787.247418982,114.557833333333,44.1171666666667,6.62,2.71,,C,70556,0.09,1.6,3.3
735788.248454398,114.544666666667,44.0676666666667,7.04,1.24,,D,80557,0.12,1.3,7.4
735788.878334607,112.686333333333,44.7553333333333,14.35,1.56,,B,82104,0.14,0.6,0.7
735789.481318866,114.112,44.3108333333333,6.34,1.54,,B,91132,0.12,0.5,0.8
735790.47430625,114.1435,44.303,6.87,2.02,,C,101122,0.08,0.8,2.1
735790.700194444,114.2875,44.5543333333333,5.7,1.8,,C,101648,0.08,1.1,0.4
735790.750960417,114.289,44.5585,5.76,2.55,,C,101801,0.05,0.9,0.3
735791.534454514,114.287166666667,44.5578333333333,5.73,2.11,,C,111249,0.06,0.9,0.4
735793.400539583,112.705166666667,45.3441666666667,3.39,1.3,,D,130936,0.1,3.8,6.2
735793.607399884,112.887833333333,44.414,11.24,0.99,,B,131434,0.12,0.5,1
735794.168578241,112.853166666667,44.4728333333333,11.3,0,,B,140402,0.11,0.5,2.9
735795.936850116,114.279,44.5685,4.38,2.48,,C,152228,0.03,0.9,0.3
735797.972100579,114.279666666667,44.568,6.2,1.69,,B,172319,0.09,0.7,0.3
735798.792836574,112.7175,44.6978333333333,0.02,1.42,,C,181901,0.14,0.8,2.3
735798.966358449,114.303833333333,44.5813333333333,6.55,1.55,,C,182311,0.06,0.7,0.3
735799.039634375,114.296333333333,44.5798333333333,6.78,2.09,,C,190056,0.1,0.7,0.3
735799.078834143,114.2815,44.5726666666667,5.05,1.57,,C,190153,0.06,1.5,0.3
735799.502173032,111.725833333333,44.8526666666667,2.89,1.42,,C,191202,0.14,0.7,1
735800.704249769,114.07,44.287,2.51,1.98,,B,201653,0.08,0.4,0.8
735801.61482338,113.597166666667,43.7868333333333,13.06,1.34,,B,211445,0.12,0.5,0.9
735802.147422801,114.2915,44.5598333333333,7.86,1.74,,C,220332,0.06,0.6,0.5
735802.467331829,113.906333333333,44.084,7.07,1.63,,C,221112,0.17,0.5,10.3
735803.208884606,114.2435,44.5506666666667,2.73,2.05,,B,230500,0.07,0.4,0.8
735804.365944329,114.236,44.5533333333333,2.78,1.81,,B,240846,0.09,0.4,1
735805.549168403,112.755166666667,44.5265,0.42,1.28,,C,251310,0.2,0.6,2.6
735805.622580556,112.991166666667,44.7686666666667,9.56,1.68,,B,251456,0.12,0.7,1.4
735806.706541319,114.272333333333,44.5686666666667,4.28,1.52,,C,261657,0.06,0.9,0.4
735807.014926042,112.057666666667,44.6111666666667,3.64,1.3,,B,270021,0.08,0.5,1
735807.085503009,114.2495,44.5535,5.05,1.54,,B,270202,0.09,0.6,0.7
735808.000072801,112.744,44.6135,13.91,1.41,,B,272359,0.1,0.5,1.4
735808.535753588,112.605,45.2946666666667,0.02,0,,B,281251,0.08,0.7,1.7
735808.583037037,112.787,45.4041666666667,0.32,1.45,,D,281359,0.13,5.2,10.3
735808.697229977,114.247666666667,44.5588333333333,5.64,1.69,,B,281643,0.06,0.9,0.7
735810.608751157,114.252833333333,44.57,4.76,1.86,,B,301436,0.06,0.5,0.6
735811.185023611,114.294,44.5056666666667,11.1,1.55,,C,310426,0.06,0.7,0.7
735812.114920139,114.269666666667,44.5671666666667,7.58,1.36,,B,10245,0.08,0.7,0.5
735812.298906944,112.741333333333,44.9521666666667,0.05,1.59,,B,10710,0.08,0.4,1.1
735812.936013426,114.305,44.5825,6.57,1.47,,C,12227,0.06,0.7,0.3
735813.636720139,114.271333333333,44.5603333333333,5.72,1.2,,C,21516,0.1,1,0.4
735815.629495718,114.294833333333,44.5773333333333,6.62,1.8,,C,41506,0.06,0.5,0.3
735819.69553669,114.048833333333,44.3645,5,2.11,,B,81641,0.1,0.5,0.5
735820.122211921,113.978,44.1585,7.31,1.21,,C,90255,0.14,0.5,13.5
735821.263730671,114.299666666667,44.5763333333333,6.89,1.61,,C,100619,0.05,0.7,0.3
735821.84958993,114.268833333333,44.5675,7.61,1.56,,B,102023,0.08,0.6,0.4
735821.966197801,112.2125,43.1258333333333,3.85,1.39,,C,102311,0.17,0.8,11.5
735823.235880093,114.248666666667,44.4176666666667,6.98,1.14,,C,120539,0.07,0.8,10.9
735825.354833681,112.0665,44.568,10.72,0.91,,C,140830,0.1,0.6,2.9
735828.097806597,111.9195,44.687,15.71,1.9,,C,170220,0.17,0.5,0.6
735828.541141435,112.718166666667,44.5236666666667,4.76,1.14,,B,171258,0.13,0.6,1.6
735829.55227037,114.281833333333,44.5663333333333,8.42,1.62,,C,181315,0.07,0.6,0.6
735830.197880208,114.298,44.599,5.95,1.41,,D,190444,0.06,3.4,0.7
735830.707595833,113.054333333333,44.5275,14.97,1.29,,C,191658,0.13,0.8,1
735830.853249074,113.028166666667,44.3865,5.1,1.96,,B,192028,0.13,0.4,0.6
735833.400089815,112.147833333333,44.5933333333333,5.24,1.4,,C,220935,0.16,0.5,1
735834.740130903,114.657666666667,44.6025,6.71,1.86,,D,231745,0.11,3.4,7.6
735834.755225116,112.868333333333,44.3041666666667,12.86,1.51,,A,231807,0.12,0.3,0.7
735834.950224768,114.308,44.5746666666667,7.32,1.89,,C,232248,0.08,1.3,0.9
735836.054013657,114.311833333333,44.5736666666667,6.27,1.2,,C,250117,0.07,1.4,0.6
735836.20366412,114.356333333333,44.6546666666667,4.87,1.66,,C,250453,0.08,0.7,0.6
735836.384614005,114.305666666667,44.575,6.86,1.77,,C,250913,0.06,1,0.4
735836.83680162,114.295,44.787,10.16,1.38,,C,252004,0.06,1.1,1.5
735836.996984954,114.300666666667,44.5846666666667,6.55,1.38,,C,252355,0.07,0.7,0.3
735837.382155556,113.041833333333,44.3751666666667,3.94,0.83,,B,260909,0.1,0.7,0.8
735837.792100116,112.769833333333,44.5646666666667,3.6,1.51,,B,261900,0.14,0.5,1.3
735843.363686458,114.317666666667,43.7963333333333,2.55,0.95,,D,10843,0.09,4.7,9.6
735844.674345718,114.101833333333,44.4295,3.02,2.11,,A,21610,0.07,0.4,0.6
735844.675572569,114.105333333333,44.4238333333333,3.79,1.92,,B,21612,0.08,0.5,0.5
735845.654046759,114.101,44.4296666666667,3.42,2.45,,B,31541,0.05,0.5,0.6
735845.664233912,114.106,44.4231666666667,3.8,1.71,,B,31556,0.05,0.6,0.5
735845.980081366,114.236666666667,44.5921666666667,4.87,1.49,,B,32331,0.08,0.7,0.9
735850.113316898,114.2865,44.5951666666667,5.48,1.67,,C,80243,0.08,1.4,0.5
735850.323749884,114.2485,44.5591666666667,5.56,1.38,,C,80746,0.06,1.3,0.6
735850.386864931,113.989833333333,44.1995,0.03,1.28,,C,80916,0.14,0.6,1.7
735853.267512847,114.281833333333,44.591,5.42,1.43,,C,110625,0.09,1.7,0.5
735854.445918518,112.802166666667,44.4546666666667,12.15,1.28,,B,121041,0.13,0.4,1.7
735854.468079167,114.296333333333,44.5848333333333,7.17,1.32,,C,121113,0.05,0.6,0.5
735856.434765393,114.2875,44.568,6.83,1.29,,C,141025,0.06,0.9,0.3
735856.790801505,114.315166666667,44.5813333333333,5.87,2.36,,C,141858,0.09,0.8,0.4
735856.963744907,114.3175,44.5816666666667,5.88,1.51,,C,142307,0.07,0.8,0.3
735857.323456944,114.468166666667,44.1393333333333,4.58,1.07,,D,150745,0.08,1.2,14.2
735858.214383102,112.906333333333,44.3766666666667,11.9,0.82,,B,160508,0.13,0.5,0.9
735861.856040972,113.991666666667,44.1765,2.69,1.01,,C,192032,0.06,1.1,2.5
735863.050322454,112.779,44.7778333333333,16.71,1.24,,B,210112,0.12,0.5,0.6
735863.137716551,112.843,44.437,6.45,1.47,,B,210317,0.12,0.4,0.7
735865.3053875,114.322833333333,44.582,5.34,1.54,,C,230719,0.08,0.8,0.5
735865.406030556,114.306833333333,44.5783333333333,6.04,1.31,,C,230944,0.07,0.9,0.4
735867.241175116,114.095,44.267,6.77,1.07,,D,250547,0.06,1.7,5.1
735875.464786343,114.294166666667,44.5785,4.99,2.35,,B,31109,0.12,0.9,0.3
735876.054782523,112.200333333333,44.5415,10.95,1.5,,B,40118,0.12,0.4,1.9
735876.112489699,112.195166666667,44.5396666666667,5.83,1.71,,C,40241,0.1,0.4,14.9
735876.448697454,114.307666666667,44.5855,4.45,2.37,,B,41045,0.11,0.8,0.4
735876.476655671,114.0315,44.1963333333333,2.29,1.35,,C,41126,0.1,1.2,3.9
735878.227810301,112.132166666667,44.5768333333333,13.32,1.06,,B,60527,0.07,0.4,1.9
735880.533733218,114.889166666667,43.5201666666667,6.8,1.12,,D,81248,0.06,12.8,1.4
735881.684631829,114.273166666667,44.5778333333333,4.34,1.54,,C,91625,0.09,1,0.3
735883.144369213,114.277,44.1165,5.07,0.85,,C,110327,0.06,0.8,2.4
735883.620278935,114.316166666667,44.1416666666667,7.39,1.1,,C,111453,0.09,0.6,5.6
735885.325474884,114.261166666667,44.552,2.76,1.19,,A,130748,0.11,0.9,1.1
735885.596225232,114.286166666667,44.571,4.74,1.32,,B,131418,0.1,0.8,0.3
735886.384824306,114.299666666667,44.5508333333333,0.57,1.27,,B,140914,0.11,0.8,1.1
735886.452956481,114.305666666667,44.5485,0.13,1.18,,C,141052,0.22,2.1,2.4
735889.248937616,111.866166666667,44.6518333333333,15.36,1.73,,B,170558,0.09,0.5,0.5
735889.411989005,114.314666666667,44.5761666666667,4.48,1.2,,B,170953,0.12,0.8,0.6
735889.54597963,114.305666666667,44.5778333333333,4.7,1.42,,B,171306,0.08,0.7,0.3
735889.952798148,112.65,44.5381666666667,3.46,0.88,,B,172251,0.15,0.5,1
735895.349867361,112.709333333333,45.496,4.08,0.86,,D,230823,0.06,3.3,3.4
735899.074365972,114.271666666667,44.527,0.03,1.54,,C,270147,0.17,2.3,3.7
735899.370309028,114.3085,44.5413333333333,4.74,2.11,,C,270853,0.1,1.2,1.1
735900.294787384,111.867,44.6618333333333,14.79,1.59,,B,280704,0.13,0.6,1
735901.056520718,112.565,44.4986666666667,5.83,0.95,,C,290121,0.11,0.5,15.6
735902.631431134,114.011,44.2293333333333,2.39,1.45,,C,301509,0.08,0.7,2.2
735904.332378241,114.265666666667,44.5366666666667,3.23,1.91,,B,10758,0.17,1.1,1.6
735904.534106829,112.059333333333,44.5803333333333,5.87,0.87,,D,11248,0.1,0.9,14.8
735906.240346875,111.728166666667,44.7698333333333,9.52,1.11,,C,30545,0.11,1.2,0.7
735907.066297685,114.279166666667,44.5343333333333,2.56,1.2,,D,40135,0.11,2.7,4.8
735912.455557407,112.837333333333,44.3263333333333,15.65,1.14,,B,91055,0.1,0.6,0.7
735915.65686713,114.263,44.4985,4.25,1.92,,B,121545,0.2,1.1,2
735915.794143866,114.297666666667,44.4751666666667,0.72,1.63,,C,121903,0.19,0.8,1.9
735916.814882176,112.360333333333,44.5705,5.28,1.03,,B,131933,0.1,0.4,0.4
735919.806476042,112.081833333333,44.5975,6.42,0.4,,C,161921,0.16,1,15
735921.23200706,111.852166666667,44.7211666666667,12.57,1.05,,B,180533,0.13,1,1.5
735927.57759375,112.370833333333,44.7578333333333,1.6,2.31,,B,241351,0.09,0.3,0.7
735930.110967824,112.149,44.5948333333333,13.29,0.98,,B,270239,0.1,0.8,1.6
735933.958291204,111.87,44.9945,5.56,0,,B,302259,0.13,0.5,1.7
735934.283411574,111.859166666667,44.9878333333333,5.43,1.49,,C,10647,0.09,0.9,2.6
735940.359173032,112.8375,45.3158333333333,5.05,1.17,,D,70837,0.06,4.5,9.5
735942.979844676,111.799166666667,44.9116666666667,11.71,1.15,,C,92330,0.15,1,3.6
735944.537548958,112.2565,44.6263333333333,4.51,1.11,,C,111253,0.08,0.9,0.7
735947.618200347,112.7905,44.3488333333333,15.09,0.91,,C,141449,0.11,0.7,1.3
735951.404918287,111.873333333333,44.6563333333333,4.36,2.09,,B,180942,0.12,0.7,1.2
735954.704469907,113.035166666667,44.364,3.57,0.86,,C,211654,0.08,1.3,1.1
735955.722659259,114.101,44.4183333333333,6.79,0,,C,221720,0.11,0.8,2.3
735955.731456597,114.101833333333,44.4155,0.1,2.4,,C,221732,0.15,1.6,2.6
735955.730698958,114.062333333333,44.4116666666667,5.05,1.66,,C,221732,0.13,0.8,2.6
735955.731463542,114.1045,44.4258333333333,5.29,2.32,,C,221732,0.22,1.2,3.4
735955.84779537,114.033666666667,44.4225,2,2.16,,D,222020,0.19,1.6,5.5
735955.921645486,114.068166666667,44.4131666666667,5.94,1.66,,C,222206,0.15,1,2.6
735956.063452431,114.085,44.4126666666667,6.13,0,,C,230131,0.18,0.9,2.9
735956.495537616,114.0825,44.422,3.35,0,,C,231153,0.12,0.7,2.2
735956.497159722,114.092333333333,44.415,3.63,0,,C,231155,0.09,0.6,2.1
735956.497536343,114.074,44.4081666666667,6.86,0,,C,231155,0.17,1.3,3.5
735956.50083912,114.0855,44.407,7.05,1.28,,C,231201,0.09,0.8,3.2
735956.502768287,114.0595,44.4143333333333,7.19,1.32,,C,231203,0.14,0.9,2.9
735956.504514468,114.057,44.3991666666667,3.73,1.64,,C,231206,0.15,1,2.7
735956.510426157,114.068166666667,44.408,6.85,1.48,,C,231214,0.1,1.2,2.8
735956.523633681,114.067666666667,44.4255,7.35,2.19,,C,231233,0.18,1.1,2.6
735956.57818912,114.089,44.427,5.76,0,,C,231352,0.14,1,2.6
735956.606503935,114.068,44.4251666666667,6.37,2.19,,C,231433,0.15,0.8,2.5
735956.613057292,114.1025,44.4163333333333,2.57,2.35,,C,231442,0.13,1,2.8
735956.626861458,114.0955,44.415,1.46,1.79,,C,231502,0.15,1,1.6
735956.640039005,114.0875,44.436,3.45,2.32,,C,231521,0.15,1.2,3.7
735956.705464236,114.096333333333,44.4048333333333,6.38,2.39,,C,231655,0.19,1.2,3.9
735956.731609259,114.071166666667,44.3985,5.55,1.63,,C,231733,0.16,1,3.7
735957.028885185,114.101666666667,44.4225,0.47,1.68,,C,240041,0.18,0.9,2.1
735957.033739699,114.106833333333,44.4361666666667,4.04,2.17,,C,240048,0.13,1,3
735957.174054282,114.084,44.4088333333333,5.38,0,,C,240410,0.12,0.8,2.4
735957.240630324,114.0985,44.4141666666667,2.89,1.78,,C,240546,0.17,1.1,4.3
735957.321846875,114.104833333333,44.4058333333333,6.12,1.6,,C,240743,0.09,1.1,3.4
735957.385704398,114.107166666667,44.4231666666667,0.87,1.5,,C,240915,0.15,1.3,2.1
735957.953830556,112.962,44.6033333333333,3.58,1.29,,C,242253,0.04,1.6,1.8
735958.307452315,114.0865,44.4268333333333,0.11,1.76,,C,250722,0.14,1.4,2.3
735958.43955162,112.746666666667,44.5723333333333,3.83,0.99,,B,251032,0.14,0.6,1.3
735960.00871794,114.08,44.4055,5.07,1.49,,C,270012,0.17,1.1,3.9
735961.687418981,114.062166666667,44.4111666666667,4.28,2.29,,C,281629,0.13,0.8,2.4
735963.090115278,114.086333333333,44.4268333333333,7.14,0,,C,300209,0.1,0.8,5
735963.582125926,114.003333333333,44.2248333333333,4.47,1.43,,D,301358,0.14,6.1,12.4
735963.694943866,114.041,44.4231666666667,3.92,2.11,,D,301640,0.13,2,5
735963.728679282,114.079166666667,44.416,5.51,2,,C,301729,0.14,0.9,2.6
735967.164728009,114.412333333333,45.017,3.61,2.33,,C,30357,0.12,0.9,2.4
735967.738916088,114.137166666667,44.449,6.51,0,,C,31743,0.08,0.9,2.8
735967.741953588,114.0715,44.4183333333333,6.09,0,,C,31748,0.16,1.2,4
735967.743340972,114.103833333333,44.4283333333333,3.54,0,,C,31750,0.1,1.2,3.8
735967.745576157,114.114166666667,44.4368333333333,6.22,1.76,,C,31753,0.16,1.3,3.9
735967.750430787,114.106,44.4283333333333,1.36,2.28,,B,31759,0.11,0.9,1.5
735967.751731134,114.1165,44.4425,6.6,1.59,,C,31802,0.22,2.3,5.6
735967.754168518,114.118166666667,44.4333333333333,6.23,0,,C,31804,0.09,1.6,4
735967.754535069,114.175666666667,44.3883333333333,8.75,2.32,,C,31804,0.08,1,2
735967.753216435,114.119333333333,44.4435,7.18,1.67,,C,31804,0.14,0.8,15.5
735967.75671088,114.097166666667,44.4281666666667,1.98,2.2,,C,31809,0.11,0.9,3.5
735967.759887616,114.1115,44.4435,5.25,0,,C,31814,0.14,1.5,4.1
735967.766463773,114.121666666667,44.434,6.3,1.48,,C,31823,0.13,2.3,5.8
735967.77030706,114.104,44.4268333333333,0.04,1.43,,B,31829,0.14,0.7,1.7
735967.770889583,114.107333333333,44.4176666666667,0.3,1.55,,B,31829,0.06,0.7,1.9
735967.771796644,114.121,44.424,0.04,2.18,,C,31831,0.18,0.8,2.3
735967.773834838,114.121166666667,44.4243333333333,1.64,2.05,,C,31834,0.13,0.9,3.5
735967.775267708,114.125666666667,44.4308333333333,1.64,2.02,,C,31836,0.13,0.8,3.2
735967.777599768,114.12,44.4311666666667,0.04,0,,B,31839,0.14,0.6,1.4
735967.781141435,114.114,44.424,4.18,2.35,,C,31844,0.12,1.3,3.8
735967.799872685,114.1435,44.4283333333333,6.1,1.83,,C,31911,0.09,1.7,4.2
735967.805169676,114.120166666667,44.4215,0.02,0,,B,31919,0.08,0.5,1
735967.812282639,114.118333333333,44.422,0.03,0,,C,31929,0.2,0.8,1.5
735967.83593588,114.099666666667,44.4595,5.72,1.38,,C,32003,0.1,1.9,4.8
735967.847931019,114.116166666667,44.4248333333333,0.02,2.08,,C,32020,0.17,0.7,1.4
735967.857182755,114.127833333333,44.437,4.42,0,,C,32034,0.13,1.7,5
735967.859833681,114.107,44.4365,1.41,0,,C,32037,0.17,0.8,1.3
735967.866101968,114.134833333333,44.448,7.07,1.91,,C,32047,0.1,0.8,2.8
735967.881319444,114.103833333333,44.4361666666667,6.23,2,,C,32108,0.08,1.5,3.8
735967.90362419,114.115666666667,44.439,6.63,1.86,,C,32141,0.12,1.6,3.9
735967.957245139,114.103,44.4235,6.72,0,,C,32258,0.14,1.1,3.3
735967.983365856,114.095833333333,44.4356666666667,6.8,1.69,,C,32335,0.21,1.5,4.7
735968.016525,114.122666666667,44.435,6.01,1.67,,C,40023,0.15,0.9,3.3
735968.049071644,114.072166666667,44.418,5.66,2.36,,C,40110,0.1,0.7,2.7
735968.059187616,114.096333333333,44.4198333333333,0.07,0,,C,40125,0.1,0.9,1.9
735968.076750463,114.093833333333,44.4301666666667,3.75,0,,C,40149,0.13,1,3.3
735968.077451505,114.087666666667,44.4233333333333,6.11,0,,C,40150,0.11,0.8,2.9
735968.080512731,114.104166666667,44.4196666666667,6.04,2.29,,C,40155,0.14,1.3,3.7
735968.081543171,114.088166666667,44.406,0.17,0,,C,40157,0.12,1.2,1.9
735968.09935081,114.0985,44.4271666666667,5.56,0,,C,40222,0.14,0.9,3.2
