otime lon lat depth mag quality hypo_evt_no rmse Herr Verr depth_FSL
735700.355925694 -113.8045 44.3175 3.53 0 D 200063 0.08 3.9 12.1 3.372
735700.356672222 -114.3525 44.5591666666667 7.95 0 D 200064 0.18 6.8 12.7 7.407
735700.586730208 -114.248833333333 44.5723333333333 3.25 0 C 200065 0 2.2 1.8 3.176
735700.596536458 -114.225666666667 44.5573333333333 1.06 0 D 200066 0.12 8.9 13.1 1.186
735700.89593588 -112.4365 45.021 6.22 0 D 200067 7.31 35.4 99 5.822
735701.004067014 -112.706666666667 44.7733333333333 5 0 D 200068 0.38 5.5 34.1 4.729
735701.095255671 -114.176833333333 44.539 0.04 0 D 200069 0.39 1.6 3.6 0.255
735701.171013079 -114.213333333333 44.5601666666667 0.03 0 C 200070 0.04 1 3.5 0.245
735701.171017245 -114.294 44.5618333333333 3.31 0 D 200071 0.01 7 9.1 3.136
735701.171580208 -114.136333333333 44.5175 1.67 0 C 200072 0.13 1.9 2.1 1.754
735701.431114352 -113.943166666667 44.453 6.75 0 D 200073 0.38 2.2 4.1 6.307
735701.546231597 -112.713166666667 44.4046666666667 2.63 0 D 200074 3.31 19.5 84.6 2.557
735701.560651157 -112.561666666667 44.4685 5 0 D 200075 2.51 14.9 99 4.713
735701.561865625 -114.28 44.555 4.84 0 D 200076 0.2 12.5 16.7 4.588
735701.569128472 -114.185 44.537 0.31 0 D 200077 0.73 5.6 14.1 0.497
735701.606458449 -114.181833333333 44.0818333333333 8.31 0 D 200078 0.06 4.7 2 7.697
735702.003265394 -114.151833333333 44.5441666666667 0.08 0 C 200079 0.24 1.8 3.4 0.269
735702.006696875 -114.1395 44.5211666666667 5.55 0 C 200080 0.07 2 1.5 5.23
735702.006723148 -114.193166666667 44.4955 45.12 0 D 200081 0.49 7.9 39.3 40.826
735702.010138194 -114.1585 44.5566666666667 0.02 0 D 200082 0.39 2.1 5.2 0.236
735702.0101375 -114.282666666667 44.5478333333333 8.07 0 D 200083 0.07 2.5 5.8 7.485
735702.011031944 -114.190166666667 44.5488333333333 0.08 0 D 200084 0.39 1.7 2.8 0.291
735702.012718171 -114.158666666667 44.5556666666667 1.94 0 D 200085 0.15 5.9 15.8 1.964
735702.012712847 -114.277166666667 44.5298333333333 0.06 0 D 200086 0.08 3.6 7.1 0.241
735702.014540509 -113.7375 44.5321666666667 1.87 0 D 200087 0.55 6.8 12.9 1.908
735702.015737847 -113.0655 44.2136666666667 5 0 D 200088 1.7 7.9 99 4.712
735702.016564583 -114.154833333333 44.5348333333333 5.55 0 C 200089 0.08 2.1 1.9 5.23
735702.02566875 -114.264666666667 44.5758333333333 0.53 0 D 200090 0.11 6.1 9.3 0.695
735702.027276042 -114.2255 44.5103333333333 0.05 0 D 200091 0.06 4.2 12.1 0.263
735702.032167593 -113.074 44.115 5.06 0 D 200092 1.67 6.6 99 4.777
735702.035787269 -114.228 44.5261666666667 0.16 0 C 200093 0.25 1.9 4.7 0.396
735702.040323148 -113.6035 44.3398333333333 24.83 0 D 200094 1.57 15.9 16.6 22.581
735702.048069329 -113.2315 44.0491666666667 5 0 D 200095 1.35 99 99 4.719
735702.052214005 -114.279333333333 44.4995 1.59 0 D 200096 0.11 7.6 10.3 1.65
735702.05446713 -114.222666666667 44.575 4.7 0 C 200097 0.02 1.9 3.2 4.482
735702.072669444 -114.244666666667 44.5936666666667 4.72 0 D 200098 0.1 7 10.4 4.47
735702.07561875 -114.015333333333 44.6111666666667 0.01 0 D 200099 0.72 5.9 3.3 0.227
735702.08299838 -114.1935 44.5485 0.08 0 D 200100 0.31 1.4 2.9 0.29
735702.090435764 -114.182 44.5346666666667 0.08 0 C 200101 0.28 2.1 4.4 0.29
735702.095979861 -114.232666666667 44.2328333333333 5 0 D 200102 0.12 13.7 16 4.718
735702.098316319 -114.1265 44.5211666666667 0.14 0 C 200103 0.03 0.9 1.2 0.361
735702.107086921 -114.190666666667 44.5653333333333 4.23 0 C 200104 0.16 1.6 3.6 4.025
735702.119971412 -114.1785 44.545 0.03 0 D 200105 0.39 2.2 3.6 0.279
735702.129815972 -114.166833333333 44.5126666666667 0.02 0 D 200106 0.33 3.3 5.7 0.253
735702.163778125 -112.862833333333 44.4498333333333 5 0 D 200107 1.83 7.4 99 4.717
735702.163632407 -114.348333333333 44.57 11.33 0 C 200108 0.1 1.8 3.6 10.383
735702.17972581 -114.232333333333 44.5423333333333 2.11 0 C 200109 0 1.3 2.4 2.15
735702.192750926 -114.168833333333 44.7983333333333 0.16 0 D 200110 0.39 11.7 7.2 0.363
735702.192783218 -114.232333333333 44.5716666666667 6.34 0 D 200111 0.09 5.9 10 5.863
735702.200436227 -114.181833333333 44.5573333333333 5.98 0 C 200112 0.11 2.1 1.4 5.6
735702.284669329 -114.276166666667 44.5573333333333 0.16 0 D 200113 0.17 3 4.6 0.396
735702.284675 -114.298 44.5358333333333 1.9 0 D 200114 0.12 4 7.2 1.932
735702.285856019 -114.172166666667 44.5363333333333 0.02 0 D 200115 0.19 3.3 5 0.236
735702.287875926 -111.625333333333 44.4231666666667 0.04 0 D 200116 2.11 17.1 39.6 0.288
735702.288077199 -114.260333333333 44.5163333333333 5.33 0 D 200117 0.14 7.9 15 4.984
735702.299235648 -114.1585 44.5026666666667 0.01 0 C 200118 0 2.2 2.7 0.26
735702.325050694 -114.183833333333 44.5336666666667 0.1 0 D 200119 0.35 1.5 2.5 0.341
735702.348053241 -114.217166666667 44.5626666666667 0.06 0 C 200120 0.3 2.3 3.9 0.272
735702.353252199 -114.396833333333 44.6345 16.26 0 D 200121 0.3 3 28.1 14.886
735702.37511331 -114.201 44.5505 0.11 0 C 200122 0.15 1.7 2.8 0.317
735702.380450231 -114.218666666667 44.5658333333333 0.04 0 D 200123 0.42 2.2 3.7 0.255
735702.402516088 -113.028666666667 44.2873333333333 5 0 D 200124 0.9 4.5 76.4 4.724
735702.407802431 -114.187333333333 44.512 0.16 0 D 200125 0.52 4.3 8.9 0.363
735702.409557176 -114.335 44.5886666666667 8.22 0 D 200126 0.47 4.2 6.4 7.65
735702.448551042 -114.247333333333 44.5875 0.06 0 D 200127 0.29 4.3 5 0.305
735702.448579398 -114.244666666667 44.5433333333333 13.28 0 C 200128 0.06 1.5 2.5 12.174
735702.473013657 -114.166 44.5281666666667 0.8 0 C 200129 0.08 1.2 1.9 0.972
735702.477233218 -114.201166666667 44.5646666666667 3.68 0 C 200130 0.01 1.4 1.9 3.564
735702.484550116 -113.238333333333 44.206 4.98 0 D 200131 1.88 8.4 98.6 4.7
735702.484558333 -111.964333333333 44.5255 0.02 0 D 200132 1.68 18.1 77.2 0.27
735702.501483333 -114.463833333333 44.6555 13.94 0 D 200133 0.45 6.8 7.8 12.798
735702.52938206 -114.218333333333 44.4453333333333 7.2 0 C 200134 0.01 2.4 2 6.698
735702.543427315 -114.189666666667 44.565 4.4 0 C 200135 0.05 1.2 2.1 4.178
735702.621064815 -114.226666666667 44.4683333333333 5.49 0 C 200136 0.03 1.4 1.1 5.159
735702.621072222 -114.352 44.5343333333333 15.61 0 C 200137 0.28 2.3 4.8 14.235
735702.636657176 -114.211333333333 44.6013333333333 0.02 0 D 200138 0.15 2.7 3.8 0.27
735702.648797801 -114.164833333333 44.5451666666667 0.53 0 C 200139 0.04 1.7 3.4 0.696
735702.654626389 -114.2285 44.5555 3.6 0 D 200140 0.13 6.6 11.1 3.458
735702.654638079 -114.413666666667 44.5306666666667 17.9 0 C 200141 0.18 2.2 4.3 16.296
735702.66830463 -114.298833333333 44.6195 0.05 0 D 200142 0.74 3.2 5.5 0.297
735702.711498148 -114.147333333333 44.5645 0.08 0 D 200143 0.63 4.6 5.7 0.324
735702.711655671 -112.299166666667 44.3631666666667 5 0 D 200144 3.85 32 99 4.701
735702.712181944 -112.674666666667 44.0505 0.08 0 D 200145 1.55 13.7 36.2 0.281
735702.733759838 -113.704333333333 44.2713333333333 12.96 0 D 200146 0.04 3.3 1.4 11.886
735702.742298032 -112.708666666667 44.202 5 0 D 200147 2.28 16.4 44.9 4.725
735702.842329861 -114.18 44.5536666666667 0.04 0 C 200148 0.04 1.2 3.5 0.254
735702.860503704 -112.168333333333 44.0095 0.63 0 D 200149 0.02 8.1 8.2 0.735
735702.905196412 -112.373166666667 44.9575 5 0 D 200150 0.01 0.9 12.5 4.724
735702.961163889 -114.141666666667 44.5343333333333 0.03 0 C 200151 0.05 2 3.5 0.278
735702.974895139 -114.148333333333 44.6313333333333 5 0 D 200152 0.46 10.2 5.6 4.718
735703.03982662 -114.239 44.5688333333333 0.16 0 D 200153 0.43 3.7 3 0.377
735703.099277662 -113.829666666667 44.5218333333333 5 0 D 200154 0.25 3.6 24.3 4.734
735703.133433681 -114.3545 44.5628333333333 0.02 0 D 200155 0.62 21.8 14.4 0.236
735703.140486227 -112.332 44.9303333333333 5 0 D 200156 5.32 23.7 99 4.724
735703.15864213 -114.251833333333 44.5341666666667 3.47 0 D 200157 0.55 16.5 19.7 3.355
735703.161009838 -114.187833333333 44.5678333333333 3.08 0 C 200158 0.08 1.5 3.9 2.99
735703.208536227 -114.192 44.543 0.02 0 C 200159 0.12 2.2 4.9 0.236
735703.208556134 -114.159833333333 44.565 5.23 0 D 200160 0.02 5.2 8 4.908
735703.227919329 -114.2355 44.4651666666667 10.16 0 D 200161 0.01 4.4 5.5 9.362
735703.229052662 -114.138166666667 44.5361666666667 0.03 0 D 200162 0.23 5 8.3 0.246
735703.316757292 -114.297166666667 44.5653333333333 15.68 0 C 200163 0.23 1.8 4.4 14.344
735703.327649421 -114.174166666667 44.5583333333333 5.24 0 C 200164 0.22 1.2 1.7 4.934
735703.339094676 -114.273833333333 44.493 8.37 0 D 200165 0.62 5.8 11.5 7.755
735703.340143634 -114.324833333333 44.5815 1.05 0 D 200166 0.08 7.3 9.6 1.163
735703.383448843 -112.327833333333 44.7701666666667 5 0 C 200167 0.06 0.6 13.2 4.724
735703.536915509 -114.122 44.5323333333333 0.02 0 D 200168 0.62 3 3.7 0.253
735703.5501375 -114.199166666667 44.5523333333333 0.01 0 D 200169 0.41 1.8 2.8 0.26
735703.560000694 -114.253166666667 44.5608333333333 0.02 0 D 200170 0.46 2.4 3.4 0.27
735703.570778472 -114.253833333333 44.5298333333333 5.88 0 D 200171 0.01 3.4 2.3 5.511
735703.635776273 -114.181 44.5418333333333 0.04 0 D 200172 0.36 1.5 2.6 0.254
735703.640486227 -114.193833333333 44.5991666666667 0.02 0 D 200173 0.06 4.6 6.2 0.24
735703.64666713 -114.171 44.5651666666667 5.74 0 C 200174 0.02 1.5 1.6 5.384
735703.64704919 -113.564166666667 43.8986666666667 5 0 D 200175 1.01 19.5 85.3 4.708
735703.64701875 -114.146333333333 44.506 11.98 0 C 200176 0.06 2 4.7 10.978
735703.790727778 -114.176166666667 44.5026666666667 2.15 0 D 200177 0.13 2.1 6.7 2.153
735703.790707176 -114.335666666667 44.5825 0.03 0 C 200178 0.05 2.2 4.7 0.172
735703.794636574 -114.167166666667 44.5635 6.18 0 C 200179 0.1 2 1.6 5.781
735703.796184144 -112.603 46.023 0.02 0 D 200180 0.75 12.2 35.4 0.205
735703.815680324 -114.154833333333 44.5541666666667 2.64 0 C 200181 0.08 1.3 2.7 2.611
735703.815685532 -114.336 44.6178333333333 17.82 0 D 200182 0.4 2.8 4.6 16.195
735703.830706944 -112.9465 43.9895 5 0 D 200183 5.32 99 99 4.717
735703.833626505 -114.454 44.5451666666667 15.49 0 D 200184 0.34 4.5 6.5 14.174
735703.850045602 -114.2 44.563 0.04 0 D 200185 0.69 2.8 4.4 0.288
735703.854164468 -112.3135 45.1966666666667 4.98 0 D 200186 1.01 7.8 85 4.689
735703.854727546 -114.06 44.5391666666667 4.33 0 D 200187 0.01 2.5 4.6 4.149
735703.856170602 -114.2115 44.5245 1.09 0 D 200188 0.08 4.9 13.1 1.199
735703.858361806 -114.171666666667 44.5403333333333 4.69 0 D 200189 0.39 3.8 5.4 4.473
735703.862944907 -114.213833333333 44.5613333333333 0.11 0 D 200190 0.11 5.3 14.4 0.317
735703.870049421 -114.2215 44.5388333333333 4.78 0 D 200191 0.11 6.7 9.8 4.521
735703.876810069 -114.133666666667 44.5276666666667 4.93 0 D 200192 0.16 8.1 12.9 4.688
735703.884875694 -114.183833333333 44.5583333333333 4.91 0 C 200193 0.2 1.2 1.6 4.637
735703.897103356 -114.226666666667 44.4976666666667 3.64 0 D 200194 0.08 5.8 8.4 3.494
735703.900205671 -114.2205 44.5503333333333 5.42 0 C 200195 0.04 0.8 0.9 5.096
735703.900212384 -114.357 44.5028333333333 14.58 0 C 200196 0.08 2.4 3.7 13.289
735703.913806134 -114.228333333333 44.554 0.02 0 D 200197 0.37 1.7 2.3 0.236
735703.915302199 -114.179 44.5411666666667 0.25 0 D 200198 0.25 6.2 8.7 0.443
735703.915295255 -114.229666666667 44.5565 0.03 0 D 200199 0.44 3.4 5.8 0.259
735703.918136806 -114.260833333333 44.4735 4.98 0 D 200200 0.53 20.9 39 4.734
735703.927999653 -114.144 44.5733333333333 5.16 0 D 200201 0.18 3.2 2.9 4.879
735703.927993287 -114.292 44.5225 4.98 0 D 200202 0.02 5.3 10.3 4.668
735703.931937963 -114.220666666667 44.545 4.38 0 D 200203 0.19 7 9.7 4.161
735703.934683102 -114.164333333333 44.5578333333333 6.18 0 C 200204 0.09 1.2 1.7 5.78
735703.934684375 -114.235166666667 44.5641666666667 6.02 0 D 200205 0.17 4.8 8.4 5.64
735703.938650694 -112.4755 44.4966666666667 5 0 D 200206 0.49 4.2 42.8 4.698
735703.939284259 -114.195666666667 44.5618333333333 5.11 0 C 200207 0.1 1 1.1 4.818
735703.940998495 -114.373833333333 44.6335 16.2 0 C 200208 0.28 2 3.6 14.832
735703.941777546 -114.189333333333 44.5028333333333 0.16 0 D 200209 0.33 1.7 4.7 0.363
735703.947003241 -114.162 44.573 4.44 0 D 200210 0.09 6.4 8.3 4.214
735703.946999074 -114.331666666667 44.5696666666667 16.79 0 D 200211 0.29 5.5 27.3 15.307
735703.947384606 -113.643666666667 43.9898333333333 5 0 D 200212 1.54 22.1 99 4.691
735703.952952315 -114.201666666667 44.5353333333333 1.05 0 D 200213 0.05 5 8.4 1.163
735703.959752662 -114.195333333333 44.5295 3.17 0 C 200214 0.17 1.5 1.8 3.104
735703.964515046 -114.192333333333 44.5548333333333 3.43 0 C 200215 0.05 1.1 2.2 3.306
735703.967487268 -114.207 44.5426666666667 4.5 0 D 200216 0.09 6.3 8.5 4.269
735703.969259028 -112.947833333333 44.065 5 0 D 200217 1.57 6.9 99 4.717
735703.98220787 -114.32 44.452 5.26 0 D 200218 0.21 10.1 19.2 4.935
735703.993455208 -114.27 44.5861666666667 12.59 0 D 200219 0.13 3.2 7 11.583
735704.013126389 -114.174833333333 44.5608333333333 2.31 0 C 200220 0.05 1 3.6 2.297
735704.033875463 -114.321 44.493 1.96 0 D 200221 0.23 12.4 17.5 2.015
735704.047940162 -114.244666666667 44.5426666666667 3.76 0 D 200222 0.51 5.1 7.2 3.617
735704.050674074 -114.239666666667 44.5606666666667 1.58 0 D 200223 0.1 2.3 5 1.641
735704.058734606 -114.062666666667 44.5201666666667 0 0 D 200224 0.39 2.2 2.3 0.235
735704.074364583 -114.163 44.5761666666667 0.07 0 C 200225 0.15 1.7 2.7 0.315
735704.096785648 -114.2185 44.4925 5 0 D 200226 0.01 5.4 12.5 4.718
735704.096778241 -114.229166666667 44.602 1.08 0 D 200227 0.04 7.1 10.6 1.205
735704.102670602 -114.156666666667 44.5583333333333 5.04 0 C 200228 0.13 1 1.5 4.771
735704.108523958 -114.183166666667 44.5606666666667 4.46 0 C 200229 0.09 1.6 2.1 4.232
735704.131240856 -113.255 44.466 5.12 0 D 200230 1.79 11.9 98.7 4.834
735704.133788542 -114.2245 44.5695 4.48 0 D 200231 0.07 3.3 4.3 4.251
735704.145607986 -114.340166666667 44.5895 21.97 0 C 200232 0.19 1.8 1.1 19.959
735704.148632639 -114.191333333333 44.5578333333333 5.27 0 D 200233 0.42 3.4 7.1 4.975
735704.159810532 -114.003833333333 44.5545 0.02 0 D 200234 0.59 5 3.7 0.26
735704.170025926 -114.169833333333 44.5591666666667 0.03 0 D 200235 0.34 2 2.8 0.245
735704.175056713 -114.379166666667 44.626 16.51 0 D 200236 0.21 1.7 21.6 15.111
735704.187275116 -114.3235 44.5985 5 0 D 200237 0.35 8.3 17.4 4.732
735704.213758681 -113.793166666667 45.5848333333333 0.31 0 D 200238 11.82 98.8 93.4 0.436
735704.214073611 -114.171166666667 44.5701666666667 0.83 0 D 200239 0.09 4.9 13.9 0.965
735704.22769838 -114.353666666667 44.5838333333333 0.08 0 D 200240 0.33 7.1 11 0.229
735704.25982338 -113.1945 44.2253333333333 5 0 D 200241 1.88 87.1 47.1 4.709
735704.263805787 -114.227833333333 44.565 0.03 0 C 200242 0.29 1.5 2.3 0.279
735704.273514931 -113.217833333333 44.9281666666667 6.5 0 D 200243 3.2 26.8 22.2 6.057
735704.309486574 -114.296666666667 44.5418333333333 16.93 0 C 200244 0.07 1.9 3.5 15.423
735704.335213542 -114.3685 44.5665 4.91 0 D 200245 0.56 3.4 6.5 4.671
735704.35675162 -114.447666666667 44.661 16.47 0 D 200246 0.18 2.9 19.5 15.055
735704.374720255 -112.342333333333 44.3861666666667 0.02 0 D 200247 3.54 18 31.6 0.216
735704.437436343 -114.224 44.5685 0.48 0 C 200248 0.09 1.8 3.2 0.684
735704.437442361 -114.321333333333 44.5708333333333 5.38 0 D 200249 0.07 3.4 6.9 5.043
735704.449819792 -114.29 44.535 3.96 0 D 200250 0.11 8.6 12.7 3.815
735704.457662153 -114.337 44.606 4.44 0 D 200251 0.08 6.5 8.5 4.153
735704.528409491 -113.857666666667 44.5151666666667 0.16 0 D 200252 0.59 5.8 4.9 0.371
735704.585566667 -114.3725 44.5716666666667 18.28 0 D 200253 0.54 3.9 46.1 16.703
735704.585572338 -114.271166666667 44.5731666666667 4.56 0 D 200254 0.05 6.5 8.2 4.259
735704.601773958 -113.815833333333 44.5891666666667 0.02 0 D 200255 0.74 5.3 3.6 0.243
735704.625775579 -114.203 44.5471666666667 6.24 0 D 200256 0.09 4.4 7.6 5.868
735704.643604861 -112.846833333333 44.0271666666667 0.16 0 D 200257 0.78 11.3 33 0.354
735704.644636343 -114.138833333333 44.5493333333333 6.19 0 C 200258 0.13 1.2 1.4 5.822
735704.64481794 -112.457333333333 44.8055 5 0 D 200259 2.83 96.3 96.3 4.693
735704.665727662 -114.327833333333 44.6383333333333 2.14 0 D 200260 0.17 11.2 15.3 2.093
735704.681884606 -114.1045 44.5471666666667 0.02 0 D 200261 0.37 2.5 7.2 0.27
735704.681888079 -114.179333333333 44.5993333333333 0.31 0 D 200262 0.13 6.7 8.3 0.436
735704.719681944 -114.238 44.6026666666667 0.17 0 D 200263 0.14 5.6 8.2 0.31
735704.835542245 -114.215833333333 44.5236666666667 4.99 0 C 200264 0.13 1.5 1.8 4.709
735704.888305671 -113.97 44.7573333333333 1.43 0 D 200265 0.11 8.9 14.5 1.505
735704.929857407 -114.215 44.5401666666667 1.09 0 D 200266 0.06 4.4 12.4 1.199
735704.98559919 -114.326333333333 44.594 5.25 0 D 200267 0.11 7.1 13.2 4.882
735705.018781481 -112.079833333333 43.9371666666667 16.07 0 D 200268 0.41 3.8 36.5 14.695
735705.022914352 -114.2175 44.5421666666667 5.77 0 C 200269 0.15 2.4 1.5 5.412
735705.027599884 -114.203 44.4696666666667 5.83 0 D 200270 0.04 9.4 8.9 5.499
735705.040901852 -112.4275 45.0466666666667 5 0 D 200271 2.43 12.8 99 4.724
735705.156145023 -112.604833333333 45.3191666666667 4.91 0 D 200272 0.21 17.7 12.7 4.606
735705.24278912 -114.346833333333 44.5486666666667 17.42 0 D 200273 0.3 2.2 3.3 15.823
735705.244044792 -114.219666666667 44.5503333333333 0.04 0 C 200274 0.25 2.2 3 0.288
735705.26114919 -114.004833333333 44.5963333333333 19.4 0 D 200275 0.69 12.8 56.6 17.692
735705.375813657 -114.125333333333 44.5831666666667 0.04 0 C 200276 0.3 2.3 4.2 0.271
735705.396287384 -114.142666666667 44.5376666666667 3.76 0 D 200277 0.12 5.6 14.9 3.619
735705.397593287 -114.141666666667 44.5408333333333 0.02 0 D 200278 0.45 2.2 5 0.237
735705.40431632 -114.224 44.5665 17 0 D 200279 0.54 3.8 46.3 15.551
735705.410503704 -114.1705 45.3006666666667 28.14 0 D 200280 0.33 6.5 3.2 25.483
735705.410831597 -112.366833333333 44.9621666666667 5 0 D 200281 2.68 11.9 99 4.724
735705.416537963 -114.123333333333 44.5528333333333 0.04 0 D 200282 0.43 3.7 6.9 0.288
735705.53273588 -114.1775 44.5643333333333 0.02 0 D 200283 0.4 2.2 4.6 0.236
735705.579064699 -114.214166666667 44.5313333333333 4.34 0 D 200284 0.02 4.1 6.5 4.124
735705.596305671 -114.2305 44.6018333333333 4.78 0 D 200285 0.08 8.4 11.2 4.468
735705.6284875 -112.794333333333 45.276 5 0 D 200286 8.04 91.8 99 4.724
735705.637664468 -114.178833333333 44.5488333333333 3.58 0 C 200287 0.29 1.3 2.5 3.44
735705.637697569 -114.127666666667 44.46 5 0 D 200288 0.86 26.8 40.2 4.655
735705.66431088 -112.6065 44.7273333333333 5 0 D 200289 1.42 99 99 4.734
735705.67941956 -114.3655 44.4566666666667 5.03 0 D 200290 0.19 8.3 16.1 4.714
735705.710185185 -113.165666666667 44.0646666666667 4.99 0 D 200291 2.3 7.9 99 4.683
735705.76323912 -110.841 43.9785 1.62 0 D 200292 0.08 7.8 11.8 1.659
735705.799113426 -114.201666666667 44.814 4.8 0 D 200293 0.01 6.8 10.5 4.552
735705.808224884 -111.609166666667 44.8135 4.54 0 C 200294 0.27 1.4 3.4 4.304
735705.83556956 -114.221 44.547 0.04 0 D 200295 0.54 2.4 4.4 0.254
735705.836107986 -114.229 44.5656666666667 0.04 0 D 200296 0.15 5.9 16.5 0.254
735705.836124074 -114.209166666667 44.5328333333333 8.1 0 D 200297 0.22 1.9 5.1 7.487
735705.843815741 -114.345666666667 44.6116666666667 15.79 0 D 200298 0.78 15.4 23.7 14.463
735705.849758449 -114.1875 44.5678333333333 1.35 0 D 200299 0.12 2.5 4.1 1.434
735705.849754398 -114.397333333333 44.5841666666667 16.73 0 D 200300 0.19 1.2 20.4 15.243
735705.881671759 -112.8945 44.4428333333333 21.6 0 D 200301 0.9 29.5 18.3 19.649
735705.932638773 -114.2865 44.5718333333333 15.36 0 D 200302 0.63 3.6 7.2 14.056
735705.940610301 -113.738833333333 44.5476666666667 3.97 0 D 200303 0.2 8.5 14.7 3.799
735705.953390278 -114.179833333333 44.5725 5.32 0 C 200304 0.01 1.1 1.5 5.007
735705.960973148 -114.181333333333 44.542 0.03 0 C 200305 0.19 1.5 1.7 0.279
735706.032564815 -114.195833333333 44.5618333333333 0.12 0 D 200306 0.31 1.7 3.2 0.326
735706.113656019 -114.2035 44.537 5.24 0 C 200307 0.07 2.2 1.6 4.934
735706.113658565 -114.3295 44.5511666666667 13.58 0 C 200308 0.05 1.2 2.9 12.409
735706.118098148 -114.215 44.5605 0.02 0 D 200309 0.33 3.6 5.1 0.269
735706.187972685 -114.269833333333 44.5193333333333 2.87 0 D 200310 0.09 2.8 5.5 2.769
735706.193564699 -114.2065 44.5971666666667 16.16 0 D 200311 0.24 4 23.6 14.796
735706.441157407 -114.227 44.558 0.31 0 D 200312 0.21 4.7 6.7 0.501
735706.540386343 -114.159833333333 44.532 7.19 0 D 200313 0.21 10.7 17.4 6.703
735706.606118171 -114.128166666667 44.6016666666667 0.04 0 D 200314 0.42 3 6.7 0.288
735706.60697963 -114.229666666667 44.6165 5.48 0 D 200315 0.08 7 12.4 5.164
735706.650960069 -114.206 44.672 5.43 0 D 200316 0.08 6.9 12.3 5.119
735706.671014236 -114.198333333333 44.5618333333333 8.02 0 D 200317 0.13 6.6 11.8 7.469
735706.671070718 -114.045833333333 45.1136666666667 5 0 D 200318 6.21 53.5 83.3 4.657
735706.678514815 -114.4035 44.5761666666667 7.87 0 D 200319 0.56 7.8 13.8 7.335
735706.742085764 -114.220333333333 44.546 1.28 0 D 200320 0.28 10.6 16.7 1.384
735706.742101157 -114.2745 44.5701666666667 5.88 0 D 200321 0.18 6.4 12.7 5.459
735706.872277662 -114.5755 44.5895 16.43 0 D 200322 0.15 3.7 2.1 14.944
735706.874446296 -114.273666666667 44.5748333333333 16.57 0 D 200323 0.4 2.7 35.9 15.131
735706.897683333 -114.111666666667 44.4868333333333 3.84 0 D 200324 0.15 6 15.5 3.691
735706.897661458 -114.301833333333 44.5203333333333 0.08 0 D 200325 0.2 4 7.4 0.258
735706.9367875 -114.151833333333 44.7113333333333 4.99 0 D 200326 0.54 6.1 8.7 4.68
735706.977590972 -114.291166666667 44.5963333333333 16.95 0 D 200327 0.18 2.2 19.8 15.507
735707.032335532 -114.264333333333 44.5426666666667 4.9 0 D 200328 0.88 65.1 35.7 4.564
735707.136171759 -114.269833333333 44.5638333333333 4.91 0 D 200329 0.38 4.6 2.6 4.594
735707.137720023 -114.2835 44.581 4.89 0 D 200330 0.36 3.1 0.8 4.576
735707.137739236 -114.317 44.54 8.03 0 C 200331 0.18 2.4 4.5 7.414
735707.166367593 -114.720166666667 46.3986666666667 5 0 D 200332 2.12 65.3 74.4 4.732
735707.201207523 -114.272166666667 44.5606666666667 4.92 0 D 200333 0.1 2.5 1.4 4.604
735707.201189236 -114.308 44.3776666666667 4.43 0 D 200334 1.95 57.2 80.8 4.22
735707.211571412 -114.266 44.5513333333333 4.91 0 D 200335 0.11 2.9 1.4 4.594
735707.235534028 -114.1915 44.5403333333333 0.04 0 D 200336 0.28 3.8 7.1 0.254
735707.260938079 -114.265 44.5563333333333 4.91 0 C 200337 0.18 2.2 1.8 4.594
735707.260964352 -114.169 44.498 0.04 0 D 200338 0.42 2 3.6 0.288
735707.342347801 -114.224333333333 44.572 1.03 0 D 200339 0.5 7.3 12.4 1.11
735707.342780787 -114.2715 44.5701666666667 4.9 0 D 200340 0.46 40.4 3.6 4.564
735707.344438079 -114.292333333333 44.5851666666667 4.9 0 D 200341 0.45 5.3 1.7 4.585
735707.353288773 -113.874666666667 44.738 5 0 D 200342 2.3 99 99 4.654
735707.395729282 -114.283 44.5703333333333 4.85 0 D 200343 0.37 32.8 4.2 4.519
735707.430608449 -114.284666666667 44.5776666666667 4.91 0 C 200344 0.19 2.3 0.9 4.594
735707.455704051 -114.225666666667 44.4961666666667 4.99 0 D 200345 0.57 7.9 9.5 4.709
735707.494287616 -114.294833333333 44.585 4.89 0 D 200346 0.43 4.7 1.7 4.576
735707.59633669 -114.297833333333 44.5913333333333 4.89 0 D 200347 0.51 6.9 2.4 4.576
735707.622375579 -114.230833333333 44.5515 4.92 0 D 200348 0.19 18 8.5 4.582
735707.638648495 -114.262333333333 44.5533333333333 4.9 0 C 200349 0.15 1.9 1.7 4.585
735707.758823032 -114.280666666667 44.5715 4.9 0 D 200350 0.32 29.5 3.8 4.564
735707.762948958 -114.211333333333 44.5851666666667 4.91 0 D 200351 0.05 7.5 2.6 4.602
735707.762952199 -114.305166666667 44.5123333333333 4.69 0 D 200352 0.07 7.4 11.4 4.422
735707.929019792 -112.353666666667 44.978 5 0 D 200353 3.45 15.7 99 4.724
735707.964479514 -114.2375 44.557 0.03 0 C 200354 0.23 2 4.7 0.245
735707.971865278 -114.1685 44.538 2.3 0 C 200355 0.08 1.3 3.5 2.289
735708.032330093 -114.281833333333 44.5658333333333 4.91 0 C 200356 0.19 1.7 1.3 4.576
735708.039112153 -114.283 44.575 4.89 0 D 200357 0.18 3.4 1 4.558
