otime,lon,lat,depth,mag,magtype,quality,hypo_evt_no,rmse,Herr,Verr,depth_FSL
736309.237672338,-114.304,44.5491666666667,11.82,0,,D,200061,0,2.6,1.2,10.856
736309.259558796,-114.252333333333,44.614,11.31,0,,D,200062,0.38,3.9,2,10.411
736309.271718866,-114.141666666667,44.5458333333333,5,0,,D,200063,0.06,2.3,13.5,4.735
736309.271711343,-114.298,44.5996666666667,15.85,0,,D,200064,0.23,4.7,3.4,14.487
736309.335798727,-114.268166666667,44.5513333333333,5,0,,D,200065,0.13,2.2,16.5,4.718
736309.335825694,-114.0655,44.5606666666667,0.02,0,,D,200066,0.11,3.2,2.1,0.175
736309.338326157,-113.862833333333,44.3835,5,0,,D,200067,0.05,1.4,13.2,4.742
736309.344304861,-114.245166666667,44.469,1.47,0,,C,200068,0.07,1.6,1.9,1.574
736309.4105,-114.770166666667,44.375,3.42,0,,D,200069,0.38,24.7,5.5,3.296
736309.454009491,-114.309333333333,44.5588333333333,5.07,0,,D,200070,0.06,2.7,1.4,4.815
736309.591868634,-114.390833333333,44.5811666666667,8.31,0,,D,200071,0.07,3.3,2.7,7.646
736309.944489005,-114.292833333333,44.6656666666667,6.71,0,,D,200072,0.58,7.2,2.3,6.272
736310.11991713,-114.2775,44.5525,2.5,0,,C,200073,0.08,2.1,1.1,2.483
736310.203490162,-114.218166666667,44.5898333333333,12.94,0,,C,200074,0.17,1.2,0.9,11.879
736310.214197338,-114.233333333333,44.5463333333333,0.03,0,,D,200075,0.31,1.6,1.5,0.259
736310.300785301,-112.5705,44.6303333333333,5,0,,C,200076,0.32,1.7,29.5,4.735
736310.300787616,-112.626,44.591,5,0,,D,200077,0.1,1.4,15.2,4.692
736310.491035532,-112.525833333333,44.7425,5,0,,D,200078,0.04,0.7,12.9,4.724
736310.496223495,-114.319,44.5976666666667,1.48,0,,D,200079,0.22,2.4,22.2,1.55
736310.496272454,-113.929666666667,44.5121666666667,0.02,0,,D,200080,0.16,8,2.6,0.175
736310.574678704,-114.155833333333,44.5758333333333,12.89,0,,C,200081,0.14,2,3.2,11.819
736311.595562037,-112.337,44.0551666666667,5,0,,D,200082,1.96,8.7,99,4.703
736311.638844444,-114.076333333333,44.4161666666667,5,0,,D,200083,0.11,2.4,15.5,4.735
736312.365909143,-111.9005,45.6158333333333,5,0,,D,200084,0.2,3.1,20.9,4.717
736312.857091204,-113.894,44.3608333333333,5,0,,D,200085,0.07,1,13.7,4.742
736313.007107176,-114.098833333333,44.3956666666667,5,0,,D,200086,0.21,1.2,21.4,4.752
736314.449712963,-113.943666666667,44.139,5,0,,D,200087,0.12,1.6,15.8,4.692
736314.953479745,-110.522333333333,43.5785,5.3,0,,D,200088,0.26,16.9,16,4.992
736315.642631482,-113.907166666667,44.3148333333333,5,0,,D,200089,0.22,3.1,22.3,4.722
736315.642636806,-113.947,44.3191666666667,17.08,0,,D,200090,0.52,2.4,2.2,15.539
736317.460695602,-113.937333333333,44.3093333333333,7.79,0,,D,200091,0.01,5.6,1,7.244
736318.346610648,-112.564,45.4478333333333,5,0,,D,200092,0.08,1.6,14.1,4.702
736318.996098495,-114.021333333333,44.3501666666667,7.01,0,,D,200093,0.03,2.7,1.3,6.531
736319.248117361,-112.518166666667,44.7241666666667,5,0,,D,200094,0.03,0.6,12.7,4.724
736319.33424537,-111.947,45.0351666666667,5,0,,D,200095,0.38,3.2,34.2,4.724
736320.041466667,-111.933833333333,45.0355,5,0,,D,200096,0.02,1.5,12.6,4.724
736320.114271991,-111.900666666667,45.0308333333333,5,0,,D,200097,0.1,2.3,14.8,4.704
736320.117383565,-111.907166666667,45.0295,5,0,,D,200098,0.1,1.2,15.1,4.707
736320.266040625,-111.896833333333,45.029,5,0,,D,200099,0.07,1.3,13.7,4.707
736320.266044329,-114.218833333333,44.7075,5,0,,D,200100,0.09,2.7,14.6,4.752
736320.562402778,-113.490166666667,45.435,5,0,,D,200101,1.32,9.1,11.8,4.695
736320.765745486,-111.8895,45.0296666666667,5,0,,D,200102,0.11,1.1,15.7,4.707
736321.384423495,-112.548333333333,45.0483333333333,5,0,,D,200103,0.36,5.3,32.9,4.72
736321.40064375,-111.864166666667,44.7278333333333,5,0,,D,200104,0.19,1.4,20.1,4.706
736321.993568634,-112.548166666667,44.7913333333333,5,0,,D,200105,0.09,0.7,14.6,4.724
736322.466660417,-111.293333333333,44.8271666666667,5,0,,D,200106,0.03,1.3,12.8,4.72
736323.966350347,-114.096666666667,44.435,5,0,,D,200107,0.1,1.8,15.2,4.732
736325.009118634,-114.278166666667,44.5921666666667,3.85,0,,C,200108,0.11,2.4,1.7,3.697
736325.042700926,-114.200833333333,44.6033333333333,8.24,0,,C,200109,0.24,2.4,1.5,7.648
736325.071338542,-114.202166666667,44.5283333333333,14.65,0,,C,200110,0.02,2,0.8,13.417
736326.650447917,-111.891166666667,45.0323333333333,5,0,,D,200111,0.1,1.3,15,4.707
736327.513377199,-112.474333333333,44.7656666666667,5,0,,D,200112,0.04,1.1,12.9,4.702
736329.26838669,-112.375,45.4518333333333,5,0,,D,200113,0.09,2.3,14.6,4.702
736329.302850579,-111.915666666667,45.0146666666667,5,0,,D,200114,0.03,2.9,12.8,4.702
736329.458116667,-114.797666666667,44.7795,17.61,0,,D,200115,0.2,11.9,10.6,16.006
736331.504163542,-112.545833333333,45.4636666666667,5,0,,D,200001,0.79,6.8,67.4,4.702
736333.88087662,-113.383833333333,45.4366666666667,35.49,0,,D,200002,2.57,29.3,99,32.174
736334.469705903,-111.973666666667,44.7213333333333,5,0,,D,200003,0.1,1.5,15.1,4.707
736334.476304398,-112.008666666667,44.71,5,0,,D,200004,0.05,1,13.2,4.702
736334.583992824,-112.097833333333,44.5965,5,0,,D,200005,0.05,2.4,13.1,4.724
736334.606714931,-112.1735,44.6543333333333,5,0,,D,200006,0.06,1,13.4,4.724
736335.315449537,-111.210833333333,44.788,5,0,,D,200007,0.12,1.2,15.9,4.72
736335.318757523,-112.774166666667,46.3323333333333,5.06,0,,D,200008,0.24,21.1,10.6,4.771
736335.962977662,-112.284333333333,45.258,5,0,,D,200009,0.93,7.2,78.1,4.724
736336.464541088,-111.2575,44.5348333333333,4.81,0,,D,200010,0.48,15.6,7,4.484
736337.487195023,-114.0315,44.4423333333333,5,0,,D,200011,0.05,2.4,13.2,4.718
736337.837042245,-112.377166666667,45.5146666666667,5,0,,D,200012,2.52,20,99,4.725
736338.072134375,-116.008833333333,44.6071666666667,5,0,,D,200013,4.24,84.9,31.6,4.718
736340.982085417,-112.405666666667,46.5605,5,0,,D,200014,5.16,68.4,31.6,4.717
736342.773398727,-113.048,44.7276666666667,5,0,,C,200016,0.07,0.7,14,4.724
736342.818046065,-113.049166666667,44.7173333333333,5,0,,C,200017,0.17,1.1,19,4.715
736343.422858102,-113.4425,44.9451666666667,5,0,,D,200018,0.09,1,14.7,4.707
736343.560479861,-113.663166666667,45.613,5,0,,D,200019,0.1,2,14.8,4.657
736343.587669907,-113.049,44.7271666666667,5,0,,D,200020,0.12,0.9,15.9,4.704
736345.570358912,-113.0155,44.956,5,0,,D,200021,0.15,1.4,17.6,4.706
736345.97479456,-112.389333333333,44.7258333333333,5,0,,D,200022,0.12,1,15.9,4.719
736346.869843866,-113.419833333333,45.89,5,0,,D,200023,3.84,77.7,61.4,4.717
736347.649358681,-111.905166666667,45.0326666666667,5,0,,D,200024,0.06,1.3,13.5,4.707
736348.102935764,-114.077666666667,44.4266666666667,5,0,,D,200025,0.22,1.9,22.1,4.718
736348.270259375,-114.080833333333,44.461,8.08,0,,C,200026,0.06,1,1.1,7.504
736348.878631134,-113.3265,45.2951666666667,5,0,,D,200027,1.15,11.2,97.1,4.732
736349.048245833,-112.502166666667,44.6636666666667,5,0,,D,200028,0.41,3.1,36.5,4.701
736349.900278935,-110.922833333333,44.8575,5.09,0,,D,200029,0.26,19.4,9.1,4.798
736350.191445602,-114.372666666667,44.5095,0.02,0,,C,200030,0.18,2.5,3,0.25
736350.299835995,-114.404666666667,44.5056666666667,5,0,,D,200031,0.05,1.4,13.2,4.718
736351.835528241,-112.1765,45.7731666666667,4.94,0,,D,200032,1.13,9.7,6.5,4.664
736351.974988889,-112.761333333333,44.28,5,0,,C,200033,0.16,0.5,18.3,4.707
736351.980687153,-113.841166666667,43.7333333333333,5,0,,D,200034,0.78,9.6,66.3,4.712
736351.984111458,-114.432166666667,44.5476666666667,0.01,0,,C,200035,0.15,1.5,0.8,0.227
736352.081575116,-114.446666666667,44.5368333333333,0.01,0,,C,200036,0.07,1.1,1.8,0.227
736352.330924653,-114.434,44.5673333333333,2.82,0,,C,200037,0.1,1.2,2.4,2.757
736352.330923148,-114.451166666667,44.4415,0.02,0,,D,200038,0.14,6.3,6.2,0.219
736352.586164468,-114.353166666667,44.5726666666667,0.08,0,,D,200039,0.25,2.8,4.5,0.304
736352.741139815,-111.009166666667,44.3401666666667,6.88,0,,D,200040,0.62,5.6,4,6.414
736352.774390741,-114.437833333333,44.5296666666667,5,0,,D,200041,0.04,2,12.9,4.718
736352.799626157,-112.126166666667,45.6438333333333,11.01,0,,D,200042,0.17,10.8,1,10.142
736352.90323125,-112.353833333333,44.5096666666667,5,0,,D,200043,0.32,2.7,29.1,4.711
736353.225325231,-114.038333333333,44.3985,0.03,0,,C,200044,0.12,1.5,1.5,0.279
736353.392971875,-114.427,44.533,5,0,,D,200045,0.1,5.3,14.8,4.718
736353.392987384,-114.656333333333,45.0553333333333,4.94,0,,D,200046,0.08,9.9,10.3,4.603
736354.549516782,-112.578166666667,45.4648333333333,5,0,,D,200047,0.59,4.4,50.9,4.702
736355.870150579,-112.342833333333,45.4791666666667,5,0,,D,200048,1.59,15.7,99,4.702
736356.017715856,-111.965,44.7225,5,0,,D,200049,0.31,3.3,28.3,4.702
736356.119415625,-114.5525,44.4705,3.89,0,,D,200050,0.62,31.6,26.9,3.668
736356.130277431,-113.777833333333,44.5933333333333,5,0,,D,200051,0.77,6.8,65.7,4.734
736356.305073148,-114.027666666667,44.4963333333333,5,0,,D,200052,0.1,2.4,15,4.735
736356.305078472,-114.055666666667,44.5141666666667,0.88,0,,D,200053,0.05,2.5,0.8,0.949
736358.268811227,-114.062333333333,44.5875,7.11,0,,D,200054,0.32,1.8,1.9,6.651
736358.297251968,-111.225833333333,44.4536666666667,1.09,0,,D,200055,0.2,5.4,1.4,1.214
736358.338124884,-114.040666666667,44.5885,5,0,,D,200056,0.06,2.7,13.5,4.735
736358.388565278,-114.0605,44.5698333333333,5,0,,D,200057,0.13,3.1,16.3,4.735
736358.415658565,-114.056,44.5623333333333,5,0,,D,200058,0.14,2.4,17.4,4.735
736359.227482407,-114.031666666667,44.5978333333333,5,0,,D,200059,0.21,1.6,21.8,4.725
736359.53637662,-111.148666666667,45.0385,5,0,,D,200060,5.95,99,41.4,4.722
736359.693256713,-112.646833333333,44.5466666666667,5,0,,D,200061,0.1,0.6,15.1,4.724
736359.813789352,-111.438833333333,46.6696666666667,5,0,,D,200062,1.73,44.8,31.6,4.722
736359.821584954,-112.644,44.9153333333333,5,0,,D,200063,0.35,5.6,32.1,4.724
736359.837736806,-113.975333333333,44.4445,5,0,,D,200064,0.02,1.7,12.6,4.734
736359.866462732,-112.859833333333,44.7945,5,0,,D,200065,0.85,2.7,72,4.699
736360.054814352,-114.005,44.369,5,0,,D,200066,0.17,1.4,18.7,4.722
736360.45076875,-113.977666666667,44.3833333333333,5,0,,D,200067,0.11,1.8,15.3,4.724
736360.772493866,-111.8945,45.0215,5,0,,D,200068,0.09,1.7,14.5,4.718
736360.780257755,-114.1785,44.537,5,0,,D,200069,0.04,2.3,12.8,4.718
736360.833763426,-112.933333333333,44.3826666666667,5,0,,C,200070,0.12,0.3,15.9,4.714
736360.88376794,-112.944333333333,44.387,5,0,,C,200071,0.12,0.5,16.1,4.701
736361.068441898,-114.173,44.561,5,0,,D,200001,0.25,2.1,24,4.718
736361.068453357,-114.162666666667,44.5121666666667,5.34,0,,D,200002,0.53,22.9,18.1,4.963
736361.234091667,-112.969333333333,44.3918333333333,5,0,,C,200003,0.04,0.6,13,4.717
736362.8038,-113.999166666667,44.3568333333333,0.08,0,,C,200004,0.25,2,4.3,0.324
736362.894296528,-114.405833333333,44.5475,0.08,0,,C,200005,0.18,1.7,3.2,0.305
736362.896305208,-114.296666666667,44.5608333333333,0.03,0,,D,200006,0.3,3.1,3.1,0.26
736362.941143866,-113.732,43.9608333333333,5,0,,D,200007,0.75,56.4,63.6,4.718
736363.390186806,-114.1695,45.3538333333333,25.27,0,,D,200008,0.04,9.2,12.9,22.975
736363.390383912,-113.822333333333,43.7951666666667,5,0,,D,200009,3.14,31.2,99,4.684
736363.978006019,-112.2535,44.745,5,0,,D,200010,0.18,9.1,19.3,4.735
736364.25830544,-112.625333333333,46.8563333333333,4.89,0,,D,200011,0.01,8.6,9.1,4.558
736364.324313079,-111.683,46.2813333333333,3.85,0,,D,200012,0,8.1,1.7,3.622
736365.500074769,-111.526833333333,44.7835,1.25,0,,D,200013,5.33,53.1,99,1.347
736366.558994792,-114.046833333333,44.4498333333333,5,0,,D,200014,0.25,2.2,24.4,4.718
736368.474889583,-114.604333333333,44.2555,7.27,0,,D,200015,0.34,3.7,1.6,6.761
736369.070366782,-113.9745,44.3858333333333,8.08,0,,C,200016,0.01,1.6,1.6,7.494
736369.78209456,-113.977166666667,44.41,5,0,,D,200017,0.32,3.9,29.4,4.718
736370.280628704,-113.766,45.1815,20.02,0,,D,200018,0.4,4.8,8.3,18.251
736370.594160069,-111.392166666667,43.1531666666667,5,0,,D,200019,0.16,2.4,18.3,4.637
736370.665681829,-114.028833333333,44.4198333333333,5,0,,D,200020,0.41,4.2,36.1,4.718
736371.380528935,-114.374333333333,45.526,15.82,0,,D,200021,1.64,72,68,14.395
736371.799041898,-113.366833333333,44.9985,5,0,,D,200022,4.61,31.2,25.5,4.725
736372.402432292,-112.951666666667,45.3906666666667,5,0,,D,200023,0.56,6.7,48.6,4.725
736374.438296181,-113.890166666667,44.3343333333333,17.14,0,,C,200024,0.07,2.1,1.4,15.678
736375.129563079,-114.555333333333,45.561,5.23,0,,D,200025,1.96,71.6,68.3,4.864
736375.520218171,-112.667666666667,44.4041666666667,5,0,,D,200026,0.02,3.6,12.6,4.731
736376.202148611,-112.521166666667,44.6808333333333,5,0,,C,200027,0.1,0.7,15.1,4.727
736376.823594444,-114.104333333333,44.4226666666667,5,0,,D,200028,0.24,3.9,23.4,4.735
736381.303927662,-112.545166666667,44.414,5,0,,C,200029,0.38,1.7,34.3,4.707
736381.767986574,-114.446666666667,44.5348333333333,5,0,,D,200030,0.04,1.4,13,4.718
736381.76800787,-114.335166666667,44.6113333333333,0.02,0,,C,200031,0.21,1.8,1.4,0.185
736381.85771088,-114.393333333333,44.606,7.33,0,,D,200032,0.27,15.5,12.7,6.754
736382.433052083,-113.1225,44.7595,5,0,,D,200033,0.69,11.8,58.9,4.731
736384.250535764,-112.594666666667,44.6041666666667,5,0,,D,200034,0.2,1.2,20.9,4.722
736384.766271412,-112.636333333333,44.3535,5,0,,C,200035,0.11,1,15.7,4.718
736385.234031597,-112.535666666667,45.4455,5,0,,D,200036,0.06,1.7,13.5,4.702
736385.446428819,-111.853666666667,44.7438333333333,5,0,,D,200037,0.04,1.6,12.9,4.714
736385.460795139,-111.778333333333,44.7286666666667,5,0,,D,200038,0.01,1.5,12.5,4.72
736386.275061574,-112.559,44.6556666666667,5,0,,D,200039,0.06,0.9,13.6,4.719
736386.302438889,-114.485333333333,44.507,5,0,,D,200040,0.1,5,14.9,4.718
736386.319199884,-114.0505,44.58,5,0,,D,200041,0.07,1.7,13.7,4.725
736386.319200579,-114.0105,44.6098333333333,7.54,0,,C,200042,0.12,2.4,1,7.008
736386.372673148,-114.4,44.5081666666667,0.06,0,,C,200043,0.06,1.4,1.2,0.22
736386.386362847,-114.417833333333,44.5461666666667,0.04,0,,C,200044,0.25,2,1.4,0.288
736386.429128009,-114.277333333333,44.586,0.02,0,,D,200045,0.28,2.6,1.3,0.185
736386.549166319,-114.287666666667,44.5826666666667,0.02,0,,D,200046,0.29,2.7,1.4,0.25
736386.958766204,-110.297,43.4121666666667,0.03,0,,D,200047,0.82,22,21.9,0.165
736387.458666088,-114.254,44.0978333333333,5,0,,D,200048,0.08,1.4,14.3,4.718
736388.000675463,-112.838333333333,45.1231666666667,5,0,,D,200049,1.2,9.4,99,4.709
736388.062263542,-114.053833333333,44.5968333333333,5,0,,D,200050,0.15,2.1,17.6,4.734
736388.062259838,-114.069833333333,44.613,5,0,,D,200051,0.01,1.9,12.5,4.667
736388.16268669,-113.999833333333,44.6148333333333,5,0,,D,200052,0.17,1.3,18.8,4.734
736388.162692245,-113.960166666667,44.5828333333333,3.83,0,,C,200053,0.02,2.4,0.8,3.602
736388.217295139,-114.463666666667,44.5456666666667,5,0,,D,200054,0.08,1.4,14,4.718
736388.349439005,-114.3565,44.4988333333333,5,0,,D,200055,0.11,1.3,15.5,4.718
736388.463433102,-114.034333333333,44.511,5,0,,D,200056,0.05,3,13.1,4.735
736388.661062847,-114.089,44.6016666666667,5,0,,D,200057,0.04,1.6,12.9,4.735
736388.689598611,-114.4095,44.5705,0.04,0,,D,200058,0.26,2.7,1.9,0.268
736388.693496065,-114.522333333333,44.6868333333333,0.57,0,,D,200059,0.36,26.2,18.9,0.745
736388.795223843,-114.375,44.593,0.02,0,,D,200060,0.42,2.3,2.6,0.236
736389.401740162,-113.503833333333,45.0911666666667,50.66,0,,D,200061,5.89,42.5,99,45.812
736389.530038542,-114.5355,44.5495,5.01,0,,D,200062,7.46,73.8,66,4.666
736389.535979167,-114.369666666667,44.6405,4.24,0,,D,200063,0.19,5,20.4,4.034
736389.537439005,-110.7365,44.3648333333333,4.84,0,,D,200064,2.77,73.1,66.7,4.573
736389.556424884,-114.653333333333,45.0956666666667,4.63,0,,D,200065,0.03,8.9,9.2,4.324
736389.591311111,-114.480833333333,44.5465,1.54,0,,D,200066,0.02,2.6,2,1.605
736389.633925694,-114.026666666667,44.5923333333333,5,0,,D,200067,0.11,2.1,15.3,4.734
736389.992548264,-114.436833333333,44.5338333333333,5,0,,D,200068,0.08,1.3,14.1,4.718
736389.992567708,-114.637666666667,45.058,4.91,0,,D,200069,0.05,9.1,9.5,4.575
736390.307496644,-114.412833333333,44.5258333333333,0.95,0,,C,200001,0.12,1.9,1.5,1.073
736390.429350926,-113.9895,44.4715,5,0,,D,200002,0.18,2,19.8,4.725
736390.477393866,-114.415166666667,44.5535,0.16,0,,C,200003,0.2,1.7,2.8,0.362
736392.424283333,-114.426,44.4976666666667,5.14,0,,D,200004,0.74,33.3,29.5,4.793
736392.495098727,-114.430833333333,44.55,0.02,0,,D,200005,0.5,3.2,1.2,0.185
736392.497514583,-114.241666666667,44.4316666666667,6.48,0,,D,200006,0.2,16.1,12.3,5.987
736393.044089583,-114.443166666667,44.5216666666667,1.9,0,,D,200007,0.01,2.7,2.3,1.928
736393.199280671,-114.206666666667,44.5871666666667,5,0,,D,200008,0.05,1.5,13.2,4.718
736393.199290394,-114.121666666667,44.5648333333333,3.85,0,,C,200009,0.03,1.3,1.4,3.632
736393.460132407,-112.262333333333,44.2916666666667,5,0,,D,200010,2.47,23.3,99,4.742
736394.61514618,-111.036,43.8141666666667,4.3,0,,D,200013,0.22,3.2,1.7,4.037
736396.332433102,-113.893666666667,44.605,4.84,0,,D,200014,0.06,9.5,9.4,4.523
736396.972133796,-112.1555,44.5718333333333,5,0,,D,200015,1.24,3.8,99,4.725
736399.976558449,-112.845,44.8336666666667,5,0,,D,200016,2.17,11.2,99,4.731
736402.149941319,-114.037,44.6005,5,0,,D,200017,0.08,1.5,14.1,4.734
736402.149914583,-114.327166666667,44.6273333333333,3.46,0,,D,200018,0.29,12.2,17.8,3.347
736402.322661458,-114.2705,44.584,5,0,,D,200019,0.03,1.5,12.8,4.718
736402.558432639,-113.874166666667,44.3793333333333,4.99,0,,C,200020,0.04,1.3,1.3,4.733
736402.785815625,-114.0505,44.5593333333333,5,0,,D,200021,0.15,2.5,17.9,4.735
736402.78576875,-114.3855,44.5768333333333,0.03,0,,D,200022,0.67,4.9,6.8,0.26
736403.597991551,-114.341833333333,44.5923333333333,0.04,0,,D,200023,0.21,4.2,2.9,0.254
736404.466847917,-112.4355,44.2593333333333,5,0,,D,200024,0.97,6.2,81.9,4.724
736405.558027662,-114.370833333333,44.5778333333333,5,0,,D,200025,0.22,3.3,22,4.718
736406.797277662,-112.1225,44.8638333333333,5,0,,D,200026,6.5,70.2,99,4.725
736409.113266667,-113.180333333333,45.013,5,0,,D,200027,0.08,1.2,14.4,4.715
736409.113263542,-113.132666666667,44.969,7.88,0,,D,200028,0.5,4.8,3.5,7.309
736410.452900116,-113.293166666667,44.3556666666667,5,0,,D,200029,1.59,17.2,99,4.693
736410.508511111,-111.468666666667,44.831,5,0,,D,200030,0.02,1.4,12.7,4.72
736410.508519792,-111.607833333333,44.7635,2.5,0,,D,200031,0.15,2.6,17.6,2.417
736410.555021644,-114.074833333333,44.5921666666667,5,0,,D,200032,0.26,3.5,25,4.718
736410.619663079,-112.781833333333,44.503,5,0,,D,200033,0.07,1.4,13.8,4.731
736411.790246759,-113.309833333333,44.7041666666667,5,0,,D,200034,0.41,6.2,36.5,4.725
736412.001718866,-112.523833333333,45.4701666666667,5,0,,D,200035,0.86,7.6,72.6,4.702
736413.332755208,-114.004666666667,44.4228333333333,2.91,0,,C,200036,0.01,1.2,1.8,2.871
736414.30419294,-114.297,45.6776666666667,0.04,0,,D,200037,1.13,10.4,10.6,0.193
736414.721900231,-111.623833333333,42.9241666666667,5,0,,D,200038,0.3,4.7,27.6,4.655
736415.353203009,-114.625,45.7733333333333,1.78,0,,D,200039,0.31,20.3,20.8,1.758
736415.412138194,-112.015833333333,44.6515,5,0,,D,200040,3.11,25.4,99,4.702
736415.689751505,-113.965833333333,44.302,5,0,,D,200041,0.22,2,22.2,4.718
736415.736443287,-113.997333333333,44.2741666666667,5,0,,D,200042,0.42,2.7,37.3,4.724
736415.757393403,-113.693,44.081,5,0,,D,200043,1.42,11.5,99,4.673
736415.94288669,-113.671,45.3203333333333,5,0,,D,200044,2.13,10.3,99,4.732
736417.280504861,-111.759,45.0308333333333,5,0,,D,200045,0.14,2.9,17.3,4.724
736417.408945602,-111.838833333333,45.0363333333333,5,0,,D,200046,0.32,7,29.6,4.727
736417.41525544,-111.705,45.0398333333333,5,0,,D,200047,0.03,1.7,12.7,4.724
736417.443298148,-112.486666666667,45.2785,5,0,,D,200048,0.14,2.6,17.2,4.72
736417.653686343,-113.355,44.7108333333333,5,0,,D,200049,0.29,4,27.4,4.718
736417.801047454,-112.377833333333,46.2188333333333,6.43,0,,D,200050,0.01,2.9,1.3,5.944
736417.968558333,-111.711333333333,45.1488333333333,6.83,0,,D,200051,0,4.4,2.1,6.38
736418.283944907,-111.844833333333,44.8248333333333,5,0,,D,200052,0.13,2.1,16.5,4.707
736421.795715046,-114.141666666667,45.0656666666667,5,0,,D,200001,3.79,30,99,4.718
736422.846042361,-114.023833333333,42.2975,5.76,0,,D,200002,2.74,87.6,13.1,5.336
736423.156119444,-113.923333333333,44.1776666666667,5,0,,D,200003,0.1,1.7,14.9,4.705
736423.357023727,-113.7865,43.887,5,0,,D,200004,0.04,2.7,13,4.686
736423.439281366,-113.979333333333,44.6318333333333,5,0,,D,200005,0.26,2.9,24.9,4.734
736423.439274653,-114.425833333333,44.6533333333333,35.2,0,,D,200006,0.09,5.3,14.4,31.835
736423.770571065,-111.678166666667,44.8196666666667,5,0,,D,200007,0.07,2.1,13.7,4.724
736423.832697338,-113.174166666667,44.4805,5,0,,C,200008,0.25,0.7,24.2,4.724
736423.832733912,-112.818833333333,44.5023333333333,5,0,,D,200009,0.23,1.5,23,4.687
736424.600751042,-113.875666666667,44.5813333333333,6.12,0,,D,200010,0.02,8.9,8.9,5.674
736424.770796296,-113.968833333333,44.2971666666667,5,0,,D,200011,0.56,4.2,48.4,4.718
736426.618029051,-112.882833333333,44.4743333333333,5,0,,C,200012,0.25,0.6,24.3,4.724
736426.917770139,-113.133166666667,44.4836666666667,5,0,,D,200013,0.16,4,18.3,4.703
736427.118836343,-112.655666666667,45.1041666666667,5,0,,D,200014,0.26,3,25.1,4.713
736427.294549884,-114.065,44.5933333333333,0.8,0,,C,200015,0.06,0.7,1.1,0.962
736428.2481875,-114.3995,44.4283333333333,9.58,0,,D,200016,0.42,29.6,22.9,8.854
736429.99984213,-111.497166666667,44.2205,2.5,0,,D,200017,1.36,18.5,99,2.467
736430.301676273,-110.910166666667,44.8105,0.43,0,,D,200018,0.29,12.5,5.5,0.609
736430.305751736,-111.488833333333,43.3205,5,0,,D,200019,0.16,1.4,18.4,4.655
736430.423288194,-114.140833333333,44.644,3.39,0,,C,200020,0.15,1.7,1.3,3.269
736432.367758565,-114.053,44.3981666666667,5,0,,D,200021,0.03,1.7,12.7,4.718
736432.484916088,-113.055,44.2271666666667,5,0,,D,200022,0.16,1.1,18.5,4.695
736432.909695486,-113.178666666667,44.5008333333333,5,0,,D,200023,0.05,0.6,13.3,4.734
736433.043458102,-115.392166666667,45.139,5,0,,D,200024,3.16,93.9,31.6,4.752
736434.190540278,-114.196166666667,44.581,5.17,0,,D,200025,0.02,2.8,2.3,4.905
736435.411861921,-111.8945,45.0271666666667,5,0,,D,200026,0.07,1,13.7,4.699
736435.495572222,-111.908833333333,45.0271666666667,5,0,,D,200027,0.08,1.1,14.1,4.707
736435.495591435,-112.062833333333,44.9363333333333,0.01,0,,C,200028,0.06,2.5,0.6,0.228
736435.654371296,-111.900833333333,45.0281666666667,5,0,,D,200029,0.05,1,13.1,4.699
736435.654380671,-112.035666666667,45.0111666666667,5,0,,D,200030,0.26,2.7,24.8,4.696
736435.691167824,-111.919333333333,45.0381666666667,5,0,,D,200031,0.27,2.6,25.5,4.703
736435.691164583,-114.694166666667,43.7606666666667,4.77,0,,D,200032,0.15,14.2,4.5,4.459
736435.707879398,-111.8735,45.0245,5,0,,D,200033,0.14,1.4,17,4.718
736435.726880903,-111.901333333333,45.0253333333333,5,0,,D,200034,0.03,1.8,12.8,4.717
736437.173344907,-112.4635,45.2265,5,0,,D,200035,0.64,7.2,54.7,4.713
736437.950202315,-110.748,43.2071666666667,5.21,0,,D,200036,0.63,34.8,35.8,4.826
736438.026217014,-112.6595,43.2133333333333,5,0,,D,200037,0.12,2.4,16.1,4.653
736438.082407755,-111.906833333333,44.9496666666667,4.28,0,,D,200038,0.39,4.2,3.8,4.048
736438.178384259,-112.588,44.544,5,0,,D,200039,1.32,5.5,99,4.718
736438.178279398,-111.989166666667,45.0336666666667,3.22,0,,C,200040,0.08,1.6,1.3,3.15
736438.188572107,-111.904333333333,45.0226666666667,9.99,0,,C,200041,0.05,1.1,3.8,9.194
736438.199077778,-111.989833333333,45.026,1.98,0,,C,200042,0.19,2,1.2,1.978
736438.331257407,-112.669666666667,45.1421666666667,7.6,0,,D,200043,0.09,10,10.4,7.006
736438.344650463,-111.896833333333,45.0365,5,0,,D,200044,0.11,1.1,15.5,4.707
736438.464366088,-111.904666666667,45.0295,5,0,,D,200045,0.07,1.4,13.9,4.706
736438.509269792,-112.1985,43.5071666666667,5,0,,D,200046,0.72,10.4,61,4.645
736438.509082176,-110.672166666667,43.1236666666667,4.98,0,,D,200047,2.75,43.8,32.5,4.619
736438.724715856,-112.868833333333,43.9221666666667,5,0,,D,200048,0.15,2.2,17.6,4.735
736438.724737847,-113.9475,44.5933333333333,4.44,0,,C,200049,0.01,1.8,2,4.152
736438.748691667,-111.943166666667,45.0388333333333,5,0,,D,200050,0.31,2.4,28.9,4.718
