otime,lon,lat,depth,mag,magtype,quality,hypo_evt_no,rmse,Herr,Verr,depth_FSL
736122.536101273,-114.375166666667,44.3896666666667,11.75,0,,D,200017,2.36,77.2,61.9,10.807
736122.549311227,-114.1245,44.4098333333333,5,0,,D,200018,0.07,2.3,13.9,4.689
736122.562438889,-112,44.445,5,0,,D,200019,0.27,1.8,25.7,4.722
736122.813125116,-113.9815,44.471,5,0,,D,200020,0.16,2.2,18.4,4.725
736123.004421296,-112.405166666667,45.2688333333333,5,0,,D,200021,0.08,0.8,14.3,4.702
736123.184830556,-113.455333333333,45.3648333333333,5,0,,D,200022,0.18,2.3,19.5,4.695
736123.429770833,-113.738166666667,44.8255,5,0,,D,200023,0.16,1,18.4,4.716
736123.482403356,-114.073666666667,44.4446666666667,5,0,,D,200024,0.18,2.1,19.8,4.689
736123.52927581,-113.0495,44.9236666666667,5,0,,D,200025,2.58,17,99,4.718
736123.703019329,-114.063333333333,44.4508333333333,5,0,,D,200026,0.07,1.8,13.7,4.71
736124.159764583,-114.704,44.2545,2.76,0,,D,200027,0.31,3.3,1.5,2.702
736124.32191794,-114.253166666667,44.5706666666667,5,0,,D,200028,0.01,2.5,12.5,4.718
736124.436034375,-111.954833333333,45.7848333333333,5,0,,D,200029,0.54,4.2,46.6,4.687
736124.931849537,-114.202166666667,44.0051666666667,7.37,0,,D,200030,0.38,1.4,3.2,6.822
736125.203156944,-114.067333333333,44.406,5,0,,D,200031,0.03,2,12.7,4.718
736125.36041794,-111.863166666667,44.9763333333333,5,0,,D,200032,0.03,0.9,12.7,4.692
736125.360602431,-113.481833333333,43.8865,5,0,,D,200033,0.58,3.6,50,4.659
736125.752327315,-114.459166666667,44.2758333333333,0.08,0,,D,200034,0.83,2.9,3,0.324
736126.102284259,-114.083833333333,44.4443333333333,5,0,,D,200035,0.04,2.5,12.9,4.689
736127.395103241,-112.748,45.2215,5,0,,D,200036,0.06,1.1,13.3,4.699
736127.395124884,-112.846666666667,45.1796666666667,7.38,0,,D,200037,0.01,9.3,8.3,6.802
736127.544464236,-110.990666666667,44.534,5,0,,D,200038,0.11,1.5,15.4,4.722
736127.795253588,-111.800833333333,44.7138333333333,5,0,,D,200039,2.69,20,99,4.725
736127.828636111,-114.0375,44.4755,5,0,,D,200040,0.42,2.4,36.9,4.718
736128.663856019,-114.208,44.6141666666667,3.42,0,,C,200041,0.07,0.8,1.2,3.245
736130.030297569,-114.095166666667,44.4446666666667,5,0,,D,200042,0.01,1.4,12.5,4.689
736130.532113657,-113.987666666667,44.226,5,0,,D,200043,0.06,2.8,13.4,4.718
736131.018752083,-113.848,44.0075,5,0,,D,200044,0.01,1.5,12.5,4.682
736132.502093866,-111.491,44.8816666666667,5,0,,D,200045,0.13,1.3,16.7,4.72
736132.502106597,-111.6265,44.791,5,0,,D,200046,0.12,1.4,15.9,4.667
736132.527284491,-111.5565,44.9211666666667,5,0,,D,200047,0.22,2.5,22.2,4.687
736133.736637847,-112.462666666667,45.1093333333333,5,0,,D,200048,0.03,1.9,12.8,4.702
736133.772265278,-112.821666666667,45.0761666666667,5,0,,D,200049,2.22,17.5,99,4.71
736133.772015856,-113.957333333333,46.5771666666667,5,0,,D,200050,2.69,46.9,31.6,4.718
736133.861377662,-112.513833333333,45.2961666666667,5,0,,D,200051,0.09,0.5,14.6,4.702
736134.539601042,-113.975833333333,44.3495,5,0,,D,200052,0.06,2.6,13.4,4.655
736134.552078588,-114.081666666667,44.4526666666667,5,0,,D,200053,0.07,1.3,13.8,4.71
736134.552090046,-114.016833333333,44.464,9.12,0,,C,200054,0.17,1.9,0.8,8.375
736134.84828206,-112.787166666667,44.4363333333333,5,0,,C,200055,0.2,1,20.9,4.725
736134.853563889,-112.840166666667,44.4766666666667,5,0,,C,200056,0.09,1,14.7,4.724
736135.011510301,-113.519,43.647,5,0,,D,200057,0.68,9.7,58.1,4.652
736135.366318634,-114.31,44.3981666666667,36.13,0,,D,200058,0.22,2.1,22.1,32.67
736135.545591898,-114.214,44.6301666666667,5,0,,D,200059,0.06,2,13.5,4.689
736135.72305706,-112.947666666667,44.5101666666667,5,0,,D,200060,0.03,0.8,12.7,4.734
736135.871007755,-112.993666666667,44.7548333333333,5,0,,C,200061,0.15,0.9,17.5,4.708
736136.423629398,-114.269833333333,44.5805,3.52,0,,D,200062,0.27,2.9,1.5,3.39
736136.94495081,-110.819166666667,44.6835,6.43,0,,C,200063,0.09,1.5,0.7,6.004
736137.335217708,-110.613166666667,43.5688333333333,0.62,0,,D,200064,0.46,3,2.8,0.759
736137.865825926,-112.5515,45.4441666666667,5,0,,D,200065,0.06,1.6,13.4,4.702
736138.190388889,-112.538,44.4111666666667,5,0,,D,200066,0.1,0.7,15,4.727
736138.462851157,-112.3175,44.526,5,0,,D,200067,0.03,2.5,12.8,4.718
736139.357039236,-114.419,44.5923333333333,25.16,0,,D,200069,0.22,7.7,8.7,22.801
736139.644562616,-113.584333333333,44.9781666666667,40.35,0,,D,200070,1.68,11.8,99,36.517
736139.959392593,-114.001,44.4886666666667,5,0,,D,200071,0.03,2.1,12.8,4.718
736140.008010764,-114.228833333333,44.5595,9.82,0,,C,200072,0.02,2.1,1.1,9.056
736140.367806366,-114.152,44.586,0.02,0,,D,200073,0.3,5,1.9,0.175
736140.594320602,-112.491833333333,45.6461666666667,0.02,0,,D,200074,0.31,5.7,3.1,0.24
736140.831278241,-111.762833333333,45.0195,5,0,,D,200075,0,2.3,12.5,4.692
736140.961990972,-111.864,45.729,5,0,,D,200076,0.18,1.6,19.6,4.687
736140.962263889,-112.5425,44.403,5,0,,D,200077,4.54,25.4,99,4.702
736141.213183102,-115.555666666667,44.0598333333333,4.57,0,,D,200078,0.54,32.6,33.8,4.331
736142.727195139,-114.289166666667,44.3523333333333,7.48,0,,D,200079,0.48,28.9,29.3,6.885
736143.548814583,-113.820333333333,44.577,5,0,,D,200080,0.55,2.1,47.9,4.71
736143.706062268,-114.292833333333,44.5963333333333,3.4,0,,D,200081,0.45,3.3,1.6,3.311
736144.011206597,-112.2775,44.5306666666667,5,0,,D,200082,0.01,2.1,12.6,4.727
736144.011174884,-112.123166666667,44.6206666666667,9.49,0,,C,200083,0.13,1.5,2.2,8.718
736146.124355671,-113.551833333333,44.2091666666667,5,0,,D,200001,2.9,99,99,4.656
736146.805416551,-114.193166666667,44.5863333333333,0.31,0,,D,200002,0.12,1.7,16.2,0.497
736147.482235995,-114.130833333333,44.3595,4.9,0,,D,200003,0.33,1.8,2.6,4.642
736148.614036574,-111.7995,44.8116666666667,5,0,,D,200004,0.21,2.2,21.7,4.718
736149.785545023,-113.075166666667,45.2433333333333,5,0,,D,200005,1.77,12.7,99,4.724
736149.789345833,-112.019333333333,44.5863333333333,5,0,,D,200006,0.16,1,18.3,4.714
736149.951741435,-114.028833333333,44.4755,5,0,,D,200007,0.27,2,25.5,4.724
736150.058815046,-113.888,44.4623333333333,5,0,,D,200008,0.47,3.5,41.1,4.667
736150.449362963,-111.278166666667,44.8531666666667,0.02,0,,D,200009,0.04,3.5,0.9,0.219
736152.653642361,-112.784833333333,44.7345,5,0,,D,200010,0.01,1.4,12.5,4.737
736152.948861574,-112.4785,44.4131666666667,5,0,,C,200011,0.2,0.6,21.1,4.707
736153.41978588,-114.223833333333,44.5645,5.98,0,,D,200012,0.35,1.9,1,5.615
736153.908275347,-112.071833333333,44.9376666666667,5,0,,D,200013,0.02,1.1,12.7,4.725
736154.136226389,-111.94,45.7545,5,0,,D,200014,0.05,2.3,13.1,4.687
736154.425352199,-114.2365,44.5763333333333,4.07,0,,C,200015,0.04,1.6,2.4,3.881
736154.89106088,-114.007666666667,44.4406666666667,7.97,0,,C,200016,0.02,1.3,0.9,7.425
736154.980214815,-111.489833333333,44.8355,5.56,0,,C,200017,0.05,1.7,1.2,5.213
736154.985648264,-111.3085,43.11,5,0,,D,200018,0.17,4.6,18.7,4.655
736155.556367014,-112.794166666667,44.7438333333333,5,0,,D,200019,0.04,0.8,13,4.735
736155.567538079,-114.639833333333,43.6315,7.2,0,,D,200020,3.01,84.5,51.5,6.632
736157.158462384,-112.780833333333,44.758,11.82,0,,C,200021,0.23,0.7,2.9,10.831
736157.235625579,-112.812333333333,44.7005,5,0,,D,200022,0.14,2,17.1,4.709
736158.117540162,-112.7445,44.586,5,0,,D,200023,0.44,2.1,39,4.725
736158.16749838,-112.439,44.5095,5,0,,D,200024,0.87,3.8,73.5,4.718
736158.185116319,-114.011166666667,44.2881666666667,5,0,,D,200025,0.29,1.6,27.5,4.66
736158.493240625,-112.82,44.7671666666667,5,0,,D,200026,0.06,1.5,13.5,4.737
736159.239629282,-113.013666666667,44.4241666666667,5,0,,D,200027,0.08,0.6,14.1,4.734
736160.428794792,-114.017666666667,44.4165,5,0,,D,200028,0.12,1.3,15.8,4.724
736160.653745255,-114.89,44.1546666666667,0.02,0,,D,200029,0.49,9.9,4.8,0.236
736161.01310787,-113.642333333333,44.4391666666667,5,0,,D,200030,0.91,7.4,77.1,4.667
736161.515459722,-113.146833333333,44.7516666666667,5,0,,D,200031,0.14,1,17,4.724
736161.665054282,-112.469,45.3416666666667,5,0,,D,200032,0.14,2,17,4.72
736161.973816435,-112.991,44.0425,5,0,,D,200033,2.53,99,99,4.685
736162.050066319,-113.430166666667,43.8955,5,0,,D,200034,2.33,23.6,99,4.658
736162.050004745,-112.091833333333,42.8875,4.71,0,,D,200035,1.02,52.1,20.7,4.405
736162.349374074,-110.715,43.371,4.89,0,,D,200036,1.18,66,65.2,4.556
736163.032998495,-111.230166666667,44.7878333333333,16.26,0,,C,200037,0.06,1.1,0.7,14.854
736164.08914919,-111.934,45.0178333333333,5,0,,D,200038,0.13,1.3,16.4,4.706
736164.406721759,-112.0205,44.9593333333333,5,0,,D,200039,0.08,1,14.3,4.707
736164.406719329,-112.1155,44.9413333333333,5,0,,D,200040,0.19,2.1,20.4,4.718
736164.440327893,-111.004166666667,44.8451666666667,5,0,,D,200041,0.24,2,23.7,4.717
736164.444461806,-111.022666666667,44.8161666666667,0.02,0,,D,200042,0.14,4.5,1.2,0.24
736165.592524653,-111.4875,44.8875,16.16,0,,C,200043,0.22,1.3,2.6,14.758
736166.760196759,-111.744,45.0725,5,0,,D,200044,0.14,1.6,17.4,4.706
736166.967813079,-112.256,45.131,5,0,,D,200045,0.03,0.7,12.7,4.702
736167.716274421,-112.904666666667,43.4881666666667,5,0,,D,200046,2.45,28,99,4.658
736167.73485,-113.002166666667,44.5265,5,0,,D,200047,0.04,1.5,12.9,4.718
736167.734865856,-112.814333333333,44.4206666666667,5,0,,C,200048,0.17,3.3,19.1,4.694
736167.873534375,-112.7905,45.3051666666667,5,0,,D,200049,0.61,7.5,52.4,4.732
736167.992296181,-112.706166666667,45.085,5,0,,D,200050,0.09,1.7,14.4,4.717
736167.994678819,-114.1955,44.5515,5,0,,D,200051,0.14,3,16.8,4.718
736169.609799306,-113.879,44.4233333333333,6.77,0,,C,200053,0,1.9,1.2,6.307
736169.966843982,-114.008166666667,44.4418333333333,5,0,,D,200054,0.23,1.4,22.7,4.722
736169.992389815,-114.048166666667,44.2496666666667,5,0,,D,200055,0.16,3.6,18.4,4.722
736169.992420949,-113.904166666667,44.482,8.79,0,,D,200056,0.17,3.4,4.2,8.112
736170.04517581,-114.113166666667,44.4158333333333,7.83,0,,C,200057,0.09,2.4,0.9,7.243
736170.504002315,-113.936333333333,44.7718333333333,7.04,0,,C,200058,0.2,1.2,1.4,6.578
736171.25892662,-113.851333333333,44.7,4.91,0,,D,200059,0.05,12,13.3,4.637
736172.205959259,-111.902,44.0473333333333,5,0,,D,200060,0.27,1.5,25.9,4.752
736172.458443287,-114.085166666667,43.87,5,0,,D,200061,2.2,17.4,99,4.66
736172.706504167,-114.600333333333,44.6051666666667,5.03,0,,D,200062,0.15,12.5,12.9,4.694
736172.804186458,-111.7115,45.0848333333333,5,0,,D,200063,0.12,1.4,16,4.706
736173.079122569,-114.105833333333,44.5618333333333,5,0,,D,200064,0.12,2.4,16,4.752
736173.079106482,-114.282333333333,44.5866666666667,11.25,0,,D,200065,0.08,2.7,3,10.347
736173.139556713,-114.1035,44.5705,5,0,,D,200066,0.13,3.5,16.5,4.735
736173.139783333,-112.523333333333,44.628,5,0,,D,200067,1.78,5.8,99,4.708
736173.458484606,-113.036166666667,44.7388333333333,5,0,,C,200068,0.1,0.7,15.2,4.707
736174.370425116,-113.534333333333,45.2816666666667,9.13,0,,D,200069,0,2.5,1.2,8.434
736174.372729282,-110.997833333333,44.5573333333333,11.4,0,,C,200070,0.06,1.6,0.5,10.482
736174.376118403,-110.934833333333,44.54,14.35,0,,D,200071,0.34,8.3,7.8,13.147
736174.38493831,-111.162,44.5191666666667,4.02,0,,D,200072,0.55,4.6,3.4,3.85
736174.855740741,-113.087333333333,45.2503333333333,5,0,,D,200073,2.8,26.2,99,4.687
736174.855681366,-115.439833333333,45.216,5,0,,D,200074,2.91,99,31.6,4.718
736175.357192477,-112.408166666667,44.5495,5,0,,D,200075,0.42,3.3,37.1,4.697
736176.18688044,-112.594666666667,45.4503333333333,5,0,,D,200076,0.23,2.6,22.9,4.702
736176.732569444,-112.501666666667,45.3791666666667,5,0,,D,200077,1.28,9.4,99,4.72
736176.814228704,-112.406,46.0125,5,0,,D,200078,0.02,2.2,12.6,4.687
736176.982904398,-112.375333333333,44.7758333333333,5,0,,D,200079,0.1,2.1,15.2,4.718
736178.433017361,-111.4105,45.832,20,0,,D,200001,0.32,5.3,8.9,18.217
736178.564125694,-112.562,44.6208333333333,5,0,,D,200002,0.04,1.1,12.9,4.724
736179.042585995,-113.147666666667,44.3625,5,0,,D,200003,0.01,1.6,12.5,4.712
736179.105429977,-112.440333333333,44.7913333333333,5,0,,D,200004,0.06,0.7,13.6,4.724
736179.105418287,-112.418,44.7563333333333,5,0,,D,200005,0.19,1.7,20,4.688
736180.437867245,-112.556333333333,44.692,5,0,,D,200006,0.14,1.4,17.3,4.702
736181.154075926,-111.322,44.7811666666667,5,0,,D,200007,0.08,2.3,14.3,4.709
736182.340717824,-113.5885,43.5168333333333,5,0,,D,200008,0.08,1.5,14.2,4.658
736182.450608218,-112.737166666667,45.2648333333333,3.51,0,,C,200009,0.06,2.3,3.4,3.391
736182.744970023,-112.877666666667,44.858,5,0,,D,200010,1.27,16.3,99,4.713
736182.744987616,-113.9225,44.6843333333333,5,0,,D,200011,1.35,9.1,99,4.742
736183.679401968,-112.555333333333,45.483,5,0,,D,200012,1.03,8.3,86.8,4.702
736183.755715856,-112.732166666667,45.3691666666667,5,0,,D,200013,0.02,2.6,12.6,4.725
736184.010184259,-113.233166666667,44.9878333333333,5,0,,D,200014,0.15,4.1,17.7,4.697
736185.31181956,-112.544666666667,45.4495,5,0,,D,200016,0.07,1.9,13.9,4.702
736185.328155556,-112.537833333333,45.2218333333333,5,0,,D,200017,8.99,27.4,99,4.702
736185.32815162,-112.993666666667,44.8911666666667,5,0,,D,200018,0.54,3.7,46.4,4.723
736185.913563542,-111.548166666667,44.8351666666667,5,0,,D,200019,0.22,1.7,21.9,4.713
736186.330228935,-115.641666666667,43.973,5.41,0,,D,200020,0.59,28.5,28.6,5.021
736187.60652963,-110.616,44.9901666666667,1.07,0,,D,200021,0.05,11.9,4.4,1.181
736187.794501273,-112.739,46.1696666666667,0.02,0,,D,200022,0.29,26.5,2.1,0.175
736187.939164352,-112.216,45.2348333333333,5,0,,D,200023,1.88,15.5,99,4.725
736188.109272917,-112.411833333333,45.6393333333333,5,0,,D,200024,1.19,10.6,99,4.725
736188.389804977,-112.471,44.6196666666667,5,0,,C,200025,0.17,0.9,19.1,4.708
736188.914847222,-112.449833333333,45.3951666666667,5,0,,D,200026,0.11,1.4,15.5,4.724
736189.185902778,-113.434333333333,46.488,4.04,0,,D,200027,1,57.2,58.4,3.853
736190.80690162,-112.556,43.2728333333333,5,0,,D,200028,2.28,17.7,99,4.665
736190.81164838,-111.683666666667,43.4748333333333,5,0,,D,200029,0.33,3.3,29.8,4.667
736191.268625116,-113.801,44.1016666666667,10.73,0,,C,200030,0.15,1,2.9,9.862
736191.990550116,-112.163166666667,45.1625,5,0,,D,200031,0.03,0.7,12.8,4.702
736192.013223843,-112.163333333333,45.1636666666667,5,0,,D,200032,0.07,0.7,13.7,4.702
736192.318246644,-111.183166666667,44.8116666666667,5,0,,D,200033,0.33,2.4,29.9,4.722
736192.874782407,-114.128666666667,44.588,0.04,0,,D,200034,0.37,2.6,1.5,0.258
736193.508912616,-114.15,44.5541666666667,2.5,0,,D,200035,0.2,1.7,21,2.485
736194.450343519,-114.7875,44.3153333333333,0.02,0,,C,200036,0.07,1.9,1.2,0.236
736194.450353935,-114.738833333333,44.2303333333333,0.31,0,,D,200037,0.13,7.3,8.2,0.434
736196.695761111,-111.590833333333,44.8073333333333,5,0,,D,200038,0.04,1.5,13,4.718
736196.764026389,-111.664166666667,44.7953333333333,5,0,,D,200039,0.04,1.5,13,4.725
736196.924891435,-113.767333333333,44.5273333333333,7.07,0,,D,200040,0.56,2.7,3.9,6.614
736197.679947338,-114.108,44.5806666666667,0.08,0,,C,200041,0.29,1.6,2.6,0.324
736197.685503125,-114.130166666667,44.5946666666667,5,0,,D,200042,0.06,1.8,13.3,4.752
736198.218777778,-112.525666666667,45.4365,5,0,,D,200043,0.02,1.9,12.6,4.702
736198.695877893,-114.164166666667,44.5573333333333,4.81,0,,C,200044,0.03,1.6,0.8,4.496
736198.789012732,-111.625166666667,44.7401666666667,15.49,0,,C,200045,0.15,1.5,0.9,14.159
736198.961116435,-113.99,44.4603333333333,5,0,,D,200046,0.02,3.2,12.6,4.725
736198.961097222,-114.113833333333,44.4411666666667,6.47,0,,C,200047,0.13,2.1,1.8,5.99
736199.945784954,-114.3125,44.8243333333333,0.02,0,,D,200048,0.48,3.3,1.6,0.24
736200.092543287,-112.3375,44.3281666666667,5,0,,D,200049,2.56,17.6,99,4.718
736200.735895486,-113.921666666667,44.429,5,0,,D,200050,0.04,1.7,12.9,4.725
736200.743975116,-112.508333333333,44.5096666666667,5,0,,D,200051,2.07,9.2,99,4.707
736201.316049653,-112.769833333333,45.504,5,0,,D,200052,0.58,5.4,49.7,4.702
736201.322182292,-111.680333333333,44.8045,5,0,,D,200053,0.47,3.2,41.2,4.697
736201.322193981,-111.741333333333,44.7463333333333,12.1,0,,C,200054,0.12,1.7,1.6,11.057
736201.590535995,-111.570666666667,45.092,5,0,,D,200055,0.6,4.4,51.9,4.699
736201.590564468,-111.8425,45.258,24.23,0,,D,200056,0.3,16.1,22.4,22.024
736202.797885995,-111.998666666667,45.0235,5,0,,D,200057,0.26,4.8,24.9,4.725
736203.905539583,-111.695833333333,45.0683333333333,5,0,,D,200058,0.06,1.5,13.4,4.702
736205.792451736,-113.144833333333,43.901,5,0,,D,200059,0.43,4.1,37.8,4.648
736207.118575579,-112.587166666667,42.2471666666667,4.78,0,,C,200060,0.26,1.5,2.2,4.44
736207.182176505,-113.615333333333,44.8905,4.83,0,,D,200061,0.64,38.3,38.7,4.502
736207.203197685,-111.322166666667,44.8243333333333,5,0,,D,200062,0.24,1.8,23.8,4.717
736207.517214699,-111.324666666667,42.7506666666667,5,0,,D,200063,0.17,3.3,18.8,4.637
736207.852896644,-112.614833333333,44.606,5,0,,D,200064,0.03,0.6,12.7,4.727
736208.487941782,-112.433833333333,44.6455,5,0,,D,200001,0.15,0.8,17.9,4.698
736208.553341204,-113.797166666667,44.4381666666667,5,0,,D,200002,0.17,2.4,19.2,4.727
736208.697258912,-113.169666666667,44.5715,5,0,,D,200003,1.36,17.6,99,4.717
736208.920300926,-114.018833333333,44.4261666666667,5,0,,D,200004,0.13,1.4,16.3,4.722
736208.920666204,-112.745833333333,44.9025,5,0,,D,200005,2.11,99,99,4.704
736209.117187616,-113.946,44.4215,5,0,,D,200006,0.16,1.7,18.6,4.714
736209.118980671,-114.0555,44.4451666666667,5,0,,D,200007,0.01,1.8,12.6,4.724
736209.118983333,-114.047333333333,44.4016666666667,0.32,0,,D,200008,0.34,1.6,3.1,0.454
736209.250659722,-114.079333333333,44.4641666666667,5,0,,D,200009,0.21,2.3,21.4,4.735
736209.250660995,-114.4375,44.4101666666667,36.3,0,,D,200010,0.3,4.8,28.1,32.822
736209.296138079,-114.023333333333,44.9151666666667,5,0,,D,200011,0.01,1.7,12.5,4.732
736209.392265972,-113.939666666667,44.4591666666667,8.06,0,,C,200012,0.18,1.7,2.5,7.496
736209.659690162,-114.024333333333,44.4291666666667,5,0,,D,200013,0.01,1.5,12.5,4.718
736210.656068287,-113.780666666667,45.6005,5,0,,D,200014,0.41,5.3,36.1,4.732
736211.517065741,-115.088833333333,45.1301666666667,4.66,0,,D,200015,0.03,8,8.1,4.426
736211.694161806,-111.647666666667,44.8486666666667,5,0,,D,200016,0.05,2.5,13.2,4.724
736211.795042708,-112.7415,46.1698333333333,0.01,0,,D,200017,0.01,8.6,9,0.231
736211.984381944,-111.284666666667,44.7221666666667,1.11,0,,D,200018,0.05,1.6,13.1,1.208
736214.006470139,-114.018333333333,44.4558333333333,5,0,,D,200019,0.15,1.9,17.8,4.724
736214.823442245,-114.137333333333,44.4671666666667,13.25,0,,D,200020,0.44,2.8,1.7,12.177
736216.293493634,-114.001,44.349,5,0,,D,200021,0.36,2.8,32.8,4.724
736216.293488426,-114.094,44.3295,14.81,0,,D,200022,0.14,3.5,4,13.551
736216.494554398,-112.532333333333,44.611,5,0,,D,200023,0.04,0.6,13,4.735
736216.494547222,-112.534666666667,44.6515,5,0,,D,200024,0.38,2.5,33.7,4.678
736216.539710417,-112.480666666667,44.703,5,0,,D,200025,0.1,1.1,15.3,4.709
736216.556350116,-112.517,44.6386666666667,5,0,,D,200026,0.03,0.7,12.7,4.735
736216.572361921,-112.536,44.6086666666667,5,0,,D,200027,0,0.8,12.5,4.735
736216.572354861,-112.547166666667,44.6573333333333,10.93,0,,D,200028,0.4,3.8,7.3,10.015
736217.327350694,-111.140333333333,42.9651666666667,0.04,0,,D,200029,0.23,8.7,2.7,0.173
736217.890848264,-114.539333333333,44.3656666666667,0.08,0,,C,200030,0.28,1.1,1.2,0.324
736218.377447569,-112.531,44.6201666666667,5,0,,C,200031,0.36,1.9,32.3,4.735
736218.37744213,-112.521333333333,44.6603333333333,14.33,0,,C,200032,0.12,0.9,3.3,13.088
736219.072050347,-112.998833333333,44.3491666666667,5,0,,D,200033,0.24,9.2,23.5,4.735
736219.284453819,-112.125166666667,44.9648333333333,5,0,,D,200034,0.04,0.9,13,4.707
736219.630196296,-113.6305,45.171,35.73,0,,D,200035,0.68,8.2,57.8,32.389
736219.630279745,-112.245,44.5911666666667,9,0,,D,200036,0.09,9.9,10.1,8.267
736219.877950926,-111.852166666667,44.9126666666667,5,0,,D,200037,0.34,3.7,31,4.727
736220.375267361,-114.117,44.3281666666667,9.04,0,,C,200038,0.02,2.2,0.6,8.368
736220.695278935,-111.958,44.6655,5,0,,D,200039,0.05,1.1,13.2,4.712
736221.441825232,-114.010333333333,44.4543333333333,9.06,0,,C,200040,0.17,0.9,1,8.376
736222.131509722,-111.128,43.4271666666667,0.31,0,,D,200041,0.5,2.2,6.9,0.434
736222.67476713,-111.6935,44.8281666666667,5,0,,D,200042,0.01,1.4,12.5,4.702
736223.927432176,-113.969,44.2875,8.28,0,,D,200043,0.31,1.6,2.3,7.676
736224.234263426,-112.785166666667,44.3488333333333,5,0,,C,200044,0.36,1.4,32.2,4.714
736226.085124421,-113.268166666667,44.6601666666667,5,0,,D,200045,0.17,0.9,18.7,4.705
736226.120946296,-112.722333333333,45.6653333333333,12.66,0,,D,200046,0.31,2.3,4.4,11.596
736226.550558449,-114.450666666667,44.3651666666667,6.97,0,,C,200047,0.05,2.2,1,6.491
736226.569753935,-114.391833333333,44.3011666666667,4.83,0,,C,200048,0.19,1,1.3,4.565
736226.740381713,-113.069833333333,44.3806666666667,5,0,,C,200049,0.2,1,20.7,4.724
736226.740378009,-113.499166666667,44.2713333333333,5,0,,D,200050,0.13,2.9,16.7,4.661
736227.005483565,-111.412333333333,42.9433333333333,5,0,,D,200051,0.75,12.7,64.1,4.637
736227.52948831,-112.624833333333,45.4586666666667,5,0,,D,200052,0.43,3,37.8,4.702
736228.411025,-114.536833333333,44.3061666666667,11.41,0,,D,200053,0.59,4.6,1.9,10.487
736228.411021759,-114.920333333333,44.3165,31.42,0,,D,200054,0.45,14.6,23,28.433
736228.554688079,-114.360333333333,44.5231666666667,2.33,0,,D,200055,0.02,3.5,1.2,2.349
736228.608810185,-112.7135,45.6506666666667,5,0,,D,200056,0.02,1.4,12.6,4.702
736228.65241412,-112.540333333333,45.4418333333333,5,0,,D,200057,0.08,1.8,14.2,4.702
736228.793828819,-112.633166666667,46.1468333333333,5,0,,D,200058,0.92,9.6,77.3,4.657
736228.907204514,-111.637166666667,45.2881666666667,5,0,,D,200059,0.07,2.6,14,4.687
736228.954530093,-114.319,44.5728333333333,3.86,0,,C,200060,0.06,2,0.7,3.725
736229.427084722,-112.157666666667,44.599,5,0,,D,200061,0.05,2.2,13.2,4.718
736229.452016782,-114.061666666667,44.5748333333333,5,0,,D,200062,0.4,4.5,35.7,4.718
736229.452006366,-114.2755,44.5265,8.56,0,,D,200063,0.04,4.1,2.6,7.859
736229.504340856,-112.2305,44.6036666666667,5,0,,D,200064,0.3,1.4,27.9,4.723
736230.728417245,-111.0545,44.5188333333333,5,0,,C,200065,0.24,1.8,1.5,4.733
736231.322310417,-112.7785,44.5498333333333,5,0,,D,200066,0.04,0.7,12.9,4.731
736231.322303704,-112.817666666667,44.5731666666667,5,0,,D,200067,0.06,2.3,13.6,4.68
736231.384784722,-112.6895,44.9168333333333,5,0,,C,200068,0.39,1.3,34.9,4.716
736231.478949074,-112.343833333333,45.1936666666667,5,0,,D,200069,0.06,0.8,13.5,4.702
736231.51363831,-112.342666666667,45.1948333333333,5,0,,D,200070,0.06,0.5,13.5,4.702
736232.207968403,-111.191333333333,44.7636666666667,5,0,,D,200071,0.04,1.5,12.9,4.717
736232.208584491,-113.122333333333,45.3548333333333,5,0,,D,200072,0.1,1.6,15.2,4.717
736232.208595718,-114.166166666667,45.5168333333333,5,0,,D,200073,0.18,2.1,19.8,4.657
736232.218355556,-111.202,44.7753333333333,5,0,,D,200074,0.16,1.7,18.4,4.722
736232.294594097,-111.209333333333,44.7825,5,0,,D,200075,0.23,1.6,23,4.72
736232.297043634,-112.251,45.009,5,0,,D,200076,2.03,9.1,99,4.707
736233.180842014,-111.429,46.197,3.98,0,,D,200077,0,3.6,1.8,3.799
736233.340609491,-112.624833333333,44.3326666666667,5,0,,D,200078,0.08,1.3,14.1,4.697
736234.186427778,-111.635333333333,42.8471666666667,12.69,0,,C,200079,0.17,2.5,0.8,11.558
736234.647407292,-114.047166666667,44.3821666666667,5.09,0,,D,200080,0.45,25.9,27.7,4.734
736237.793942708,-112.361666666667,45.3351666666667,5,0,,D,200081,6.71,81.6,99,4.725
736237.965548264,-111.7965,44.3093333333333,5,0,,D,200082,0.02,1.2,12.6,4.667
736238.071763773,-112.3935,44.7995,5,0,,C,200001,0.1,0.9,15.2,4.707
736238.072068518,-112.4055,44.7885,5,0,,C,200002,0.23,1.6,22.7,4.706
736239.363112269,-112.719166666667,44.5711666666667,5,0,,C,200003,0.31,1.4,28.5,4.735
736239.36311713,-112.853666666667,44.6481666666667,5,0,,D,200004,0.08,1.3,14,4.681
736239.71224456,-113.222333333333,44.9595,5,0,,D,200005,1.49,15.9,99,4.702
736240.555493171,-113.064166666667,44.7223333333333,5,0,,D,200006,0.11,1.6,15.7,4.735
736241.14677419,-114.496833333333,45.5496666666667,5.79,0,,D,200007,0.28,19.3,18.2,5.368
