otime,lon,lat,depth,mag,magtype,quality,hypo_evt_no,rmse,Herr,Verr,depth_FSL
736953.176411921,-111.380333333333,42.5446666666667,5,0,,C,201117,0.23,1.1,23,4.712
736953.179985069,-111.471333333333,42.5638333333333,5,0,,C,201118,0.43,1,37.7,4.711
736953.180380671,-111.588,42.478,5,0,,C,201119,0.42,1,37.5,4.707
736953.182118287,-111.442333333333,42.5915,5,0,,C,201120,0.1,0.6,15,4.709
736953.184708565,-111.518833333333,42.5365,5,0,,D,201121,0.33,1.4,30,4.711
736953.185880903,-110.889333333333,42.2768333333333,5,0,,D,201122,2.59,12.3,99,4.712
736953.198811111,-111.430833333333,42.5268333333333,5,0,,C,201123,0.08,0.4,14.3,4.706
736953.212486227,-111.433333333333,42.514,5,0,,C,201124,0.2,0.7,21.1,4.707
736953.214308333,-111.421166666667,42.5306666666667,5,0,,C,201125,0.11,0.6,15.6,4.706
736953.225012963,-111.384333333333,42.5563333333333,5,0,,C,201126,0.64,2.1,54.5,4.703
736953.242818634,-111.41,42.5908333333333,5,0,,C,201127,0.3,0.7,27.8,4.711
736953.246792593,-111.441666666667,42.5528333333333,5,0,,C,201128,0.15,0.7,17.6,4.711
736953.253654745,-111.442,42.5721666666667,5,0,,C,201129,0.06,0.6,13.6,4.706
736953.256801736,-111.416166666667,42.5096666666667,5,0,,C,201130,0.23,1.1,22.7,4.711
736953.261136806,-111.174,42.4613333333333,5,0,,D,201131,1.36,3.4,99,4.711
736953.261379051,-111.121833333333,42.4091666666667,5,0,,D,201132,2.01,6.2,99,4.711
736953.262519676,-111.167166666667,42.9041666666667,5,0,,D,201133,4.85,12.2,99,4.713
736953.272081597,-111.455333333333,42.5453333333333,5,0,,C,201134,0.38,1.2,34,4.711
736953.280641782,-111.409166666667,42.5963333333333,5,0,,C,201135,0.24,0.6,23.8,4.711
736953.285635185,-112.087166666667,42.683,5,0,,D,201136,0.79,2.4,67.1,4.706
736953.295686227,-111.466166666667,42.5338333333333,5,0,,C,201137,0.33,1,29.9,4.707
736953.301016435,-111.433833333333,42.5273333333333,5,0,,C,201138,0.27,1.2,26,4.711
736953.301958796,-111.432,42.6195,5,0,,C,201139,0.33,0.9,30,4.711
736953.336181829,-111.509,42.5706666666667,5,0,,C,201140,0.59,1.3,50.9,4.703
736953.340753704,-111.3895,42.6323333333333,5,0,,C,201141,0.22,0.6,22.1,4.713
736953.348374884,-111.3755,42.5823333333333,5,0,,C,201142,0.3,1.5,28,4.712
736953.349095139,-111.459333333333,42.5568333333333,5,0,,C,201143,0.32,0.8,29.1,4.711
736953.354397801,-111.424166666667,42.58,5,0,,C,201144,0.28,0.8,26.3,4.711
736953.354925116,-111.524333333333,42.5523333333333,5,0,,D,201145,0.01,1.4,12.5,4.707
736953.362052893,-111.4475,42.6838333333333,5,0,,C,201146,0.6,1.3,51.6,4.711
736953.367993056,-111.734166666667,42.213,5,0,,D,201147,2.35,9.8,99,4.703
736953.368369907,-111.415,42.6023333333333,5,0,,C,201148,0.4,0.9,35.8,4.711
736953.384687153,-111.45,42.5946666666667,5,0,,C,201149,0.07,0.5,13.8,4.709
736953.391230324,-111.448833333333,42.555,5,0,,C,201150,0.28,0.8,26.5,4.711
736953.393084607,-111.489833333333,42.5106666666667,5,0,,D,201151,0.3,2.3,27.6,4.707
736953.413930324,-111.5355,42.9353333333333,5,0,,D,201152,2.41,6.2,99,4.71
736953.41571331,-111.420666666667,42.5781666666667,5,0,,C,201153,0.15,0.8,17.5,4.709
736953.436285532,-111.439166666667,42.572,5,0,,C,201154,0.13,0.6,16.7,4.706
736953.440618287,-111.432166666667,42.5443333333333,5,0,,C,201155,0.22,1.2,22,4.707
736953.441006829,-111.467333333333,42.5118333333333,5,0,,D,201156,0.38,1.1,34.2,4.707
736953.441564815,-111.533333333333,42.4948333333333,5,0,,D,201157,0.17,1.8,19,4.707
736953.442333218,-110.858833333333,42.8803333333333,5,0,,D,201158,3.61,9.8,99,4.714
736953.444000231,-111.479166666667,42.5686666666667,5,0,,C,201159,0.29,0.6,26.9,4.711
