otime,lon,lat,depth,mag,magtype,quality,hypo_evt_no,rmse,Herr,Verr,depth_FSL,d_time
736947.032167824,-111.469666666667,42.6271666666667,3.91,0,NaN,D,200001,0.03,3.1,1,3.728,09-Sep-2017 00:46:19
736947.035450116,-111.469666666667,42.5818333333333,1.3,0,NaN,D,200002,0.25,4.5,3.8,1.37,09-Sep-2017 00:51:02
736947.086563657,-111.452166666667,42.575,3.1,0,NaN,C,200004,0.07,1.1,0.6,2.992,09-Sep-2017 02:04:39
736947.107633333,-111.418166666667,42.5606666666667,7.5,0,NaN,C,200006,0.07,1,0.5,6.953,09-Sep-2017 02:34:59
736947.121047222,-111.430333333333,42.6288333333333,6.88,0,NaN,C,200008,0.05,1.1,0.5,6.399,09-Sep-2017 02:54:18
736947.127584144,-111.4615,42.6275,3.77,0,NaN,C,200009,0.06,1.3,1.1,3.591,09-Sep-2017 03:03:43
736947.132700694,-111.399666666667,42.569,7.48,0,NaN,C,200010,0.01,1.4,0.6,6.932,09-Sep-2017 03:11:05
736947.134510417,-111.401166666667,42.5705,7.52,0,NaN,C,200011,0.03,0.9,0.4,6.975,09-Sep-2017 03:13:41
736947.136352431,-111.493,42.6226666666667,1.34,0,NaN,B,200012,0.18,2.2,3,1.41,09-Sep-2017 03:16:20
736947.179890278,-111.448833333333,42.5745,2.24,0,NaN,C,200015,0.16,1.6,0.8,2.216,09-Sep-2017 04:19:02
736947.249527778,-111.4575,42.6386666666667,4.35,0,NaN,B,200018,0.08,0.9,0.6,4.115,09-Sep-2017 05:59:19
736947.252830093,-111.459166666667,42.639,4.63,0,NaN,C,200019,0,1.3,1.2,4.367,09-Sep-2017 06:04:04
736947.267139583,-111.4655,42.6405,4.28,0,NaN,C,200020,0.04,1.4,1.1,4.053,09-Sep-2017 06:24:40
736947.300025694,-111.410333333333,42.5921666666667,6.7,0,NaN,C,200023,0.03,1.3,0.4,6.236,09-Sep-2017 07:12:02
736947.32320706,-111.449833333333,42.6816666666667,2.83,0,NaN,C,200025,0.23,1,1.3,2.793,09-Sep-2017 07:45:25
736947.325952893,-111.446666666667,42.5686666666667,8.11,0,NaN,C,200026,0.04,1,0.5,7.501,09-Sep-2017 07:49:22
736947.336788194,-111.4325,42.5773333333333,8.4,0,NaN,C,200027,0.09,0.9,0.5,7.767,09-Sep-2017 08:04:58
736947.340233333,-111.719,42.6676666666667,43.4,0,NaN,B,200028,0.29,2.1,3.3,39.259,09-Sep-2017 08:09:56
736947.352327778,-111.406,42.566,8.65,0,NaN,C,200029,0.07,0.9,0.5,7.991,09-Sep-2017 08:27:21
736947.354431481,-111.460166666667,42.5903333333333,4.62,0,NaN,B,200030,0.08,1,0.8,4.362,09-Sep-2017 08:30:22
736947.359491898,-111.426333333333,42.5538333333333,7.04,0,NaN,C,200032,0.11,0.8,0.5,6.536,09-Sep-2017 08:37:40
736947.372791204,-111.429166666667,42.5701666666667,3.83,0,NaN,C,200033,0.19,2.4,1.6,3.65,09-Sep-2017 08:56:49
736947.374769676,-111.381833333333,42.571,7.79,0,NaN,C,200034,0.05,1.3,0.6,7.218,09-Sep-2017 08:59:40
736947.385984606,-111.4475,42.5778333333333,7.22,0,NaN,C,200035,0.15,1.9,1,7.016,09-Sep-2017 09:15:49
736947.395135764,-111.435333333333,42.5911666666667,6.97,0,NaN,C,200036,0.07,1,0.8,6.476,09-Sep-2017 09:28:59
736947.402007986,-111.878833333333,42.7593333333333,42.12,0,NaN,D,200037,0.55,2.1,4.3,38.131,09-Sep-2017 09:38:53
736947.407454282,-111.466166666667,42.5996666666667,6.76,0,NaN,B,200039,0.09,0.9,1,6.286,09-Sep-2017 09:46:44
736947.408343403,-111.439833333333,42.5938333333333,6.71,0,NaN,C,200040,0.07,0.8,0.7,6.247,09-Sep-2017 09:48:00
736947.416452894,-111.437,42.5908333333333,6.37,0,NaN,C,200043,0.05,0.5,0.6,5.938,09-Sep-2017 09:59:41
736947.431259838,-111.433666666667,42.5476666666667,6.39,0,NaN,C,200046,0.1,0.9,0.5,5.95,09-Sep-2017 10:21:00
736947.468774306,-111.434833333333,42.56,7.13,0,NaN,C,200050,0.09,1,0.5,6.623,09-Sep-2017 11:15:02
736947.474333218,-111.475666666667,42.6088333333333,6.53,0,NaN,B,200051,0.07,1,0.7,6.091,09-Sep-2017 11:23:02
736947.480319676,-111.409166666667,42.5683333333333,6.85,0,NaN,C,200052,0.07,1.2,0.6,6.37,09-Sep-2017 11:31:39
736947.485655093,-111.4185,42.5733333333333,6.22,0,NaN,C,200053,0.08,1,0.4,5.805,09-Sep-2017 11:39:20
736947.493066667,-111.413,42.574,5.17,0,NaN,C,200055,0.07,1.2,0.5,4.859,09-Sep-2017 11:50:00
736947.4984,-111.4215,42.5635,5.83,0,NaN,C,200056,0.05,0.9,0.5,5.448,09-Sep-2017 11:57:41
736947.506472454,-111.418666666667,42.5698333333333,6.57,0,NaN,C,200058,0.08,1,0.5,6.116,09-Sep-2017 12:09:19
736947.515752199,-111.398833333333,42.5636666666667,5.81,0,NaN,C,200059,0.07,1.6,0.7,5.429,09-Sep-2017 12:22:40
736947.524096065,-111.420833333333,42.555,6.05,0,NaN,C,200061,0.1,0.9,0.6,5.648,09-Sep-2017 12:34:41
736947.532621065,-111.420833333333,42.5533333333333,7.49,0,NaN,C,200062,0.08,0.9,0.6,6.94,09-Sep-2017 12:46:58
736947.535188657,-111.4005,42.5555,8.79,0,NaN,C,200063,0.06,1.1,0.5,8.114,09-Sep-2017 12:50:40
736947.570375694,-111.485166666667,42.6523333333333,3.36,0,NaN,C,200064,0.11,1.1,1.3,3.227,09-Sep-2017 13:41:20
736947.599089583,-111.4365,42.5646666666667,6.38,0,NaN,C,200067,0.08,1,0.6,5.952,09-Sep-2017 14:22:41
736947.627990162,-111.412833333333,42.5716666666667,7.58,0,NaN,C,200071,0.07,1,0.4,7.026,09-Sep-2017 15:04:18
736947.63840706,-111.377666666667,42.567,6.65,0,NaN,C,200073,0.07,1.7,0.7,6.19,09-Sep-2017 15:19:18
736947.639377894,-111.348833333333,42.5251666666667,9.26,0,NaN,C,200074,0.05,1.2,1.2,8.538,09-Sep-2017 15:20:42
736947.647531134,-111.429833333333,42.5613333333333,8.03,0,NaN,C,200075,0.12,1.2,0.8,7.425,09-Sep-2017 15:32:26
736947.663424421,-111.403333333333,42.5606666666667,8.25,0,NaN,C,200076,0.01,1.9,0.6,7.636,09-Sep-2017 15:55:19
736947.68127662,-111.402833333333,42.5638333333333,7.54,0,NaN,C,200077,0.03,1.5,0.5,6.991,09-Sep-2017 16:21:02
736947.711558102,-111.407666666667,42.585,7.25,0,NaN,C,200078,0.02,1.8,0.8,6.737,09-Sep-2017 17:04:38
736947.734933565,-111.417166666667,42.5651666666667,7.07,0,NaN,C,200080,0.09,1,0.5,6.572,09-Sep-2017 17:38:18
736947.769980671,-111.412833333333,42.5861666666667,1.71,0,NaN,C,200081,0.04,1.3,0.5,1.745,09-Sep-2017 18:28:46
736947.790081366,-111.4675,42.6516666666667,7.98,0,NaN,B,200083,0.08,0.7,0.8,7.39,09-Sep-2017 18:57:43
736947.792381482,-111.457333333333,42.6595,6.5,0,NaN,B,200084,0.06,0.7,0.7,6.05,09-Sep-2017 19:01:01
736947.877097569,-111.486666666667,42.6021666666667,0.01,0,NaN,C,200087,0.15,1,2.4,0.085,09-Sep-2017 21:03:01
736947.936368287,-111.461833333333,42.6481666666667,8.57,0,NaN,B,200089,0.07,0.7,0.8,7.917,09-Sep-2017 22:28:22
736948.007387268,-111.388166666667,42.569,7.72,0,NaN,C,200090,0.06,1.2,0.7,7.149,10-Sep-2017 00:10:38
736948.050336921,-111.4045,42.5553333333333,8.45,0,NaN,C,200091,0.01,1.5,0.7,7.808,10-Sep-2017 01:12:29
736948.062991088,-111.455833333333,42.6608333333333,6.46,0,NaN,C,200092,0.08,1.1,0.9,6.023,10-Sep-2017 01:30:42
736948.072447338,-111.472166666667,42.628,4.63,0,NaN,B,200093,0.05,1.1,1.3,4.368,10-Sep-2017 01:44:19
736948.140393634,-111.5055,42.6553333333333,1.31,0,NaN,C,200096,0.08,1.6,2.2,1.383,10-Sep-2017 03:22:10
736948.14165463,-111.411333333333,42.5553333333333,7.58,0,NaN,C,200097,0.06,1.3,0.6,7.03,10-Sep-2017 03:23:58
736948.161550579,-111.701833333333,42.7671666666667,39.61,0,NaN,B,200098,0.16,0.9,1.4,35.856,10-Sep-2017 03:52:37
736948.187530093,-111.427833333333,42.5906666666667,4.73,0,NaN,C,200099,0.08,1.1,0.5,4.461,10-Sep-2017 04:30:02
736948.190088194,-111.4015,42.5746666666667,7.14,0,NaN,C,200100,0.02,1.6,0.5,6.63,10-Sep-2017 04:33:43
736948.19843588,-111.430833333333,42.633,6.03,0,NaN,C,200101,0.01,1.8,0.8,5.632,10-Sep-2017 04:45:44
736948.202066088,-111.4695,42.6508333333333,7.17,0,NaN,B,200102,0.05,0.9,1.4,6.653,10-Sep-2017 04:50:58
736948.209020949,-111.427,42.5795,7.36,0,NaN,C,200103,0.07,1.1,0.7,6.826,10-Sep-2017 05:00:59
736948.246754514,-111.464,42.595,3.09,0,NaN,B,200104,0.1,0.8,0.9,2.972,10-Sep-2017 05:55:19
736948.26297581,-111.392666666667,42.575,5.55,0,NaN,C,200105,0.06,1.3,0.7,5.201,10-Sep-2017 06:18:41
736948.318295255,-111.431166666667,42.5608333333333,7.39,0,NaN,C,200108,0.11,1.5,0.8,6.855,10-Sep-2017 07:38:20
736948.321060069,-111.42,42.5743333333333,3.56,0,NaN,C,200109,0.06,1.4,0.5,3.406,10-Sep-2017 07:42:19
736948.348848264,-111.465333333333,42.6446666666667,6.26,0,NaN,A,200110,0.08,0.7,0.8,5.84,10-Sep-2017 08:22:20
736948.421977431,-111.1915,42.4955,13.92,0,NaN,C,200113,0.05,1.5,2,12.738,10-Sep-2017 10:07:38
736948.422949768,-111.421666666667,42.546,6.32,0,NaN,C,200114,0.11,1.2,1,5.895,10-Sep-2017 10:09:02
736948.426951505,-111.4575,42.6028333333333,5.93,0,NaN,C,200115,0.02,1.1,1.3,5.541,10-Sep-2017 10:14:48
736948.433773958,-111.244166666667,42.4995,14.58,0,NaN,C,200116,0.07,1.4,0.7,13.326,10-Sep-2017 10:24:38
736948.43981794,-111.4445,42.5925,6.37,0,NaN,C,200117,0.1,0.8,0.5,5.936,10-Sep-2017 10:33:20
736948.448203356,-111.403166666667,42.616,2.42,0,NaN,C,200118,0,1.8,1.1,2.379,10-Sep-2017 10:45:24
736948.450263542,-111.491,42.5983333333333,1.31,0,NaN,C,200120,0.15,1.7,2.9,1.387,10-Sep-2017 10:48:22
736948.451287269,-112.054333333333,42.9828333333333,58.57,0,NaN,D,200121,0.24,3,2.1,58.179,10-Sep-2017 10:49:51
736948.451605671,-111.415833333333,42.6038333333333,3.96,0,NaN,C,200122,0.03,1.7,0.8,3.773,10-Sep-2017 10:50:18
736948.460363542,-111.6205,42.6751666666667,36.72,0,NaN,B,200123,0.13,0.7,0.9,33.241,10-Sep-2017 11:02:55
736948.463673843,-111.437166666667,42.5953333333333,5.47,0,NaN,C,200124,0.09,1,0.6,5.127,10-Sep-2017 11:07:41
736948.465513889,-111.444666666667,42.5615,6.58,0,NaN,C,200125,0.12,1.2,0.9,6.131,10-Sep-2017 11:10:20
736948.479395718,-111.493,42.6201666666667,1.3,0,NaN,B,200127,0.11,0.9,1.6,1.371,10-Sep-2017 11:30:19
736948.484278125,-111.435666666667,42.5651666666667,7.05,0,NaN,C,200129,0.09,0.8,0.6,6.545,10-Sep-2017 11:37:21
736948.490529861,-111.488166666667,42.5965,1.31,0,NaN,C,200130,0.13,1.5,2.4,1.354,10-Sep-2017 11:46:21
736948.491200579,-111.452333333333,42.6231666666667,3.74,0,NaN,B,200131,0.09,0.9,0.6,3.574,10-Sep-2017 11:47:19
736948.491438657,-111.446833333333,42.6123333333333,3.1,0,NaN,C,200132,0.06,1.2,0.9,2.992,10-Sep-2017 11:47:40
736948.499772685,-111.455166666667,42.5545,2.41,0,NaN,C,200134,0.19,1.4,0.8,2.218,10-Sep-2017 11:59:40
736948.502848264,-111.436833333333,42.5371666666667,4.04,0,NaN,C,200135,0.09,1.3,1.1,3.839,10-Sep-2017 12:04:06
736948.508865393,-111.4395,42.557,7.61,0,NaN,C,200136,0.11,1.1,0.8,7.048,10-Sep-2017 12:12:45
736948.509740625,-111.403666666667,42.5838333333333,7.64,0,NaN,C,200137,0.05,2,0.7,7.084,10-Sep-2017 12:14:01
736948.515834028,-111.436,42.5548333333333,7.52,0,NaN,C,200138,0.09,1.2,1,6.976,10-Sep-2017 12:22:48
736948.517154051,-111.400333333333,42.5945,3.66,0,NaN,C,200139,0.11,1.3,0.6,3.5,10-Sep-2017 12:24:42
736948.522076736,-111.4165,42.603,2.45,0,NaN,C,200140,0.04,1,0.4,2.412,10-Sep-2017 12:31:47
736948.527096991,-111.440333333333,42.6003333333333,3.36,0,NaN,C,200141,0.04,0.9,0.5,3.227,10-Sep-2017 12:39:01
736948.528807176,-111.467,42.6051666666667,5.87,0,NaN,C,200142,0.09,1,1.1,5.489,10-Sep-2017 12:41:28
736948.531476389,-111.427333333333,42.5515,6.25,0,NaN,C,200143,0.05,0.6,0.8,5.825,10-Sep-2017 12:45:19
736948.539810069,-111.422,42.596,5.83,0,NaN,C,200146,0.1,1.9,1.1,5.451,10-Sep-2017 12:57:19
736948.541536343,-111.413,42.5401666666667,6.44,0,NaN,C,200147,0.08,1.2,0.6,5.998,10-Sep-2017 12:59:48
736948.542379282,-111.396833333333,42.5586666666667,6.17,0,NaN,C,200148,0.02,2,0.8,5.764,10-Sep-2017 13:01:01
736948.546378472,-111.447333333333,42.6198333333333,2.28,0,NaN,D,200150,0,3.2,2.1,2.259,10-Sep-2017 13:06:47
736948.556278935,-111.476,42.613,2.81,0,NaN,C,200152,0.03,1.8,1.9,2.765,10-Sep-2017 13:21:02
736948.557160532,-111.370333333333,42.5688333333333,7.49,0,NaN,C,200153,0.16,1.8,1.1,6.943,10-Sep-2017 13:22:18
736948.561183565,-111.435833333333,42.5935,5.92,0,NaN,C,200154,0.04,1.5,0.7,5.537,10-Sep-2017 13:28:06
736948.564437616,-111.493,42.5815,3.51,0,NaN,C,200155,0.02,2.2,3,3.369,10-Sep-2017 13:32:47
736948.577314005,-111.4455,42.594,5.93,0,NaN,B,200157,0.05,1,0.6,5.543,10-Sep-2017 13:51:19
736948.586132407,-111.465833333333,42.5745,3.35,0,NaN,C,200159,0.07,1.4,1.2,3.216,10-Sep-2017 14:04:01
736948.596274306,-111.396,42.5118333333333,0.16,0,NaN,D,200162,0.65,4.8,3.8,0.346,10-Sep-2017 14:18:38
736948.60609294,-111.4705,42.6243333333333,2.21,0,NaN,C,200163,0.08,2,1.6,2.182,10-Sep-2017 14:32:46
736948.606691551,-111.475166666667,42.5701666666667,1.92,0,NaN,B,200164,0.06,0.9,1.5,1.934,10-Sep-2017 14:33:38
736948.609008565,-111.410833333333,42.5881666666667,7.07,0,NaN,C,200165,0.05,1.6,0.6,6.569,10-Sep-2017 14:36:58
736948.611194444,-111.395833333333,42.5561666666667,6.51,0,NaN,C,200166,0.03,1.1,0.7,6.068,10-Sep-2017 14:40:07
736948.612570139,-111.3855,42.5555,9.34,0,NaN,D,200167,0.36,2.6,1.6,8.61,10-Sep-2017 14:42:06
736948.616471644,-111.425666666667,42.5533333333333,8.63,0,NaN,B,200168,0.1,0.6,0.7,7.97,10-Sep-2017 14:47:43
736948.61878206,-111.4425,42.599,5.77,0,NaN,B,200169,0.08,0.6,0.4,5.389,10-Sep-2017 14:51:02
736948.622264468,-111.443166666667,42.6021666666667,5.62,0,NaN,B,200171,0.14,0.7,0.5,5.261,10-Sep-2017 14:56:03
736948.623470602,-111.4155,42.5841666666667,6.77,0,NaN,C,200172,0.06,1.1,0.5,6.294,10-Sep-2017 14:57:47
736948.624653356,-111.438166666667,42.5961666666667,7.71,0,NaN,C,200173,0.08,1.1,1.1,7.116,10-Sep-2017 14:59:30
736948.630550347,-111.407333333333,42.5521666666667,6.66,0,NaN,B,200175,0.09,0.8,0.5,6.199,10-Sep-2017 15:07:59
736948.634276852,-111.435666666667,42.5623333333333,3.74,0,NaN,B,200176,0.06,0.5,0.4,3.571,10-Sep-2017 15:13:21
736948.63703125,-111.441833333333,42.5705,3.5,0,NaN,B,200177,0.04,0.4,0.3,3.35,10-Sep-2017 15:17:19
736948.638506829,-111.390166666667,42.5693333333333,7.18,0,NaN,C,200178,0.06,1.6,0.7,6.666,10-Sep-2017 15:19:26
736948.638753588,-111.387833333333,42.5855,1.37,0,NaN,C,200179,0.14,1.1,1.2,1.436,10-Sep-2017 15:19:48
736948.639175116,-111.4345,42.6033333333333,5.99,0,NaN,B,200180,0.13,0.8,0.4,5.593,10-Sep-2017 15:20:24
736948.643602431,-111.397666666667,42.5488333333333,8.58,0,NaN,C,200183,0.12,1.2,0.6,7.925,10-Sep-2017 15:26:47
736948.64875706,-111.448,42.58,14.37,0,NaN,C,200184,0.09,0.5,3.4,13.136,10-Sep-2017 15:34:12
736948.657684838,-111.437,42.5768333333333,5.84,0,NaN,B,200186,0.12,1,0.5,5.459,10-Sep-2017 15:47:03
736948.662547685,-111.392166666667,42.5566666666667,6.53,0,NaN,C,200188,0.03,1.4,0.7,6.077,10-Sep-2017 15:54:04
736948.664201389,-111.413166666667,42.5548333333333,2.15,0,NaN,C,200189,0.07,2.3,0.6,2.138,10-Sep-2017 15:56:27
736948.669008449,-111.407,42.5878333333333,6.72,0,NaN,B,200191,0.04,1.2,0.6,6.254,10-Sep-2017 16:03:22
736948.67126875,-111.280666666667,42.7216666666667,21.91,0,NaN,D,200192,0.87,3.3,4.1,19.923,10-Sep-2017 16:06:37
736948.674791435,-111.416833333333,42.6105,5.71,0,NaN,C,200194,0.05,1.1,0.6,5.343,10-Sep-2017 16:11:41
736948.675117245,-111.437333333333,42.6098333333333,3.6,0,NaN,C,200195,0.06,1.1,0.4,3.441,10-Sep-2017 16:12:10
736948.676677431,-111.379666666667,42.6193333333333,10.96,0,NaN,C,200196,0.11,2,1,10.066,10-Sep-2017 16:14:24
736948.683804745,-111.412833333333,42.5578333333333,6.66,0,NaN,C,200198,0.03,1.2,1.8,6.201,10-Sep-2017 16:24:40
736948.693137847,-111.404833333333,42.5978333333333,1.29,0,NaN,D,200201,0.6,3.7,3.5,1.365,10-Sep-2017 16:38:07
736948.700949884,-111.449166666667,42.6106666666667,4.98,0,NaN,B,200204,0.09,0.6,0.4,4.688,10-Sep-2017 16:49:22
736948.706265162,-111.407666666667,42.6001666666667,6.03,0,NaN,C,200206,0.03,1.1,0.4,5.633,10-Sep-2017 16:57:01
736948.706496412,-111.425333333333,42.5926666666667,4.57,0,NaN,C,200207,0.09,1.6,0.6,4.315,10-Sep-2017 16:57:21
736948.710027315,-111.420666666667,42.5531666666667,8.43,0,NaN,B,200208,0.1,0.8,0.8,7.79,10-Sep-2017 17:02:26
736948.713029051,-111.449833333333,42.5025,1.71,0,NaN,D,200209,0.14,3.2,2.9,1.715,10-Sep-2017 17:06:45
736948.715537037,-111.434333333333,42.5581666666667,7.11,0,NaN,B,200210,0.1,0.4,0.6,6.608,10-Sep-2017 17:10:22
736948.71603287,-111.4065,42.5638333333333,7.73,0,NaN,C,200211,0.03,1.1,0.8,7.159,10-Sep-2017 17:11:05
736948.717347917,-111.414833333333,42.5591666666667,6.94,0,NaN,B,200212,0.11,1.1,0.7,6.454,10-Sep-2017 17:12:58
736948.720153704,-111.386666666667,42.5721666666667,6.55,0,NaN,D,200213,0.03,3.3,2.3,6.081,10-Sep-2017 17:17:01
736948.721100232,-111.4435,42.6006666666667,6.29,0,NaN,B,200214,0.09,0.6,0.4,5.863,10-Sep-2017 17:18:23
736948.723420833,-111.445333333333,42.5875,5.77,0,NaN,B,200215,0.09,0.7,0.4,5.397,10-Sep-2017 17:21:43
736948.724132523,-111.4435,42.5523333333333,7.63,0,NaN,B,200216,0.02,0.9,0.6,7.064,10-Sep-2017 17:22:45
736948.72622419,-111.4095,42.6101666666667,5.94,0,NaN,C,200217,0.06,1.2,0.6,5.551,10-Sep-2017 17:25:45
736948.728940046,-111.4015,42.582,6.21,0,NaN,C,200219,0.04,1.8,0.7,5.795,10-Sep-2017 17:29:40
736948.731074421,-111.437333333333,42.5813333333333,5.66,0,NaN,B,200220,0.08,0.9,0.5,5.293,10-Sep-2017 17:32:44
736948.73159537,-111.4245,42.5925,5.94,0,NaN,C,200221,0.04,1.1,0.6,5.548,10-Sep-2017 17:33:29
736948.732661227,-111.399166666667,42.5888333333333,6.32,0,NaN,C,200222,0.04,1.3,0.6,5.893,10-Sep-2017 17:35:01
736948.740144213,-111.456166666667,42.5981666666667,3.92,0,NaN,B,200223,0.06,0.7,0.4,3.732,10-Sep-2017 17:45:48
736948.74032338,-111.465333333333,42.5995,7.04,0,NaN,B,200224,0.08,0.7,0.5,6.54,10-Sep-2017 17:46:03
736948.74285787,-111.408833333333,42.6013333333333,5.97,0,NaN,C,200225,0.04,1.7,0.6,5.585,10-Sep-2017 17:49:42
736948.747014005,-111.406166666667,42.5765,6.17,0,NaN,B,200226,0.11,0.9,0.6,5.757,10-Sep-2017 17:55:42
736948.767611806,-111.438833333333,42.5991666666667,7,0,NaN,B,200227,0.1,0.7,0.5,6.499,10-Sep-2017 18:25:21
736948.768582407,-111.474666666667,42.6208333333333,2.3,0,NaN,B,200228,0.09,0.7,0.5,2.269,10-Sep-2017 18:26:45
736948.769900463,-111.425333333333,42.5523333333333,8.58,0,NaN,C,200229,0.37,1.1,1.1,7.928,10-Sep-2017 18:28:39
736948.777426736,-111.400833333333,42.5548333333333,7.07,0,NaN,C,200230,0.04,1.5,0.7,6.57,10-Sep-2017 18:39:29
736948.781055903,-111.4125,42.5466666666667,6.62,0,NaN,B,200231,0.09,0.8,0.7,6.163,10-Sep-2017 18:44:43
736948.785259491,-111.385,42.5376666666667,5.06,0,NaN,C,200233,0.09,1.2,1.1,4.758,10-Sep-2017 18:50:46
736948.789132176,-111.414333333333,42.5458333333333,7.17,0,NaN,B,200234,0.05,0.6,0.5,6.658,10-Sep-2017 18:56:21
736948.796092014,-111.390666666667,42.5683333333333,7.16,0,NaN,C,200236,0.06,1.9,0.7,6.645,10-Sep-2017 19:06:22
736948.803759954,-111.392166666667,42.5636666666667,7.98,0,NaN,C,200237,0.06,1.6,0.7,7.387,10-Sep-2017 19:17:24
736948.807428819,-111.438166666667,42.5908333333333,6.98,0,NaN,B,200238,0.08,0.9,0.5,6.486,10-Sep-2017 19:22:41
736948.807987384,-111.408,42.5738333333333,7,0,NaN,C,200239,0.04,1.4,0.5,6.503,10-Sep-2017 19:23:30
736948.80978044,-111.443166666667,42.5481666666667,5.43,0,NaN,C,200240,0.12,1.3,2.5,5.098,10-Sep-2017 19:26:05
736948.811193403,-111.3995,42.5748333333333,6.53,0,NaN,C,200241,0.06,1.6,0.6,6.077,10-Sep-2017 19:28:07
736948.812310648,-111.391,42.5771666666667,7.32,0,NaN,C,200242,0.04,1.3,0.7,6.79,10-Sep-2017 19:29:43
736948.815581019,-111.429833333333,42.5506666666667,7.55,0,NaN,B,200245,0.11,0.9,0.7,6.994,10-Sep-2017 19:34:26
736948.817387732,-111.419,42.5458333333333,6.98,0,NaN,B,200246,0.08,0.9,0.7,6.488,10-Sep-2017 19:37:02
736948.817930903,-111.389833333333,42.5636666666667,7.92,0,NaN,C,200247,0.06,1.3,0.7,7.333,10-Sep-2017 19:37:49
736948.81857662,-111.4365,42.539,6.84,0,NaN,B,200248,0.14,0.9,1.1,6.355,10-Sep-2017 19:38:45
736948.820262384,-111.447,42.5856666666667,5.48,0,NaN,B,200249,0.08,0.8,0.5,5.138,10-Sep-2017 19:41:10
736948.821602546,-111.4135,42.5446666666667,6.52,0,NaN,B,200250,0.07,0.8,0.7,6.072,10-Sep-2017 19:43:06
736948.822522454,-111.398333333333,42.5828333333333,6.98,0,NaN,D,200251,0.04,3.2,1,6.488,10-Sep-2017 19:44:25
736948.824540046,-111.402333333333,42.5703333333333,6.44,0,NaN,C,200253,0.05,1.2,0.7,5.999,10-Sep-2017 19:47:20
736948.832735417,-111.415166666667,42.574,7.28,0,NaN,C,200255,0.06,1.1,0.5,6.757,10-Sep-2017 19:59:08
736948.833802083,-111.423166666667,42.545,8.01,0,NaN,B,200256,0.09,0.7,0.6,7.412,10-Sep-2017 20:00:40
736948.835976736,-111.471333333333,42.6155,3.07,0,NaN,D,200257,0.05,3,0.9,2.97,10-Sep-2017 20:03:48
736948.840593056,-111.408833333333,42.5686666666667,6.9,0,NaN,C,200258,0.05,1.1,0.6,6.415,10-Sep-2017 20:10:27
736948.841519444,-111.459,42.6096666666667,4.81,0,NaN,B,200259,0.1,0.7,0.6,4.529,10-Sep-2017 20:11:47
736948.842805324,-111.450166666667,42.5923333333333,7.1,0,NaN,B,200260,0.03,0.8,0.5,6.592,10-Sep-2017 20:13:38
736948.853726042,-111.409666666667,42.5645,7.99,0,NaN,C,200263,0.06,1.8,0.7,7.405,10-Sep-2017 20:29:21
736948.854174884,-111.407333333333,42.5723333333333,6.62,0,NaN,C,200264,0.05,1.4,0.5,6.17,10-Sep-2017 20:30:00
736948.854394792,-111.417166666667,42.5823333333333,3.32,0,NaN,C,200265,0.09,1.7,0.9,3.194,10-Sep-2017 20:30:19
736948.855101273,-111.455666666667,42.6033333333333,4.77,0,NaN,B,200266,0.11,0.9,1,4.496,10-Sep-2017 20:31:20
736948.860184491,-111.417666666667,42.6001666666667,5.49,0,NaN,C,200269,0.06,1.1,0.6,5.148,10-Sep-2017 20:38:39
736948.862034607,-111.438166666667,42.6003333333333,5.35,0,NaN,C,200271,0.05,1.3,0.5,5.024,10-Sep-2017 20:41:19
736948.864602315,-111.442333333333,42.601,5.04,0,NaN,C,200272,0.14,1.4,1.1,4.739,10-Sep-2017 20:45:01
736948.866196991,-111.4225,42.5555,7.08,0,NaN,B,200273,0.11,0.8,0.7,6.576,10-Sep-2017 20:47:19
736948.869609143,-111.674833333333,42.6406666666667,33.46,0,NaN,B,200275,0.27,1.1,3.3,30.311,10-Sep-2017 20:52:14
736948.877990625,-111.4035,42.5703333333333,6.24,0,NaN,C,200277,0.05,1.3,0.6,5.826,10-Sep-2017 21:04:18
736948.884721181,-111.4015,42.5621666666667,7.12,0,NaN,C,200278,0.05,2.1,0.7,6.617,10-Sep-2017 21:13:59
736948.885419329,-111.405,42.5561666666667,7.55,0,NaN,B,200279,0.08,0.9,0.6,7.001,10-Sep-2017 21:15:00
736948.887765046,-111.411666666667,42.5563333333333,7.36,0,NaN,B,200281,0.06,0.8,0.5,6.827,10-Sep-2017 21:18:22
736948.888287963,-111.430833333333,42.5526666666667,7.28,0,NaN,B,200282,0.09,0.8,0.6,6.754,10-Sep-2017 21:19:08
736948.89458507,-111.45,42.579,4.94,0,NaN,D,200283,0.06,4.2,0.8,4.647,10-Sep-2017 21:28:12
736948.899532639,-111.4045,42.5805,7.92,0,NaN,C,200286,0.05,1.3,0.6,7.33,10-Sep-2017 21:35:19
736948.899766435,-111.430333333333,42.5648333333333,7.77,0,NaN,C,200287,0.14,1.3,0.9,7.207,10-Sep-2017 21:35:39
736948.902185995,-111.372333333333,42.569,7.48,0,NaN,C,200288,0.06,1.2,0.8,6.936,10-Sep-2017 21:39:08
736948.905314931,-111.427166666667,42.5886666666667,4.98,0,NaN,B,200289,0.03,1.1,0.6,4.696,10-Sep-2017 21:43:39
736948.910960532,-111.391666666667,42.594,6.79,0,NaN,C,200290,0.07,1.2,0.6,6.316,10-Sep-2017 21:51:46
