otime lon lat depth mag quality hypo_evt_no rmse Herr Verr depth_FSL
735701.560507755 -114.156833333333 44.5868333333333 5 0 D 200075 0.14 2.6 17 4.752
735701.561866898 -114.1545 44.5606666666667 0.02 0 D 200076 0.15 5.8 2.1 0.25
735701.569127778 -114.193 44.5308333333333 5 0 D 200077 0.58 3.8 49.9 4.718
735701.606533218 -113.7465 44.3326666666667 5 0 D 200078 0.11 4 15.4 4.734
735702.003259606 -114.178666666667 44.5681666666667 5 0 D 200079 0.22 1.5 22.1 4.696
735702.006694907 -114.1505 44.517 5 0 D 200080 0.08 1.8 14.1 4.735
735702.0067 -114.102166666667 44.5373333333333 0.02 0 D 200081 0.39 4.6 3.7 0.236
735702.01013831 -114.182666666667 44.5448333333333 5 0 D 200082 0.25 1.4 24.1 4.718
735702.010129398 -114.240833333333 44.5403333333333 5 0 D 200083 0.11 1.4 15.5 4.722
735702.011027315 -114.2245 44.548 5 0 D 200084 0.23 1.3 22.9 4.718
735702.012718518 -114.171 44.5523333333333 5 0 D 200085 0.16 2.2 18.5 4.718
735702.012714931 -114.239 44.5331666666667 5 0 D 200086 0.06 2 13.6 4.686
735702.014543403 -113.729833333333 44.5323333333333 5 0 D 200087 0.52 8.2 45.3 4.725
735702.015654051 -114.234333333333 44.5888333333333 5 0 D 200088 0.32 3.5 29.4 4.718
735702.016564583 -114.166666666667 44.5063333333333 5 0 D 200089 0.08 1.6 14.1 4.735
735702.025679977 -114.208 44.5705 5 0 D 200090 0.14 3.8 16.9 4.718
735702.027276389 -114.246166666667 44.5083333333333 5 0 D 200091 0.07 2.4 13.9 4.718
735702.032174306 -113.211333333333 44.179 5 0 D 200092 1.04 3.9 87.8 4.722
735702.035787963 -114.240833333333 44.5161666666667 5 0 D 200093 0.23 1.8 22.8 4.752
735702.040344907 -113.514166666667 44.4456666666667 5 0 D 200094 1.74 15.2 99 4.734
735702.048035069 -113.632833333333 44.2615 5 0 D 200095 1.26 27.4 99 4.719
735702.052216898 -114.2725 44.5161666666667 5 0 D 200096 0.11 2.3 15.7 4.718
735702.054466204 -114.237833333333 44.5495 5 0 D 200097 0.07 1.9 13.8 4.752
735702.072669676 -114.167 44.6086666666667 2.53 0 C 200098 0.06 1.3 1.4 2.499
735702.075593634 -114.191166666667 44.571 11.69 0 C 200099 0.18 1.7 0.9 10.74
735702.082995949 -114.204166666667 44.5493333333333 5 0 D 200100 0.19 1.1 20 4.718
735702.090434722 -114.198833333333 44.5346666666667 5 0 D 200101 0.23 1.8 22.6 4.718
735702.096048032 -113.7365 44.1071666666667 5 0 D 200102 2.11 24 99 4.735
735702.098316667 -114.145333333333 44.5216666666667 5 0 D 200103 0.04 1.1 12.8 4.735
735702.107088657 -114.203333333333 44.5308333333333 5 0 D 200104 0.17 1.8 18.9 4.718
735702.119968287 -114.2095 44.5441666666667 5 0 D 200105 0.06 0.7 13.4 4.752
735702.129796065 -114.286666666667 44.5583333333333 5 0 D 200106 0.09 2 14.5 4.718
735702.163779167 -112.865 44.4481666666667 5 0 D 200107 1.78 7.3 99 4.717
735702.163620255 -114.321833333333 44.5758333333333 7.06 0 D 200108 0.12 2.7 1.3 6.54
735702.17972581 -114.2495 44.5286666666667 10.18 0 C 200109 0 1.4 2 9.414
735702.192747106 -114.188833333333 44.7936666666667 5 0 D 200110 0.05 4.8 13.1 4.718
735702.192784259 -114.102166666667 44.567 1.14 0 C 200111 0 1.8 1.4 1.183
735702.200432986 -114.196166666667 44.5601666666667 5 0 D 200112 0.12 2.1 16 4.718
735702.284668518 -114.286166666667 44.5538333333333 5 0 D 200113 0.09 1.6 14.5 4.752
735702.284676157 -114.250166666667 44.5056666666667 4.12 0 C 200114 0.06 1.2 1.8 3.93
735702.285857523 -114.172666666667 44.5328333333333 5 0 D 200115 0.14 1.9 17.2 4.718
735702.287799421 -114.612166666667 44.5985 0.16 0 D 200116 0.54 12.2 15.9 0.396
735702.288077199 -114.164666666667 44.5215 5 0 D 200117 0.14 2.1 16.9 4.686
735702.299235417 -114.169333333333 44.5436666666667 5 0 D 200118 0.02 2.8 12.6 4.752
735702.325040162 -114.2495 44.5546666666667 1.85 0 C 200119 0.19 1.3 2.3 1.916
735702.348052546 -114.232166666667 44.5543333333333 5 0 D 200120 0.15 2.1 17.6 4.718
735702.35324919 -114.316833333333 44.589 3.03 0 C 200121 0.19 1.9 3.9 2.979
735702.375111111 -114.218166666667 44.5436666666667 1.42 0 C 200122 0.12 1.8 2 1.496
735702.38044294 -114.253 44.581 4.81 0 C 200123 0.2 1.3 1.6 4.548
735702.402446065 -113.503333333333 44.9136666666667 5 0 D 200124 0.1 2 15.1 4.724
735702.407802199 -114.199666666667 44.5068333333333 5 0 D 200125 0.46 3.9 40 4.718
735702.409549884 -114.270833333333 44.568 1.25 0 D 200126 0.48 3.9 4 1.377
735702.448553009 -114.2595 44.5681666666667 5.45 0 C 200127 0.18 1.5 2.9 5.157
735702.448579398 -114.139666666667 44.5016666666667 10.99 0 C 200128 0.06 1.9 0.9 10.113
735702.473005093 -114.2345 44.5548333333333 5 0 D 200129 0.13 2.4 16.6 4.752
735702.477230556 -114.220666666667 44.5541666666667 5 0 D 200130 0.09 1.5 14.5 4.752
735702.484547454 -113.258333333333 44.2181666666667 5 0 D 200131 1.9 5.8 99 4.719
735702.484442014 -114.2325 44.635 5 0 D 200132 0.25 2.6 24 4.752
735702.501483681 -114.367166666667 44.5988333333333 3.01 0 D 200133 0.21 3.9 3.5 2.96
735702.529381829 -114.207166666667 44.4751666666667 5 0 D 200134 0.01 1.6 12.6 4.718
735702.543423148 -114.219333333333 44.5536666666667 5 0 D 200135 0.11 1.2 15.6 4.718
735702.621066319 -114.209833333333 44.4761666666667 5 0 D 200136 0.07 1.3 14 4.718
735702.621066667 -114.249666666667 44.5183333333333 7.43 0 C 200137 0.18 1.4 3.1 6.874
735702.636666667 -114.168 44.575 5 0 D 200138 0.11 1.8 15.7 4.752
735702.648797685 -114.185833333333 44.5425 5 0 D 200139 0.04 1.8 12.9 4.718
735702.654625579 -114.2375 44.559 5 0 D 200140 0.15 3.2 17.8 4.718
735702.654636574 -114.258166666667 44.5105 7.99 0 D 200141 0.24 4.4 3 7.377
735702.668306713 -114.262166666667 44.6068333333333 2.64 0 D 200142 0.46 2 4.1 2.628
735702.711486343 -114.235166666667 44.581 5 0 D 200143 0.53 3.9 45.6 4.752
735702.711521875 -114.256333333333 44.5886666666667 27.25 0 D 200144 1.62 68.1 71.9 24.757
735702.712107639 -114.215833333333 44.5845 0.04 0 D 200145 0.17 3.8 4.6 0.268
735702.733778241 -113.605166666667 44.3498333333333 5 0 D 200146 0.25 4 24.1 4.722
735702.742268287 -114.214333333333 44.5275 5 0 D 200147 0.07 1.2 13.8 4.718
735702.842331019 -114.193166666667 44.5493333333333 5 0 D 200148 0.05 1.2 13.1 4.718
735702.860514699 -112.340333333333 44.1351666666667 5 0 D 200149 0.87 8 73.7 4.667
735702.905195718 -112.373666666667 44.9578333333333 5 0 D 200150 0.02 0.9 12.6 4.724
735702.961163079 -114.173 44.5373333333333 5 0 D 200151 0.05 2 13.3 4.752
735702.974894676 -114.1705 44.5951666666667 5 0 D 200152 0.06 4.6 13.6 4.718
735703.039830671 -114.192166666667 44.5643333333333 5 0 D 200153 0.14 1.5 17.2 4.732
735703.099277315 -113.8305 44.5196666666667 5 0 D 200154 0.26 3.7 25 4.734
735703.133427199 -114.373833333333 44.5708333333333 5 0 D 200155 0.56 4.3 48.2 4.718
735703.140485185 -112.319333333333 44.9233333333333 5 0 D 200156 5.31 24.2 99 4.724
735703.15864213 -114.165833333333 44.5223333333333 0.09 0 D 200157 0.24 3.9 1.9 0.313
735703.161008102 -114.210833333333 44.5548333333333 5 0 D 200158 0.1 1.7 15.1 4.718
735703.208536227 -114.215 44.54 5 0 D 200159 0.12 1.8 16.2 4.718
735703.208556134 -114.078166666667 44.559 5 0 D 200160 0.04 1.3 12.9 4.701
735703.227924421 -114.1705 44.5416666666667 5 0 D 200161 0.12 2.1 16.3 4.718
735703.229045139 -114.181833333333 44.549 5 0 D 200162 0.1 1.3 14.9 4.718
735703.316749306 -114.214833333333 44.5508333333333 5.39 0 D 200163 0.3 1.4 3.3 5.083
735703.327643866 -114.203666666667 44.5548333333333 5 0 D 200164 0.14 1.1 17.1 4.718
735703.339082176 -114.237833333333 44.534 0.04 0 D 200165 0.99 10.5 9.8 0.258
735703.340143634 -114.339 44.5908333333333 5 0 D 200166 0.1 2.9 15 4.718
735703.383448032 -112.329166666667 44.7691666666667 5 0 C 200167 0.06 0.6 13.5 4.724
735703.536904282 -114.137333333333 44.5873333333333 0.14 0 D 200168 0.3 2.9 4 0.361
735703.550136343 -114.2115 44.5515 5 0 D 200169 0.25 1.3 24.3 4.752
735703.560001852 -114.235333333333 44.5553333333333 5 0 D 200170 0.11 1.1 15.6 4.752
735703.570778357 -114.243333333333 44.5481666666667 5 0 D 200171 0 3.4 12.5 4.718
735703.635778009 -114.171166666667 44.5331666666667 5 0 D 200172 0.15 0.9 17.6 4.718
735703.640485069 -114.185 44.569 5.92 0 C 200173 0.04 2.2 0.8 5.55
735703.646667245 -114.183333333333 44.5335 5 0 D 200174 0.05 1.7 13.1 4.718
735703.647050347 -113.5555 43.9053333333333 5 0 D 200175 1.02 19.6 86.1 4.708
735703.647004861 -114.161666666667 44.5315 5 0 D 200176 0.29 2.7 26.9 4.696
735703.790726505 -114.192166666667 44.499 5 0 D 200177 0.13 2.2 16.4 4.718
735703.790708449 -114.2995 44.593 9.35 0 D 200178 0.04 2.7 1.3 8.56
735703.794612384 -114.332333333333 44.5613333333333 5 0 D 200179 0.12 4.8 16.2 4.718
735703.796194792 -112.535166666667 45.976 5 0 D 200180 1.39 12.1 99 4.687
735703.815679167 -114.174666666667 44.5446666666667 5 0 D 200181 0.06 1.3 13.5 4.718
735703.815687153 -114.1535 44.5966666666667 8.31 0 D 200182 0.39 4.3 3.9 7.68
735703.830524421 -114.878333333333 43.807 5 0 D 200183 2.98 30.2 33 4.752
735703.833615741 -114.351666666667 44.5565 4.54 0 D 200184 0.31 6.7 2 4.318
735703.850040046 -114.234833333333 44.5691666666667 3.29 0 D 200185 0.62 4.3 11.3 3.213
735703.853904282 -114.139666666667 46.2875 5 0 D 200186 2.13 53.3 19.3 4.657
735703.854725579 -114.075666666667 44.5295 5 0 D 200187 0.04 2.8 13 4.752
735703.856169444 -114.240833333333 44.5098333333333 5 0 D 200188 0.06 2.5 13.4 4.718
735703.858354745 -114.201833333333 44.5385 6.01 0 C 200189 0.26 1.4 2.7 5.661
735703.862948727 -114.203 44.532 5 0 D 200190 0.17 1.9 18.6 4.718
735703.87004919 -114.217666666667 44.546 5 0 D 200191 0.12 1.4 15.8 4.718
735703.876804167 -114.120333333333 44.5781666666667 1.29 0 C 200192 0 1.9 3.7 1.413
735703.88487338 -114.198333333333 44.5446666666667 5 0 D 200193 0.23 1.7 23.2 4.718
735703.897105324 -114.195 44.552 5 0 D 200194 0.15 2.9 17.6 4.718
735703.900200694 -114.245666666667 44.5481666666667 5 0 D 200195 0.08 1.3 14.3 4.718
735703.900218403 -114.183666666667 44.5198333333333 7.18 0 C 200196 0.22 1.9 2.9 6.628
735703.913800926 -114.259166666667 44.5666666666667 5 0 D 200197 0.19 1.2 20.1 4.718
735703.915303472 -114.171166666667 44.5718333333333 5 0 D 200198 0.18 1.8 19.8 4.718
735703.915298495 -114.179 44.5551666666667 0.8 0 C 200199 0.23 1.6 2.3 0.952
735703.918142361 -114.205 44.5818333333333 0.02 0 D 200200 0.22 3.9 1.9 0.27
735703.927991667 -114.203 44.5556666666667 5 0 D 200201 0.24 2.6 23.9 4.718
735703.927990393 -114.1965 44.5438333333333 5 0 D 200202 0.06 1.7 13.4 4.686
735703.931945833 -114.175833333333 44.5293333333333 5 0 D 200203 0.18 4.7 19.6 4.718
735703.934678472 -114.192333333333 44.5526666666667 5 0 D 200204 0.16 1.4 18.6 4.718
735703.934678935 -114.195 44.5595 7.05 0 D 200205 0.28 3.3 1.9 6.567
735703.938524653 -114.254166666667 44.5693333333333 5 0 D 200206 0.17 2.6 18.6 4.752
735703.939279861 -114.2245 44.5491666666667 5 0 D 200207 0.13 1.6 16.6 4.718
735703.940999074 -114.267166666667 44.5848333333333 8.65 0 C 200208 0.13 1.1 0.9 8.037
735703.941770718 -114.212333333333 44.5335 5 0 D 200209 0.09 1.1 14.7 4.718
735703.947003241 -114.164666666667 44.5701666666667 5 0 D 200210 0.1 3.4 15.2 4.718
735703.946978241 -114.343833333333 44.5908333333333 5 0 D 200211 0.18 2.9 19.6 4.696
735703.94727581 -114.2335 44.3121666666667 5 0 D 200212 0.9 12.5 76.2 4.752
735703.952952662 -114.219 44.5283333333333 5 0 D 200213 0.05 1.5 13.3 4.718
735703.959740625 -114.246 44.5608333333333 1.84 0 C 200214 0.19 2 4.1 1.908
735703.964512732 -114.2145 44.5435 5 0 D 200215 0.09 1.4 14.6 4.718
735703.967487616 -114.202666666667 44.5456666666667 5 0 D 200216 0.11 2.3 15.4 4.718
735703.969146065 -114.371666666667 44.0496666666667 5 0 D 200217 1.65 12.3 99 4.718
735703.982205556 -114.279333333333 44.4161666666667 5 0 D 200218 0.16 3 18.1 4.701
735703.993447801 -114.263166666667 44.5543333333333 5 0 D 200219 0.26 2.1 25.1 4.752
735704.013124769 -114.197166666667 44.5541666666667 5 0 D 200220 0.05 1 13.1 4.718
735704.033936343 -113.9375 44.5796666666667 5 0 D 200221 1.9 17.6 99 4.742
735704.047937731 -114.208 44.5335 1.82 0 D 200222 0.34 1.8 2.2 1.87
735704.050673611 -114.257333333333 44.56 5 0 D 200223 0.1 2.4 15.2 4.718
735704.058720486 -114.1705 44.5333333333333 5 0 D 200224 0.24 1.8 23.5 4.718
735704.074363079 -114.190333333333 44.5406666666667 5 0 D 200225 0.11 1.4 15.4 4.752
735704.096785648 -114.2225 44.4751666666667 5 0 D 200226 0.01 6.1 12.5 4.718
735704.096776736 -114.2585 44.6025 5 0 D 200227 0.1 1.8 15.2 4.732
735704.102667477 -114.179 44.5455 5 0 D 200228 0.14 1.3 17.1 4.718
735704.108514583 -114.248166666667 44.5671666666667 5 0 D 200229 0.08 1.7 14.3 4.718
735704.131122454 -114.200666666667 44.5511666666667 5 0 D 200230 0.02 1.7 12.6 4.718
735704.133783333 -114.258 44.5703333333333 5 0 D 200231 0.09 3.1 14.7 4.718
735704.145604051 -114.2425 44.5756666666667 13.29 0 C 200232 0.18 1.6 1.1 12.148
735704.148622685 -114.226833333333 44.5585 8.18 0 C 200233 0.21 1.7 1.3 7.595
735704.159782176 -114.206 44.5818333333333 5.03 0 C 200234 0.23 2.2 3.7 4.779
735704.170021644 -114.2125 44.5553333333333 5 0 D 200235 0.15 1 17.6 4.718
735704.175060764 -114.239833333333 44.5545 5 0 D 200236 0.14 1 17.2 4.752
735704.187266782 -114.357833333333 44.5926666666667 5 0 D 200237 0.04 3.7 12.9 4.732
735704.213665162 -114.16 45.7118333333333 0.21 0 D 200238 11.29 93.4 74.2 0.346
735704.214074884 -114.177166666667 44.5778333333333 5 0 D 200239 0.11 3.9 15.3 4.718
735704.227686227 -114.518 44.6018333333333 12.9 0 D 200240 0.14 7.6 7.3 11.767
735704.25974213 -114.166666666667 44.5361666666667 0.98 0 D 200241 0.37 4 4.8 1.115
735704.263800463 -114.258333333333 44.5681666666667 4.2 0 D 200242 0.16 1.3 10.6 4.031
735704.273513426 -113.231 44.9321666666667 5 0 D 200243 3.23 29.5 99 4.707
735704.309484606 -114.222666666667 44.496 15.22 0 C 200244 0.09 1.7 2.5 13.885
735704.3352125 -114.310833333333 44.5678333333333 3.65 0 D 200245 0.45 2.8 3.5 3.537
735704.356747801 -114.373333333333 44.6058333333333 5 0 D 200246 0.16 3 18.5 4.732
735704.374631018 -114.251333333333 44.5606666666667 4.48 0 D 200247 0.43 4.6 21.3 4.264
735704.437430903 -114.283333333333 44.5833333333333 5 0 D 200248 0.17 3.7 18.6 4.752
735704.437441782 -114.2585 44.5336666666667 4.85 0 C 200249 0.04 1.4 2.5 4.566
735704.449832523 -114.190833333333 44.5596666666667 0.08 0 D 200250 0.24 3.3 3.5 0.324
735704.4576625 -114.24 44.5931666666667 2.68 0 C 200251 0.01 1.4 1.4 2.569
735704.528357523 -114.217833333333 44.5866666666667 5 0 D 200252 0.21 1.8 21.4 4.752
735704.585557986 -114.283166666667 44.5868333333333 5 0 D 200253 0.48 3.1 41.6 4.752
735704.585572685 -114.209666666667 44.5398333333333 6.58 0 C 200254 0.05 2.4 1.3 6.077
735704.601728588 -114.186833333333 44.5848333333333 7.98 0 C 200255 0.29 1.3 1.8 7.4
735704.625774653 -114.204833333333 44.5225 5 0 D 200256 0.17 2.1 18.8 4.752
735704.643540509 -114.1345 44.4683333333333 0.86 0 C 200257 0.01 1.5 2.1 1.007
735704.644628588 -114.1945 44.5423333333333 5 0 D 200258 0.12 1.6 16.2 4.752
735704.644618866 -114.2305 44.5206666666667 5 0 D 200259 0.09 2.3 14.5 4.722
735704.66573044 -114.237166666667 44.5843333333333 3.89 0 D 200260 0.1 10.1 11 3.668
735704.681876157 -114.181333333333 44.5423333333333 5 0 D 200261 0.19 1.6 20.3 4.752
735704.681882407 -114.152166666667 44.5991666666667 1.01 0 D 200262 0 3.8 3.5 1.065
735704.719676389 -114.2115 44.6036666666667 1.03 0 C 200263 0.05 1.6 2.1 1.084
735704.835549421 -114.155166666667 44.5566666666667 5 0 D 200264 0.18 2 19.4 4.735
735704.888305671 -114.005166666667 44.7465 5 0 D 200265 0.11 10.2 15.4 4.718
735704.929857292 -114.234833333333 44.5343333333333 5 0 D 200266 0.06 1.5 13.5 4.718
735704.985584722 -114.482166666667 44.5555 19.27 0 D 200267 0.1 4 6.2 17.544
735705.018798495 -114.069666666667 44.4803333333333 9.31 0 C 200268 0.01 2 1.2 8.612
735705.022917014 -114.192666666667 44.5501666666667 5 0 D 200269 0.16 2.4 18.4 4.718
735705.027603472 -114.174 44.4883333333333 4.59 0 C 200270 0.02 2 1.1 4.383
735705.040902083 -112.411833333333 45.038 5 0 D 200271 2.42 12.5 99 4.724
735705.156146296 -112.587833333333 45.323 5 0 D 200272 0.07 2.3 13.8 4.687
735705.242788194 -114.2505 44.541 14.46 0 D 200273 0.3 2.7 2.4 13.159
735705.244039699 -114.248833333333 44.56 5 0 D 200274 0.17 2.9 18.6 4.752
735705.261156944 -113.8755 44.5275 5 0 D 200275 0.9 12 76.3 4.714
735705.375810069 -114.153666666667 44.5778333333333 5 0 D 200276 0.14 2.1 17.4 4.718
735705.396287384 -114.147166666667 44.5341666666667 5 0 D 200277 0.12 1.8 15.9 4.735
735705.397586343 -114.1715 44.5415 5 0 D 200278 0.13 0.9 16.6 4.718
735705.404296528 -114.246833333333 44.607 5 0 D 200279 0.44 2.1 38.9 4.752
735705.410504282 -114.185 45.3153333333333 35.19 0 D 200280 0.21 8.6 12.9 31.828
735705.410831018 -112.359333333333 44.9603333333333 5 0 D 200281 0.09 1.1 14.6 4.724
735705.416526736 -114.175333333333 44.5968333333333 1 0 C 200282 0.18 1.8 2.7 1.151
735705.532731944 -114.2115 44.5586666666667 5 0 D 200283 0.18 1.2 19.6 4.718
735705.579064468 -114.215 44.5358333333333 5 0 D 200284 0.03 2 12.8 4.718
735705.596310301 -114.1365 44.6015 5.14 0 D 200285 0.12 11.1 11.6 4.792
735705.628271644 -114.6485 45.2923333333333 5 0 D 200286 5.6 94.8 31.2 4.732
735705.63766412 -114.1825 44.5346666666667 5 0 D 200287 0.22 1.2 22.1 4.718
735705.637679398 -114.181333333333 44.5088333333333 8.72 0 C 200288 0.02 1.9 0.7 8.003
735705.664230671 -113.296 45.1168333333333 5 0 D 200289 0.76 12.2 64.6 4.734
735705.679420833 -114.234666666667 44.4818333333333 6.49 0 D 200290 0.22 2.1 22 6.027
735705.710184722 -113.162333333333 44.0646666666667 5 0 D 200291 2.3 7.9 99 4.691
735705.763254282 -110.999833333333 43.9546666666667 5 0 D 200292 0.29 3.8 27.4 4.701
735705.79911331 -114.151833333333 44.6385 0.18 0 D 200293 0.08 3.1 2.3 0.394
735705.808225694 -111.622 44.8128333333333 5 0 D 200294 0.25 1.3 24.1 4.718
735705.835569097 -114.211333333333 44.5451666666667 5 0 D 200295 0.24 1.5 23.9 4.718
735705.836106713 -114.261666666667 44.5621666666667 5 0 D 200296 0.16 3.4 18.2 4.718
735705.83610706 -114.266 44.5761666666667 5 0 D 200297 0.2 1.4 21.1 4.696
735705.843824421 -114.186833333333 44.5268333333333 5 0 D 200298 0.37 3.3 32.9 4.752
735705.849758912 -114.201666666667 44.5671666666667 5 0 D 200299 0.13 2.9 16.4 4.718
735705.849746412 -114.282833333333 44.5876666666667 5 0 D 200300 0.24 1.2 23.6 4.686
735705.881541204 -114.074166666667 44.5875 9.47 0 D 200301 0.49 4.3 1.9 8.774
735705.932633912 -114.153 44.5608333333333 5.03 0 D 200302 0.63 2.5 3.8 4.759
735705.940605671 -113.7775 44.5515 5 0 D 200303 0.18 9.1 19.4 4.727
735705.953385648 -114.200666666667 44.556 5 0 D 200304 0.12 1.7 16.2 4.718
735705.960969792 -114.217333333333 44.5501666666667 5 0 D 200305 0.11 1.2 15.3 4.752
735706.032560069 -114.235 44.5725 5 0 D 200306 0.15 1.2 17.9 4.718
735706.11365463 -114.208 44.5426666666667 5 0 D 200307 0.08 2.5 14.1 4.718
735706.113651852 -114.236333333333 44.5418333333333 5 0 D 200308 0.15 1.3 17.4 4.686
735706.118088889 -114.2815 44.5743333333333 5 0 D 200309 0.12 3.2 15.9 4.752
735706.18797338 -114.182 44.5313333333333 1.86 0 C 200310 0.3 2.1 3.6 1.861
735706.193557755 -114.1715 44.5735 5 0 D 200311 0.14 2.5 17.1 4.752
735706.441154282 -114.175333333333 44.5578333333333 0.1 0 C 200312 0.12 2.3 2.1 0.312
735706.54038287 -114.166333333333 44.5025 15.86 0 C 200313 0.04 1.4 0.8 14.506
735706.60611331 -114.108833333333 44.591 0.06 0 D 200314 0.12 2.7 2.1 0.305
735706.606983912 -114.172666666667 44.5581666666667 6.44 0 C 200315 0.07 1.4 1.8 6.028
735706.650960069 -114.1795 44.602 5 0 D 200316 0.08 1.8 14.1 4.732
735706.671013426 -114.200166666667 44.5266666666667 5 0 D 200317 0.11 3.4 15.6 4.752
735706.671048611 -114.171333333333 45.353 5 0 D 200318 6.78 70 70 4.657
735706.678532176 -114.204166666667 44.5838333333333 5 0 D 200319 0.13 1.7 16.6 4.752
735706.742089352 -114.201166666667 44.5303333333333 5 0 D 200320 0.34 2.4 31 4.732
735706.742097917 -114.174333333333 44.5821666666667 0.04 0 C 200321 0.05 2.5 2.2 0.202
735706.87227662 -114.469 44.5726666666667 11.65 0 D 200322 0.1 6.1 6 10.642
735706.874440857 -114.203333333333 44.5486666666667 5 0 D 200323 0.23 1.5 22.9 4.718
735706.89768287 -114.119166666667 44.4861666666667 5 0 D 200324 0.16 1.6 18 4.735
735706.897659954 -114.245666666667 44.532 0.06 0 D 200325 0.22 2.8 3.5 0.24
735706.936789931 -114.148 44.6868333333333 5 0 D 200326 0.56 6.6 48.7 4.689
735706.97758588 -114.228166666667 44.5528333333333 5 0 D 200327 0.12 1.5 16 4.752
735707.032146643 -113.3985 44.9231666666667 5 0 D 200328 4.4 99 99 4.654
735707.136171759 -114.268 44.5953333333333 5 0 D 200329 0.11 1.9 15.7 4.675
735707.137727662 -114.241166666667 44.5745 5 0 C 200330 0.06 0.7 13.5 4.675
735707.13773912 -114.263333333333 44.5178333333333 8.66 0 C 200331 0.18 2.3 3.7 7.981
735707.166365857 -114.730166666667 46.3508333333333 4.3 0 D 200332 2.12 66.1 73.7 4.103
735707.201210301 -114.282833333333 44.5995 5 0 D 200333 0.04 1.4 12.9 4.675
735707.201152315 -114.484833333333 44.4465 2.09 0 D 200334 1.83 41.5 89.9 2.113
735707.211573495 -114.2855 44.5998333333333 5 0 D 200335 0.02 1.4 12.6 4.675
735707.235531713 -114.187833333333 44.5566666666667 5 0 D 200336 0.06 1.8 13.4 4.718
735707.260943056 -114.238 44.5581666666667 5 0 D 200337 0.06 0.7 13.5 4.675
735707.260953819 -114.215833333333 44.5308333333333 5 0 D 200338 0.29 1.7 27.3 4.752
735707.342347801 -114.185166666667 44.6475 5 0 D 200339 0.09 2.1 14.6 4.683
735707.342781944 -114.24 44.562 5 0 D 200340 0.06 1.8 13.4 4.654
735707.344445718 -114.258333333333 44.5881666666667 5 0 D 200341 0.04 1.9 12.8 4.675
735707.353253819 -113.7405 44.7898333333333 5 0 D 200342 2.43 99 99 4.654
735707.395735764 -114.266333333333 44.5908333333333 5 0 D 200343 0.02 1.6 12.6 4.654
735707.430616898 -114.2425 44.5736666666667 5 0 C 200344 0.06 0.8 13.6 4.675
735707.455703009 -114.2095 44.5458333333333 5 0 D 200345 0.4 3.3 35.4 4.718
735707.494293403 -114.270666666667 44.5931666666667 5 0 D 200346 0.05 1.5 13.2 4.675
735707.596343634 -114.263166666667 44.5915 5 0 D 200347 0.04 1.7 12.9 4.675
735707.622376505 -114.216 44.5515 5 0 D 200348 0.01 1.5 12.6 4.654
735707.638653009 -114.237666666667 44.5558333333333 5 0 D 200349 0.03 0.7 12.8 4.675
735707.758826852 -114.278166666667 44.5983333333333 5 0 D 200350 0.02 1.4 12.6 4.654
735707.762946875 -114.194333333333 44.6565 5 0 D 200351 0.04 2.1 12.9 4.683
735707.762946296 -114.275333333333 44.5185 4.98 0 C 200352 0.06 2.4 1.2 4.683
735707.929016898 -112.345333333333 44.9733333333333 5 0 D 200353 3.51 16.1 99 4.724
735707.964476042 -114.282333333333 44.5516666666667 5 0 D 200354 0.21 2 21.2 4.718
735707.971864699 -114.186666666667 44.5298333333333 5 0 D 200355 0.09 1.5 14.6 4.718
735708.032335648 -114.244666666667 44.557 5 0 D 200356 0.02 0.6 12.6 4.657
735708.039113542 -114.296333333333 44.559 5 0 D 200357 0.12 1.9 16 4.657
735708.070170255 -114.26 44.5485 5 0 D 200358 0.08 1.6 14.1 4.672
735708.070287153 -114.254666666667 44.5486666666667 5 0 D 200359 0.07 1.2 13.8 4.657
735708.070777315 -114.246333333333 44.5481666666667 5 0 D 200360 0.04 1 12.9 4.657
735708.105045718 -114.285333333333 44.5483333333333 5 0 D 200361 0.11 2.4 15.6 4.657
735708.121804282 -114.266666666667 44.5936666666667 5 0 D 200362 0.04 1.7 13 4.657
735708.141668171 -114.2385 44.5641666666667 5 0 C 200363 0.06 0.5 13.6 4.657
735708.167121296 -114.292166666667 44.561 5 0 D 200364 0.11 1.8 15.4 4.657
735708.17712419 -114.239 44.5658333333333 5 0 C 200365 0.1 0.5 15 4.672
735708.184288657 -114.239166666667 44.5571666666667 5 0 C 200366 0.08 0.6 14 4.657
735708.189156829 -114.247333333333 44.5588333333333 5 0 D 200367 0.09 1 14.5 4.672
735708.245890741 -114.238833333333 44.5496666666667 5 0 D 200368 0.05 0.6 13.1 4.657
735708.25480162 -114.2445 44.5721666666667 5 0 C 200369 0.04 0.5 13 4.657
735708.263241551 -114.240333333333 44.5523333333333 5 0 D 200370 0.05 0.7 13.3 4.657
735708.265858912 -114.246833333333 44.5763333333333 5 0 C 200371 0.05 0.6 13.3 4.657
735708.307196644 -114.234333333333 44.5558333333333 5 0 C 200372 0.08 0.6 14.2 4.657
735708.309372338 -114.266666666667 44.5616666666667 5 0 D 200373 8.78 82.1 99 4.654
735708.314239931 -114.310833333333 44.5875 5 0 D 200374 0.22 2.2 22.4 4.657
735708.314621528 -114.2835 44.6015 5 0 D 200375 0.04 1.4 13 4.657
735708.319475 -114.245 44.5556666666667 5 0 D 200376 0.04 0.7 12.9 4.657
