otime lon lat depth mag quality hypo_evt_no rmse Herr Verr depth_FSL
735729.509470023 -114.231833333333 44.4903333333333 5 0 D 200325 0.23 2 23 4.667
735729.511525232 -114.241333333333 44.5658333333333 5 0 C 200326 0.04 0.5 12.9 4.657
735729.544328125 -115.958333333333 44.7135 5 0 D 200327 0.09 6 14.7 4.66
735729.557499074 -114.237 44.5598333333333 5 0 C 200328 0.05 0.5 13.1 4.657
735729.656553588 -114.296333333333 44.597 5 0 D 200329 0.19 1.8 20.1 4.672
735729.772079398 -114.231833333333 44.5561666666667 5 0 C 200330 0.11 0.6 15.3 4.658
735729.772183218 -113.455666666667 44.48 5 0 D 200331 1.45 7.2 99 4.704
735729.797995949 -114.237666666667 44.5788333333333 5 0 D 200332 0.13 1.2 16.4 4.681
735729.936763426 -114.295666666667 44.5595 5 0 D 200333 0.06 1.6 13.6 4.691
735730.042584722 -113.596666666667 44.8491666666667 5 0 D 200334 3.08 96.3 31.6 4.691
735730.183140741 -113.2815 44.6245 5 0 D 200335 2.87 46.3 99 4.673
735730.212084144 -114.247166666667 44.556 5 0 D 200336 0.03 1.1 12.7 4.657
735730.21243669 -114.245166666667 44.5551666666667 5 0 D 200337 0.05 0.8 13.1 4.657
735730.212887847 -114.236166666667 44.5595 5 0 D 200338 0.02 0.5 12.6 4.657
735730.276994792 -114.238166666667 44.5653333333333 5 0 C 200339 0.05 0.5 13.2 4.657
735730.317507639 -114.242833333333 44.5686666666667 5 0 C 200340 0.06 0.5 13.4 4.658
735730.317521412 -114.189166666667 44.5388333333333 5 0 D 200341 0.2 1.8 20.8 4.689
735730.358401042 -114.237166666667 44.5386666666667 5 0 D 200342 0.07 1.5 13.7 4.654
735730.363049074 -114.251 44.552 5 0 D 200343 0.03 1 12.8 4.657
735730.37543044 -113.159833333333 45.0176666666667 5 0 D 200344 6.09 99 31.6 4.675
735730.376928935 -114.238166666667 44.5516666666667 5 0 C 200345 0.07 0.6 13.7 4.657
735730.404059375 -114.102666666667 44.6356666666667 5 0 D 200346 1.4 99 99 4.654
735730.405614815 -114.2405 44.5511666666667 5 0 D 200347 0.06 0.7 13.4 4.657
735730.439809607 -114.6715 44.6023333333333 3.56 0 C 200348 0 1.4 2.3 3.456
735730.462834028 -114.319666666667 44.6326666666667 5 0 D 200349 0.06 1.1 13.4 4.657
735730.632699537 -113.502666666667 44.7385 5 0 D 200350 0.8 17.2 68.2 4.691
735730.633727662 -114.234333333333 44.5578333333333 5 0 C 200351 0.07 0.5 13.8 4.657
735730.643558912 -114.27 44.5933333333333 5 0 D 200352 0.04 1.6 13 4.657
735730.655948032 -112.441666666667 44.6585 5 0 D 200353 0.06 1.2 13.5 4.713
735730.674912153 -113.110333333333 45.051 5 0 D 200354 17.3 99 31.6 4.682
735730.726790856 -114.288833333333 44.5633333333333 5 0 D 200355 0.1 1.7 14.9 4.657
735730.818825 -113.5985 44.7166666666667 5 0 D 200356 2.67 99 99 4.696
735730.87431713 -114.244 44.5633333333333 5 0 C 200357 0.06 0.6 13.6 4.657
735731.100904167 -114.247166666667 44.5535 5 0 D 200358 0.03 1.2 12.7 4.656
735731.100911921 -114.222166666667 44.544 3.49 0 C 200359 0.14 1.7 2.9 3.328
735731.190908796 -114.242166666667 44.552 5 0 D 200360 0.04 0.9 13 4.657
735731.197557407 -111.251833333333 44.4891666666667 4 0 C 200361 0.06 2.1 1.6 3.812
735731.244249537 -114.2335 44.5585 5 0 C 200362 0.08 0.5 14.1 4.67
735731.24425463 -114.233 44.5675 5 0 D 200363 0.22 2.1 22.4 4.752
735731.247676389 -114.323666666667 44.5873333333333 5 0 D 200364 0.25 2.6 24.3 4.657
735731.357842014 -114.238166666667 44.5575 5 0 D 200365 0.1 1.6 15.1 4.691
735731.364270139 -114.289166666667 44.5916666666667 5 0 D 200366 0.17 2 19.1 4.657
735731.508546296 -114.6895 44.6065 5 0 D 200367 0.04 1.8 13 4.662
735731.766259838 -114.241833333333 44.5693333333333 5 0 C 200368 0.09 0.4 14.7 4.67
735731.766275116 -114.141666666667 44.5843333333333 0.09 0 D 200369 0.1 2.5 3.7 0.332
735731.770422569 -114.241666666667 44.5698333333333 5 0 C 200370 0.08 0.4 14.2 4.672
735731.789457292 -114.275666666667 44.5573333333333 5 0 D 200371 0.01 2.1 12.6 4.662
735731.792624074 -114.2425 44.5695 5 0 C 200372 0.09 0.5 14.6 4.672
735731.940949769 -114.273666666667 44.5341666666667 5 0 D 200373 0.32 3.3 29.6 4.691
735731.992949306 -114.317666666667 44.545 5 0 D 200374 0.14 1.9 16.8 4.657
735732.07595544 -114.235833333333 44.5545 5 0 C 200376 0.12 0.7 16 4.658
735732.076171759 -114.237 44.5521666666667 5 0 C 200377 0.06 0.5 13.6 4.658
735732.0837 -114.346833333333 44.615 5 0 D 200378 0.27 2.7 25.4 4.657
735732.098044792 -114.246333333333 44.5448333333333 5 0 D 200379 0.16 1.1 18.5 4.657
735732.113477315 -114.238833333333 44.5505 5 0 D 200380 0.06 0.5 13.5 4.672
735732.114213889 -114.239 44.5506666666667 5 0 D 200381 0.04 0.6 12.9 4.657
735732.129226157 -114.2385 44.5496666666667 5 0 D 200382 0.05 0.6 13.1 4.672
735732.238210764 -114.239 44.5506666666667 5 0 D 200383 0.05 0.6 13.1 4.657
735732.255406018 -114.244166666667 44.5488333333333 5 0 D 200384 0.05 1.4 13.1 4.657
735732.283438889 -114.241 44.5496666666667 5 0 D 200385 0.06 0.6 13.4 4.657
735732.29417338 -114.240833333333 44.5658333333333 5 0 C 200386 0.04 0.5 12.9 4.657
735732.295553819 -114.269166666667 44.5931666666667 5 0 D 200387 0.03 1.3 12.8 4.657
735732.297954861 -114.101333333333 44.645 5 0 D 200388 4.3 99 99 4.654
735732.300860069 -114.239 44.5651666666667 5 0 C 200389 0.03 0.4 12.8 4.657
735732.340618866 -114.243 44.5496666666667 5 0 D 200390 0.05 0.7 13.2 4.657
735732.362768634 -114.2825 44.5976666666667 5 0 D 200391 0.03 1.4 12.7 4.654
735732.365433796 -114.297333333333 44.5685 5 0 D 200392 0.1 1.2 14.8 4.657
735732.37917963 -114.308666666667 44.5678333333333 5 0 D 200393 0.11 1.3 15.6 4.672
735732.384757986 -114.2405 44.55 5 0 D 200394 0.05 0.6 13.1 4.657
735732.399502431 -114.242333333333 44.5545 5 0 D 200395 0.03 1 12.8 4.656
735732.399504514 -114.2535 44.5328333333333 5 0 D 200396 0.11 1.6 15.4 4.691
735732.399503009 -114.259 44.582 1.17 0 C 200397 0.14 2 3 1.22
735732.400688773 -114.252 44.5468333333333 5 0 D 200398 0.05 1.6 13.2 4.672
735732.402124421 -114.240166666667 44.552 5 0 D 200399 0.05 0.7 13.3 4.657
735732.673606134 -114.3 44.594 5 0 D 200400 0.12 1.5 15.8 4.657
735732.713521296 -114.297 44.579 5 0 D 200401 0.16 1.5 18.2 4.658
735732.71353831 -114.222166666667 44.542 5 0 D 200402 0.16 0.9 18.5 4.718
735732.90252963 -114.223333333333 44.5496666666667 5 0 D 200403 0.05 1.4 13.3 4.657
735732.91517963 -114.242666666667 44.5645 5 0 C 200404 0.04 0.5 12.8 4.657
735732.959317245 -114.300833333333 44.5938333333333 5 0 D 200405 0.13 1.5 16.7 4.672
735732.964958449 -114.212833333333 44.5676666666667 5 0 D 200406 0.05 2.8 13.1 4.662
735733.011853356 -114.234833333333 44.5526666666667 5 0 C 200407 0.04 0.6 13 4.657
735733.024348264 -114.272333333333 44.5953333333333 5 0 D 200408 0.03 1.5 12.8 4.654
735733.090636806 -113.447833333333 45.458 5 0 D 200409 0.33 7.8 30.2 4.718
735733.137446296 -114.306333333333 44.5855 5 0 D 200410 0.26 2.5 25.2 4.657
735733.137466782 -114.1785 44.537 5 0 D 200411 0.16 2.2 18.5 4.718
735733.137668171 -112.937833333333 44.434 5 0 D 200412 8.58 29.1 99 4.691
735733.167262731 -114.284833333333 44.5988333333333 5 0 D 200413 0.01 1.4 12.5 4.657
735733.226352778 -114.239833333333 44.5501666666667 5 0 D 200414 0.02 12.1 12.6 4.657
735733.243053241 -114.277666666667 44.5938333333333 5 0 D 200415 0.03 1.5 12.8 4.654
735733.275421296 -114.321333333333 44.5615 5 0 D 200416 0.1 1.5 15.1 4.656
735733.275435995 -114.206666666667 44.5338333333333 5 0 D 200417 0.17 1.5 18.8 4.691
735733.275434375 -114.199 44.55 0.02 0 D 200418 0.22 3.1 3.3 0.185
735733.299469907 -114.293666666667 44.5616666666667 5 0 D 200419 0.12 1.5 16.2 4.657
735733.370966667 -114.241666666667 44.5538333333333 5 0 D 200420 0.03 1 12.8 4.657
735733.410987732 -114.2465 44.5533333333333 5 0 D 200421 0.02 1.3 12.6 4.657
735733.45069919 -114.2885 44.595 5 0 D 200422 0.18 1.7 19.2 4.672
735733.573696181 -114.2965 44.5465 5 0 D 200423 0.1 2.1 15.3 4.657
735733.589902546 -114.2975 44.5775 5 0 D 200425 0.16 1.4 18.4 4.658
735733.589919444 -114.214166666667 44.5425 8.12 0 D 200426 0.34 1.1 1.3 7.526
735733.624991088 -114.304333333333 44.5955 5 0 D 200427 0.16 1.6 18.6 4.672
735733.738925347 -114.2005 44.5933333333333 5 0 D 200428 0.07 0.6 13.9 4.657
735733.794747106 -114.282 44.5948333333333 5 0 D 200429 0.03 1.4 12.8 4.657
735733.886119329 -114.238833333333 44.557 5 0 C 200430 0.1 0.4 15 4.672
735733.886241204 -114.283166666667 44.5955 5 0 D 200431 0.01 1.4 12.6 4.656
735733.886125232 -114.1845 44.5236666666667 0.16 0 D 200432 0.24 2.7 2.3 0.377
735733.886756597 -114.236333333333 44.5553333333333 5 0 C 200433 0.11 0.6 15.5 4.658
735733.88676088 -114.235666666667 44.5343333333333 5 0 D 200434 0.2 1.9 20.6 4.718
735733.956818634 -114.246333333333 44.5493333333333 5 0 D 200435 0.07 1 13.8 4.657
735733.963694907 -114.229833333333 44.5553333333333 5 0 C 200436 0.13 0.7 16.4 4.657
735734.122521296 -114.293166666667 44.5721666666667 5 0 D 200437 0.26 2.3 25.3 4.657
735734.141442477 -114.2405 44.5533333333333 5 0 C 200438 0.04 0.7 12.9 4.657
735734.183851389 -114.297 44.5858333333333 5 0 D 200439 0.16 1.5 18.5 4.657
735734.204884259 -114.330333333333 44.6358333333333 5 0 D 200440 0.03 0.9 12.7 4.672
735734.209121296 -114.302 44.5626666666667 5 0 D 200441 0.08 1.5 14.1 4.657
735734.218444097 -114.297333333333 44.5623333333333 5 0 D 200442 0.1 1.6 14.8 4.657
735734.224660764 -111.581166666667 44.8245 5 0 D 200443 0.08 1.5 14.3 4.709
735734.229415394 -112.725166666667 44.1251666666667 5 0 D 200444 1.34 3.7 99 4.687
735734.230210532 -114.294333333333 44.5606666666667 5 0 D 200445 0.11 1.7 15.3 4.657
735734.291709375 -114.243 44.549 5 0 D 200446 0.08 0.8 14.2 4.657
735734.324140046 -114.283666666667 44.5765 5 0 D 200447 0.16 1.3 18.3 4.672
735734.342615625 -114.241166666667 44.5508333333333 5 0 D 200448 0.05 1.1 13.1 4.657
735734.369597685 -114.240666666667 44.5696666666667 5 0 C 200449 0.1 0.5 14.9 4.657
735734.399301505 -115.703166666667 44.5561666666667 4.83 0 D 200450 0.43 24.7 28.2 4.565
735734.534657407 -114.357833333333 43.8841666666667 5 0 D 200451 0.45 8.7 39.8 4.653
735734.592967245 -111.558666666667 44.807 5 0 D 200452 0.22 1.2 22.2 4.713
735734.613821181 -111.588 44.8145 5 0 D 200453 0.12 0.9 15.9 4.725
735734.634889236 -112.435666666667 45.664 5 0 D 200454 0 1.5 12.5 4.725
735734.653973958 -112.7205 44.9941666666667 5 0 D 200455 0.19 3.6 20.2 4.713
735734.65396331 -111.275166666667 44.96 38.91 0 D 200456 1.32 10.5 98.9 35.176
735734.655454745 -111.575 44.8206666666667 5 0 D 200457 0.23 2.1 22.9 4.713
735734.655726736 -113.211166666667 43.6615 5 0 D 200458 1.06 86 89.3 4.667
735734.662114583 -114.236 44.5525 5 0 C 200459 0.05 0.6 13.2 4.657
735734.66426331 -112.607166666667 45.5573333333333 5 0 D 200460 0.08 2 14.1 4.725
735734.715135648 -114.238333333333 44.5546666666667 5 0 C 200461 0.1 0.6 15.1 4.658
735734.808391435 -114.2335 44.5693333333333 5 0 C 200462 0.12 0.5 15.8 4.672
735734.936365856 -114.311166666667 44.5526666666667 5 0 D 200463 0.14 1.5 17.2 4.67
735735.010672917 -114.3025 44.5461666666667 5 0 D 200464 0.01 1.6 12.5 4.662
735735.182946875 -114.266 44.5545 5 0 D 200465 0.04 3 12.9 4.662
735735.184728125 -114.237833333333 44.5608333333333 5 0 C 200466 0.03 0.5 12.8 4.657
735735.245919329 -114.242166666667 44.5583333333333 5 0 C 200467 0.1 0.7 15.2 4.658
735735.245927662 -114.2115 44.5393333333333 5 0 D 200468 0.35 2 31.4 4.718
735735.248974653 -114.253166666667 44.5456666666667 5 0 D 200469 0.03 1.8 12.8 4.657
735735.256115162 -114.298 44.5456666666667 5 0 D 200470 0.01 1.7 12.5 4.662
735735.258623264 -114.235 44.5533333333333 5 0 C 200471 0.08 0.6 14.2 4.657
735735.288383333 -114.238333333333 44.5538333333333 5 0 C 200472 0.04 0.6 12.9 4.657
735735.311364236 -114.239666666667 44.5543333333333 5 0 C 200473 0.11 0.6 15.4 4.67
735735.311357176 -114.3665 44.5716666666667 16.05 0 D 200474 0.1 2.6 2 14.631
735735.315338889 -114.234833333333 44.5553333333333 5 0 C 200475 0.12 0.6 15.9 4.658
735735.315343866 -114.2315 44.5456666666667 3.84 0 C 200476 0.25 1.5 4.4 3.708
735735.32636713 -114.256 44.3383333333333 5 0 D 200477 0.34 3.6 30.8 4.676
735735.346658333 -114.248 44.5593333333333 5 0 D 200478 0.06 0.9 13.3 4.657
735735.356715625 -114.235666666667 44.5591666666667 5 0 C 200479 0.14 0.4 17.2 4.67
735735.356718866 -114.229833333333 44.5516666666667 4.09 0 D 200480 0.32 2.7 5.4 3.878
735735.385410069 -114.2385 44.5495 5 0 D 200481 0.05 0.5 13.3 4.672
735735.470973958 -114.3735 44.441 5 0 D 200482 0.11 0.9 15.7 4.718
735735.565062963 -113.757666666667 43.9551666666667 5 0 D 200483 4.81 99 99 4.656
735735.678635532 -112.039666666667 44.8885 5 0 D 200484 0.07 1 13.7 4.718
735735.720311574 -114.320166666667 44.594 5 0 D 200485 0.25 2.4 24.3 4.657
735735.74253125 -114.247333333333 44.5508333333333 5 0 D 200486 0.04 0.8 12.9 4.657
735735.802700579 -114.24 44.5515 5 0 D 200487 0.04 0.6 12.8 4.657
735735.989016435 -114.2765 44.596 5 0 D 200488 0.02 1.5 12.6 4.657
735736.014385532 -114.277333333333 44.5483333333333 5 0 D 200489 0.09 2 14.7 4.672
735736.014405787 -114.202666666667 44.5135 8.87 0 D 200490 0.27 2.8 1.8 8.215
735736.133833102 -114.298 44.5518333333333 5 0 D 200491 0.13 1.6 16.4 4.67
735736.191426852 -114.2645 44.5468333333333 5 0 D 200492 0.08 2 14.2 4.672
735736.280430787 -114.238666666667 44.5511666666667 5 0 C 200493 0.04 0.6 13 4.657
735736.390391782 -114.235166666667 44.5556666666667 5 0 C 200494 0.06 0.6 13.3 4.657
735736.416078935 -114.315833333333 44.5965 5 0 D 200495 0.29 2.6 27.2 4.657
735736.433146991 -114.237833333333 44.554 5 0 C 200496 0.07 0.6 13.7 4.657
735736.447252662 -114.2515 44.5491666666667 5 0 D 200497 0.03 1.6 12.7 4.657
735736.455174074 -114.242833333333 44.552 5 0 D 200498 0.09 0.6 14.6 4.672
735736.569936806 -111.632333333333 45.721 5.02 0 D 200499 0.66 35.4 15.4 4.719
735736.787604282 -114.288333333333 44.5675 5 0 D 200500 0.01 1.2 12.5 4.657
735736.859291551 -114.993833333333 44.5568333333333 5 0 D 200501 0.05 2.5 13.3 4.657
735736.859290625 -114.9735 44.5611666666667 0.04 0 D 200502 0.74 4.2 2.8 0.254
735736.866745023 -114.285333333333 44.559 5 0 D 200503 0.1 1.9 14.9 4.672
735736.981021528 -114.24 44.551 5 0 D 200504 0.04 0.7 12.9 4.657
735736.984155556 -114.318333333333 44.5518333333333 5 0 D 200505 0.13 1.5 16.8 4.658
735736.984183218 -114.138833333333 44.5076666666667 5 0 D 200506 0.06 2.8 13.6 4.718
735737.033628357 -114.2415 44.5451666666667 5 0 D 200507 0.05 1 13.3 4.675
735737.079921643 -114.285333333333 44.5765 5 0 D 200508 0.15 1.2 17.8 4.67
735737.252583449 -114.240166666667 44.5553333333333 5 0 C 200509 0.07 0.6 13.7 4.657
735737.410756597 -112.961 44.4391666666667 5 0 D 200510 0.09 1.5 14.4 4.734
735737.534251736 -114.278833333333 44.5448333333333 5 0 D 200511 0.1 2.2 15 4.672
735737.550956713 -114.321166666667 44.5763333333333 5 0 D 200512 0.31 2.8 29 4.672
735737.552000694 -114.235833333333 44.5535 5 0 C 200513 0.06 0.6 13.4 4.657
735737.552920023 -114.258166666667 44.5735 5 0 D 200514 2.99 21.7 99 4.657
735737.553647107 -114.234666666667 44.553 5 0 C 200515 0.05 0.6 13.1 4.657
735737.565578588 -114.263833333333 44.5718333333333 5 0 D 200516 2.17 19.4 99 4.657
735737.566018634 -114.249333333333 44.5625 5 0 C 200517 0.13 0.6 16.4 4.67
735737.566029977 -114.167166666667 44.5588333333333 0.02 0 D 200518 0.15 3.8 3.3 0.27
735737.659666782 -114.311166666667 44.5491666666667 5 0 D 200519 0.13 1.9 16.8 4.657
735737.730373495 -114.238 44.5656666666667 5 0 C 200520 0.06 0.4 13.6 4.672
735737.738471181 -113.096333333333 43.7283333333333 5 0 D 200521 1.38 23.3 99 4.701
735737.859299884 -114.277333333333 44.6035 5 0 D 200522 0.03 1.5 12.8 4.657
735737.90455706 -114.236166666667 44.558 5 0 C 200523 0.07 0.5 13.7 4.658
735738.04863206 -114.235833333333 44.5531666666667 5 0 C 200524 0.06 0.6 13.4 4.672
735738.069104745 -114.237 44.5513333333333 5 0 C 200525 0.1 0.6 14.9 4.657
735738.105837732 -114.388833333333 44.5845 5 0 D 200526 0.17 1.7 18.6 4.672
735738.105866782 -114.190666666667 44.5531666666667 5 0 D 200527 0.22 2.1 21.9 4.752
735738.134298958 -114.241166666667 44.55 5 0 D 200528 0.04 0.7 13 4.657
735738.215042708 -114.256333333333 44.5841666666667 5 0 D 200529 0.06 2.7 13.4 4.654
735738.242087963 -114.242166666667 44.5553333333333 5 0 C 200530 0.03 0.8 12.8 4.657
735738.251889699 -114.26 44.5503333333333 5 0 D 200531 0.08 2 14 4.672
735738.299639583 -114.297666666667 44.5653333333333 5 0 D 200532 0.13 1.5 16.5 4.658
735738.299664699 -114.131166666667 44.5713333333333 5 0 D 200533 0.21 2.8 21.4 4.735
735738.349535069 -114.243166666667 44.5563333333333 5 0 D 200534 0.06 0.7 13.6 4.657
735738.365531597 -114.322833333333 44.5943333333333 5 0 D 200535 0.28 2.7 26.3 4.657
735738.424475 -114.241833333333 44.567 5 0 C 200536 0.02 0.4 12.7 4.657
735738.4631875 -114.308166666667 44.6786666666667 5 0 D 200537 0.9 5.2 76.2 4.672
735738.480953356 -114.2405 44.551 5 0 D 200538 0.06 0.7 13.4 4.657
735738.50059537 -114.313333333333 44.5903333333333 5 0 D 200539 0.28 2.2 26.8 4.657
735738.500814005 -114.3095 44.5431666666667 5 0 D 200540 0.17 2.3 18.6 4.657
735738.545503241 -114.234 44.5561666666667 5 0 C 200541 0.04 0.5 12.9 4.657
735738.616888657 -114.234666666667 44.5563333333333 5 0 C 200542 0.04 0.5 13 4.657
735738.732695718 -113.770666666667 43.9571666666667 5 0 D 200543 6.99 99 31.6 4.657
735738.795221065 -114.285833333333 44.6005 5 0 D 200544 0.03 1.4 12.7 4.657
735738.803943056 -114.235 44.5556666666667 5 0 C 200545 0.04 0.5 12.9 4.657
735739.111816551 -114.437666666667 44.4556666666667 5 0 D 200546 0.06 1.2 13.5 4.672
735739.114730787 -114.241833333333 44.5558333333333 5 0 C 200547 0.04 0.6 13 4.657
735739.114744444 -113.851333333333 44.824 5 0 D 200548 2.36 14.8 99 4.705
735739.151722222 -114.3165 44.596 5 0 D 200549 0.32 2.8 29.3 4.657
735739.164461806 -114.240166666667 44.5606666666667 5 0 C 200550 0.03 0.5 12.8 4.657
735739.235429977 -114.242666666667 44.553 5 0 D 200551 0.05 0.7 13.2 4.657
735739.321680208 -114.237833333333 44.5541666666667 5 0 C 200552 0.05 0.6 13.2 4.657
735739.325297801 -114.2295 44.553 5 0 D 200553 0.04 1.7 12.9 4.654
735739.348795255 -114.2425 44.5468333333333 5 0 D 200554 0.1 0.8 14.9 4.657
735739.482567014 -114.2905 44.602 5 0 D 200555 0.11 1.8 15.5 4.657
735739.520023032 -114.315833333333 44.5935 5 0 D 200556 0.29 2.7 27.5 4.657
735739.640180903 -111.863666666667 44.672 5 0 D 200557 0.06 1.5 13.4 4.717
735739.681140509 -114.236 44.5561666666667 5 0 C 200558 0.04 0.6 13 4.657
735739.714680671 -114.286333333333 44.5666666666667 5 0 D 200559 0.13 1.7 16.5 4.657
735739.724220602 -114.239666666667 44.5606666666667 5 0 C 200560 0.05 0.5 13.3 4.657
735739.739502546 -114.240833333333 44.5503333333333 5 0 D 200561 0.05 0.7 13.3 4.657
735739.740971875 -114.240333333333 44.5506666666667 5 0 D 200562 0.05 0.7 13.3 4.657
735739.790933333 -114.240833333333 44.5505 5 0 D 200563 0.06 0.7 13.5 4.657
735739.822911921 -114.293166666667 44.5728333333333 5 0 D 200564 0.11 1 15.4 4.67
735739.822926273 -114.250666666667 44.569 6.1 0 D 200565 0.54 3 3.4 5.676
735739.823937616 -114.262666666667 44.5748333333333 5 0 D 200566 3.76 33.5 99 4.654
735739.842422569 -114.238333333333 44.5545 5 0 C 200567 0.13 0.6 16.4 4.67
735739.842427546 -114.243333333333 44.5991666666667 5 0 D 200568 0.32 2.9 29.3 4.664
735739.864509028 -114.286833333333 44.5826666666667 5 0 D 200569 0.2 1.7 20.5 4.657
735739.877960301 -114.314 44.552 5 0 D 200570 0.08 1.4 14 4.658
735739.906581597 -112.642333333333 44.6211666666667 5 0 D 200571 0.04 0.6 13 4.727
735739.906580787 -112.5885 44.6271666666667 5 0 D 200572 0.75 1.6 63.8 4.688
735739.923906481 -114.241 44.5605 5 0 C 200573 0.05 0.6 13.2 4.657
735739.955704051 -114.286833333333 44.5815 5 0 D 200574 0.17 1.4 18.9 4.658
735739.95582581 -112.958166666667 43.143 5 0 D 200575 2.37 39.7 99 4.665
735739.972549421 -114.240833333333 44.5643333333333 5 0 C 200576 0.04 0.5 12.9 4.657
735739.998417014 -112.794833333333 44.7438333333333 5 0 C 200577 0.03 0.6 12.8 4.731
735740.061622569 -114.284333333333 44.5843333333333 5 0 D 200578 0.18 1.6 19.5 4.672
735740.061640856 -114.142 44.5595 1.35 0 D 200579 0.26 4.6 2.4 1.467
735740.117955556 -114.2365 44.5525 5 0 C 200580 0.08 0.7 14 4.657
735740.119091898 -114.278 44.593 5 0 D 200581 0.05 1.2 13.2 4.657
735740.152457407 -114.234833333333 44.5563333333333 5 0 C 200582 0.03 0.5 12.8 4.657
735740.183986921 -114.2385 44.557 5 0 C 200583 0.03 0.7 12.8 4.657
735740.185333449 -114.29 44.5976666666667 5 0 D 200584 0.18 1.9 19.5 4.657
735740.193874653 -114.2325 44.5546666666667 5 0 C 200585 0.05 0.5 13.1 4.657
735740.325385069 -114.247833333333 44.5731666666667 5 0 C 200586 0.08 0.5 14.3 4.657
735740.332894329 -114.305833333333 44.591 5 0 D 200587 0.19 1.9 20 4.657
735740.438595833 -114.2855 44.5998333333333 5 0 D 200588 0.1 1.4 15 4.657
735740.492674306 -114.287333333333 44.6318333333333 5 0 D 200589 7.84 99 99 4.662
735740.529031713 -114.154 44.4921666666667 5 0 D 200590 0.11 1.5 15.4 4.657
735740.573557292 -114.236333333333 44.5541666666667 5 0 C 200591 0.09 0.6 14.5 4.657
735740.580562153 -113.0085 44.3841666666667 5 0 C 200592 0.3 0.5 27.9 4.724
735740.580420602 -114.754333333333 44.8891666666667 5.42 0 D 200593 3.51 62.5 76.8 5.064
735740.591196528 -114.235166666667 44.5556666666667 5 0 C 200594 0.04 0.5 13 4.672
735740.628808218 -114.24 44.5668333333333 5 0 C 200595 0.03 0.4 12.8 4.657
735740.664739005 -114.324166666667 44.5943333333333 5 0 D 200596 0.28 2.7 26.7 4.657
735740.719145255 -114.284666666667 44.5826666666667 5 0 D 200597 0.18 1.7 19.6 4.657
735740.791208681 -112.746833333333 46.1713333333333 0.05 0 D 200598 0.11 4.9 1.8 0.277
735740.796596759 -111.358 44.7975 4.51 0 C 200599 0.14 1.9 1.5 4.26
735740.852181944 -114.236666666667 44.563 5 0 C 200600 0.09 0.5 14.6 4.658
735740.85222963 -113.918333333333 44.543 5 0 D 200601 0.15 10 17.4 4.734
735740.996797338 -114.257166666667 44.5448333333333 5 0 D 200602 0.04 1.6 12.9 4.672
735741.026743982 -114.109333333333 44.7561666666667 5 0 D 200603 0.03 3 12.8 4.657
735741.088040972 -113.596333333333 45.1535 5 0 D 200604 0.19 1.2 20.3 4.672
735741.131881134 -114.239166666667 44.5588333333333 5 0 D 200605 0.03 0.9 12.8 4.657
735741.1319625 -113.2395 44.0735 5 0 D 200606 0.24 3.2 23.6 4.702
735741.270188194 -114.247833333333 44.5723333333333 5 0 C 200607 0.07 0.5 13.7 4.672
735741.283093634 -114.237 44.5535 5 0 C 200608 0.07 0.6 13.7 4.672
735741.329410648 -114.275333333333 44.6036666666667 5 0 D 200609 0.02 1.5 12.6 4.654
735741.344396875 -114.245 44.5745 5 0 C 200610 0.04 0.5 12.8 4.657
735741.400829745 -114.232 44.5546666666667 5 0 C 200611 0.04 0.5 12.9 4.657
735741.414340856 -114.260833333333 44.56 5 0 D 200612 0.06 0.9 13.4 4.657
735741.453716667 -114.243833333333 44.5648333333333 5 0 C 200613 0.07 0.9 13.9 4.672
735741.541388889 -114.232833333333 44.5558333333333 5 0 C 200614 0.05 0.6 13.2 4.657
735741.578584954 -114.235666666667 44.5348333333333 5 0 D 200615 0.04 1.4 12.9 4.654
735741.639110648 -114.300333333333 44.6058333333333 5 0 D 200616 0.04 1.4 12.9 4.654
735741.665631944 -114.242333333333 44.5631666666667 5 0 C 200617 0.03 0.5 12.8 4.657
735741.680605556 -114.238 44.5431666666667 5 0 D 200618 0.15 14.9 17.6 4.662
735741.684222685 -114.232666666667 44.5576666666667 5 0 C 200619 0.09 0.6 14.4 4.657
735741.797813542 -114.2405 44.5611666666667 5 0 C 200620 0.05 0.5 13.2 4.657
735741.931066667 -113.633833333333 45.4995 0.16 0 D 200621 0.82 34.5 27.1 0.362
735741.933170602 -114.321 44.5926666666667 5 0 D 200622 0.3 2.8 27.9 4.657
735741.934419097 -114.318833333333 44.5998333333333 5 0 D 200623 0.31 2.8 28.8 4.657
735741.97593287 -112.069833333333 44.916 1.25 0 D 200624 0.14 8 11 1.343
735741.993814583 -114.330166666667 44.6348333333333 5 0 D 200625 0.06 1 13.4 4.672
735742.005652546 -111.994 44.8853333333333 2.7 0 C 200626 0.21 2.3 2.6 2.631
735742.112489699 -114.2965 44.5848333333333 5 0 D 200627 0.15 1.4 17.8 4.672
735742.271544676 -114.329333333333 44.6321666666667 5 0 D 200628 0.06 1.1 13.4 4.657
735742.271718056 -113.674833333333 44.6743333333333 5 0 D 200629 2.99 45.4 99 4.676
735742.288199769 -114.328833333333 44.6346666666667 5 0 D 200630 0.06 1 13.4 4.672
735742.288212268 -114.295833333333 44.612 3.28 0 C 200631 0.06 1.2 3.1 3.204
735742.314141204 -114.233333333333 44.5561666666667 5 0 C 200632 0.05 0.6 13.2 4.657
