time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-09-20T12:24:15.820Z,42.6083,-111.4572,7.67,2.7,ml,,49,0.023,0.21,us,us2000arkf,2017-12-19T01:54:08.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.2,1,0.062,34,reviewed,us,us
2017-09-20T08:23:20.130Z,42.5842,-111.4304,7.76,2.8,ml,,40,0.015,0.22,us,us2000ari7,2017-12-19T01:54:07.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.1,1.2,0.042,76,reviewed,us,us
2017-09-20T08:10:01.290Z,42.5826,-111.4321,7.57,2.6,ml,,40,0.014,0.27,us,us2000ari5,2017-12-19T01:54:07.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.1,2.2,0.044,67,reviewed,us,us
2017-09-20T03:28:04.670Z,42.5813333,-111.4231667,8.05,2.35,ml,29,46,0.02152,0.1,uu,uu60248072,2017-09-20T16:50:52.780Z,"11 km NNW of Georgetown, Idaho",earthquake,0.22,0.29,0.26,7,reviewed,uu,uu
2017-09-20T02:20:18.720Z,42.5095,-111.399,8.52,2.15,ml,12,63,0.03878,0.09,uu,uu60248057,2018-01-04T21:54:34.510Z,"3 km NW of Georgetown, Idaho",earthquake,0.53,0.38,0.375,2,reviewed,uu,uu
2017-09-20T02:12:53.670Z,42.5063333,-111.4156667,7.74,2.06,md,6,126,0.04479,0.05,uu,uu60248052,2018-01-04T21:58:12.790Z,"4 km NW of Georgetown, Idaho",earthquake,0.58,0.79,0.497,3,reviewed,uu,uu
2017-09-20T01:01:24.240Z,42.6085,-111.4565,7.18,2.2,ml,16,51,0.02344,0.08,uu,uu60248042,2018-01-04T22:10:08.150Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.25,0.32,0.186,2,reviewed,uu,uu
2017-09-20T00:43:02.810Z,42.6128333,-111.4501667,6.23,2.04,ml,21,50,0.02754,0.18,uu,uu60248037,2017-09-20T15:38:13.990Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.39,0.55,0.161,4,reviewed,uu,uu
2017-09-20T00:17:45.890Z,42.6046667,-111.4663333,7.38,2.45,ml,17,51,0.02213,0.1,uu,uu60248017,2018-01-04T22:24:35.220Z,"12 km ESE of Soda Springs, Idaho",earthquake,0.29,0.35,0.168,2,reviewed,uu,uu
2017-09-19T23:26:52.870Z,42.5909,-111.4223,9.63,3,ml,,40,0.022,0.35,us,us2000arcp,2017-12-19T01:54:07.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.2,2,0.046,62,reviewed,us,us
2017-09-19T22:44:57.190Z,42.6077,-111.4558,4.67,2.4,ml,,40,0.022,0.27,us,us2000arbk,2017-12-19T01:54:07.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1,0.8,0.062,34,reviewed,us,us
2017-09-19T16:55:58.690Z,42.606,-111.4488333,3.56,2.11,md,14,55,0.0208,0.1,uu,uu60247877,2017-09-19T20:46:35.190Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.42,0.29,0.231,4,reviewed,uu,uu
2017-09-19T16:45:42.100Z,42.6077,-111.469,7.7,2.7,ml,,49,0.025,0.51,us,us2000aqvm,2017-12-19T01:54:06.040Z,"12 km ESE of Soda Springs, Idaho",earthquake,1.5,5.8,0.05,52,reviewed,us,us
2017-09-19T16:32:26.530Z,42.6138333,-111.4455,1.76,2.07,ml,9,84,0.02889,0.07,uu,uu60247852,2017-09-19T20:59:33.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.37,0.23,0.206,4,reviewed,uu,uu
2017-09-19T16:15:27.410Z,42.6149,-111.4431,4.8,2.9,ml,,50,0.03,0.23,us,us2000ary5,2017-12-19T01:54:06.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1,1.6,0.085,18,reviewed,us,us
2017-09-19T16:15:06.360Z,42.612,-111.4567,6.7,2.5,ml,,42,0.026,0.49,us,us2000c27n,2017-12-19T01:54:06.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.1,2.1,0.053,46,reviewed,us,us
2017-09-19T16:10:48.870Z,42.616,-111.4551667,1.41,2.11,ml,12,79,0.02703,0.12,uu,uu60247822,2017-09-20T17:12:35.420Z,"12 km ESE of Soda Springs, Idaho",earthquake,0.55,0.4,0.261,3,reviewed,uu,uu
2017-09-19T16:05:40.170Z,42.6154,-111.4706,8.81,3.1,ml,,50,0.028,0.6,us,us2000aqtm,2017-12-19T01:54:06.040Z,"11 km ESE of Soda Springs, Idaho",earthquake,1.8,6.2,0.051,50,reviewed,us,us
2017-09-19T15:42:12.030Z,42.6121,-111.4724,4.3,2.5,ml,,50,0.03,0.41,us,us2000aqsk,2017-12-19T01:54:06.040Z,"11 km ESE of Soda Springs, Idaho",earthquake,1.1,1.3,0.062,34,reviewed,us,us
2017-09-19T15:37:40.350Z,42.6103333,-111.4573333,3.29,2.07,ml,14,55,0.02535,0.14,uu,uu60247797,2018-01-11T20:29:06.130Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.3,0.44,0.282,2,reviewed,uu,uu
2017-09-19T15:35:09.120Z,42.6064,-111.4508,4.14,3,ml,,38,0.021,0.17,us,us2000aqsh,2017-12-19T01:54:06.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.4,1.5,0.053,46,reviewed,us,us
2017-09-19T15:27:13.730Z,42.6056,-111.4487,5.79,3.7,mwr,,38,0.02,0.31,us,us2000aqs7,2017-12-19T01:54:05.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.1,1.1,0.039,64,reviewed,us,us
2017-09-19T11:27:04.150Z,42.5968333,-111.4448333,0.85,2.25,ml,16,50,0.01262,0.1,uu,uu60247727,2018-01-10T19:22:57.200Z,"14 km NNW of Georgetown, Idaho",earthquake,0.32,0.2,0.1,3,reviewed,uu,uu
2017-09-19T08:36:54.420Z,42.5301667,-111.4176667,6.01,2.1,ml,27,47,0.0606,0.13,uu,uu60247677,2017-12-08T22:25:51.110Z,"6 km NW of Georgetown, Idaho",earthquake,0.23,0.42,0.21,5,reviewed,uu,uu
2017-09-18T19:32:24.310Z,42.6341,-111.4513,7.88,2.8,ml,,37,0.01,0.33,us,us2000aq71,2017-12-19T01:54:04.040Z,"12 km E of Soda Springs, Idaho",earthquake,0.9,1.8,0.05,52,reviewed,us,us
2017-09-18T19:11:01.500Z,42.558,-111.4196667,7.21,2.05,ml,14,66,0.03616,0.08,uu,uu60247447,2018-01-22T18:54:42.260Z,"9 km NNW of Georgetown, Idaho",earthquake,0.3,0.34,0.347,2,reviewed,uu,uu
2017-09-18T09:25:41.240Z,42.5481667,-111.4128333,4.53,2.21,ml,15,57,0.04697,0.17,uu,uu60247337,2018-01-22T00:49:08.080Z,"8 km NNW of Georgetown, Idaho",earthquake,0.32,0.73,0.196,2,reviewed,uu,uu
2017-09-18T04:49:09.350Z,42.6072,-111.457,5.27,3.6,mwr,,42,0.022,0.31,us,us2000apre,2017-12-19T01:54:03.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1,0.9,0.037,72,reviewed,us,us
2017-09-18T03:20:55.680Z,42.5936667,-111.4291667,7.36,2.42,ml,22,42,0.01869,0.16,uu,uu60247287,2017-09-18T22:04:17.070Z,"13 km NNW of Georgetown, Idaho",earthquake,0.3,0.48,0.177,9,reviewed,uu,uu
2017-09-18T02:40:48.740Z,42.6296667,-111.4425,2.81,2.04,ml,16,54,0.01798,0.11,uu,uu60247262,2018-01-17T19:50:01.860Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.23,0.2,0.354,2,reviewed,uu,uu
2017-09-18T02:33:08.690Z,42.634,-111.4448333,3.61,2.05,ml,14,55,0.01373,0.09,uu,uu60247252,2018-01-17T19:37:10.030Z,"13 km E of Soda Springs, Idaho",earthquake,0.22,0.32,0.438,2,reviewed,uu,uu
2017-09-18T02:04:40.840Z,42.6138333,-111.4656667,2.45,2.08,ml,16,79,0.02946,0.13,uu,uu60247247,2018-01-17T19:31:29.050Z,"12 km ESE of Soda Springs, Idaho",earthquake,0.28,0.23,0.105,2,reviewed,uu,uu
2017-09-17T22:45:06.470Z,42.5913333,-111.4246667,5.48,2.21,ml,21,53,0.02093,0.13,uu,uu60247177,2018-01-31T19:22:09.560Z,"12 km NNW of Georgetown, Idaho",earthquake,0.31,0.47,0.228,8,reviewed,uu,uu
2017-09-17T20:01:40.830Z,42.6066667,-111.4518333,6.91,2.51,ml,13,66,0.02135,0.08,uu,uu60247147,2018-01-31T20:08:37.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.32,0.34,0.143,2,reviewed,uu,uu
2017-09-17T19:28:48.070Z,42.5897,-111.4257,4.84,2.5,ml,,40,0.019,0.3,us,us2000apkc,2017-12-19T01:54:02.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1,1.5,0.057,40,reviewed,us,us
2017-09-17T16:24:54.600Z,42.5216667,-111.41,5.14,2.45,ml,16,55,0.05341,0.17,uu,uu60247087,2018-01-31T19:50:31.290Z,"5 km NW of Georgetown, Idaho",earthquake,0.35,0.83,0.246,2,reviewed,uu,uu
2017-09-17T16:16:45.540Z,42.5366667,-111.4263333,8.28,2.49,ml,16,52,0.05212,0.08,uu,uu60247077,2018-01-31T19:42:11.190Z,"7 km NW of Georgetown, Idaho",earthquake,0.19,0.34,0.425,2,reviewed,uu,uu
2017-09-17T16:11:26.200Z,42.6079,-111.4324,7.03,2.7,ml,,38,0.026,0.35,us,us2000bsv2,2017-12-19T01:54:02.040Z,"14 km NNW of Georgetown, Idaho",earthquake,0.7,1.6,0.074,24,reviewed,us,us
2017-09-17T16:11:04.820Z,42.5359,-111.4108,5.33,2.6,ml,,45,0.057,0.3,us,us2000apj3,2017-12-19T01:54:02.040Z,"6 km NNW of Georgetown, Idaho",earthquake,1.1,2.1,0.055,44,reviewed,us,us
2017-09-17T16:08:41.490Z,42.6066667,-111.4315,5.82,2.07,ml,12,85,0.02609,0.08,uu,uu60014619,2018-01-31T18:55:43.700Z,"14 km NNW of Georgetown, Idaho",earthquake,0.36,0.49,0.306,2,reviewed,uu,uu
2017-09-17T16:02:42.480Z,42.522,-111.4146667,5.39,2.52,ml,11,58,0.05569,0.06,uu,uu60247037,2018-01-30T19:39:08.550Z,"5 km NW of Georgetown, Idaho",earthquake,0.29,0.48,0.281,2,reviewed,uu,uu
2017-09-17T15:59:58.840Z,42.5429,-111.4107,8.67,2.7,ml,,44,0.052,0.44,us,us2000apj0,2017-12-19T01:54:02.040Z,"7 km NNW of Georgetown, Idaho",earthquake,1.4,3.8,0.053,46,reviewed,us,us
2017-09-17T15:34:42.550Z,42.6048333,-111.4553333,6.79,2.62,ml,14,61,0.0197,0.08,uu,uu60247002,2018-01-30T19:26:13.260Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.25,0.37,0.027,2,reviewed,uu,uu
2017-09-17T15:23:12.370Z,42.5326667,-111.4315,8.58,2.59,ml,14,49,0.0547,0.08,uu,uu60246987,2018-01-30T19:10:44.980Z,"7 km NW of Georgetown, Idaho",earthquake,0.22,0.44,0.308,2,reviewed,uu,uu
2017-09-17T11:23:04.860Z,42.6088333,-111.4333333,6.4,2.42,ml,13,56,0.02719,0.12,uu,uu60246962,2018-01-30T18:58:49.320Z,"14 km ESE of Soda Springs, Idaho",earthquake,0.31,0.49,0.163,2,reviewed,uu,uu
2017-09-17T08:17:33.860Z,42.575,-111.4476667,2,2.54,ml,15,52,0.01074,0.13,uu,uu60246932,2018-01-30T18:48:56.950Z,"12 km NNW of Georgetown, Idaho",earthquake,0.33,0.52,0.034,2,reviewed,uu,uu
2017-09-17T07:40:47.210Z,42.584,-111.4457,5.07,2.4,ml,,40,0.004,0.32,us,us2000apfv,2017-12-19T01:54:01.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1,0.8,0.051,50,reviewed,us,us
2017-09-17T07:09:41.720Z,42.6108,-111.4317,6.9,2.7,ml,,38,0.029,0.19,us,us2000apft,2017-12-19T01:54:01.040Z,"14 km ESE of Soda Springs, Idaho",earthquake,0.9,1.5,0.044,68,reviewed,us,us
2017-09-17T06:55:26.240Z,42.5833333,-111.4425,2.37,2.01,ml,14,53,0.007144,0.12,uu,uu60246902,2018-01-30T17:22:10.010Z,"12 km NNW of Georgetown, Idaho",earthquake,0.4,0.42,0.009,2,reviewed,uu,uu
2017-09-17T06:51:14.870Z,42.586,-111.4385,1.62,2.27,ml,19,52,0.009847,0.15,uu,uu60246897,2018-01-30T17:17:30.790Z,"12 km NNW of Georgetown, Idaho",earthquake,0.26,0.4,0.021,2,reviewed,uu,uu
2017-09-17T06:13:21.910Z,42.583,-111.4462,3.83,2.9,ml,,40,0.004,0.32,us,us2000apfd,2017-12-19T01:54:01.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.1,0.8,0.05,52,reviewed,us,us
2017-09-17T02:42:12.410Z,42.5566667,-111.4218333,8.4,2.09,ml,13,56,0.03618,0.1,uu,uu60246767,2018-01-27T20:24:07.520Z,"9 km NNW of Georgetown, Idaho",earthquake,0.34,0.55,0.211,2,reviewed,uu,uu
2017-09-16T17:41:59.470Z,42.6046667,-111.429,5.07,2.23,ml,20,46,0.02565,0.11,uu,uu60246607,2018-02-13T00:08:21.030Z,"14 km NNW of Georgetown, Idaho",earthquake,0.25,0.4,0.304,7,reviewed,uu,uu
2017-09-16T17:14:37.640Z,42.5836,-111.4269,6.94,3,ml,,40,0.018,0.34,us,us2000ap6d,2017-12-13T02:29:47.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1,2.1,0.03,144,reviewed,us,us
2017-09-16T16:51:41.390Z,42.5818333,-111.4283333,5.44,2.19,ml,8,100,0.01767,0.07,uu,uu60246577,2018-03-15T19:01:02.520Z,"12 km NNW of Georgetown, Idaho",earthquake,0.48,0.48,0.143,3,reviewed,uu,uu
2017-09-16T15:30:38.750Z,42.5828333,-111.4293333,5.92,2.46,ml,10,105,0.01677,0.06,uu,uu60246512,2018-03-13T22:37:29.910Z,"12 km NNW of Georgetown, Idaho",earthquake,0.34,0.37,0.104,2,reviewed,uu,uu
2017-09-16T15:26:35.030Z,42.5765,-111.4326,7.05,2.5,ml,,41,0.016,0.27,us,us2000ap48,2017-12-13T02:29:47.040Z,"11 km NNW of Georgetown, Idaho",earthquake,0.8,1.7,0.057,40,reviewed,us,us
2017-09-16T15:14:49.480Z,42.5815,-111.424,5.08,2.57,ml,19,48,0.02088,0.13,uu,uu60246492,2018-03-13T22:31:46.350Z,"11 km NNW of Georgetown, Idaho",earthquake,0.25,0.46,0.117,2,reviewed,uu,uu
2017-09-16T15:12:58.530Z,42.5789,-111.4026,10.67,2.5,ml,,56,0.036,0.44,us,us2000ap45,2017-12-13T02:29:47.040Z,"11 km NNW of Georgetown, Idaho",earthquake,0.9,2.8,0.051,50,reviewed,us,us
2017-09-16T14:55:14.620Z,42.5853333,-111.4178333,4.84,2.04,ml,13,79,0.02509,0.14,uu,uu60246462,2018-02-14T19:57:16.130Z,"12 km NNW of Georgetown, Idaho",earthquake,0.35,0.55,0.111,2,reviewed,uu,uu
2017-09-16T14:24:11.020Z,42.5851,-111.4181,6.52,2.8,ml,,40,0.024,0.3,us,us2000ap3f,2017-12-13T02:29:46.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1,2.1,0.047,60,reviewed,us,us
2017-09-16T11:27:17.340Z,42.5958333,-111.4435,1.71,2.62,ml,17,52,0.01218,0.17,uu,uu60246432,2018-02-14T19:52:36.590Z,"13 km NNW of Georgetown, Idaho",earthquake,0.26,0.34,0.002,2,reviewed,uu,uu
2017-09-16T09:18:58.440Z,42.573,-111.4248333,6.6,2.46,ml,15,70,0.02341,0.14,uu,uu60246417,2018-02-14T19:42:18.610Z,"11 km NNW of Georgetown, Idaho",earthquake,0.32,0.92,0.255,2,reviewed,uu,uu
2017-09-16T07:15:09.350Z,42.5188333,-111.4253333,6.68,2.4,ml,13,45,0.0585,0.11,uu,uu60246362,2018-02-13T01:38:24.530Z,"6 km NW of Georgetown, Idaho",earthquake,0.33,0.42,0.157,2,reviewed,uu,uu
2017-09-16T05:24:27.030Z,42.579,-111.4256667,6.46,2.41,ml,14,100,0.0203,0.13,uu,uu60246302,2018-02-12T19:05:41.470Z,"11 km NNW of Georgetown, Idaho",earthquake,0.34,0.57,0.038,2,reviewed,uu,uu
2017-09-16T05:20:56.520Z,42.5756,-111.4133,8.73,3.9,mwr,,41,0.03,0.17,us,us2000anyv,2017-12-13T02:29:46.040Z,"10 km NNW of Georgetown, Idaho",earthquake,1.3,2.8,0.036,75,reviewed,us,us
2017-09-16T00:07:16.420Z,42.596,-111.4533333,3.55,2.25,ml,14,62,0.01075,0.11,uu,uu60246242,2018-02-07T19:57:39.560Z,"14 km ESE of Soda Springs, Idaho",earthquake,0.25,0.29,0.169,2,reviewed,uu,uu
2017-09-15T21:21:57.890Z,42.6117,-111.4429,6.07,3.1,ml,,38,0.027,0.26,us,us2000anrz,2021-08-18T21:55:27.120Z,"14 km ESE of Soda Springs, Idaho",earthquake,0.7,1.4,0.034,114,reviewed,us,us
2017-09-15T20:21:45.900Z,42.5575,-111.4195,9.79,2.3,ml,,56,0.036,0.16,us,us2000annp,2018-05-10T22:13:09.880Z,"9 km NNW of Georgetown, Idaho",earthquake,1.3,3.8,0.062,34,reviewed,us,us
2017-09-15T11:23:51.820Z,42.5666,-111.4462,7.2,2.6,ml,,42,0.019,0.28,us,us2000an7j,2017-12-13T02:29:45.040Z,"11 km NNW of Georgetown, Idaho",earthquake,1.1,0.9,0.056,42,reviewed,us,us
2017-09-15T10:39:20.990Z,42.5921,-111.4466,5.25,3,ml,,39,0.007,0.3,us,us2000an6x,2017-12-13T02:29:45.040Z,"13 km NNW of Georgetown, Idaho",earthquake,1.2,1,0.039,86,reviewed,us,us
2017-09-15T09:23:21.570Z,42.5723,-111.4369,4.71,2.1,ml,,54,0.017,0.21,us,us2000an6e,2018-05-10T21:33:24.470Z,"11 km NNW of Georgetown, Idaho",earthquake,0.8,2.2,0.064,32,reviewed,us,us
2017-09-15T08:22:41.220Z,42.5805,-111.4475,4.04,3.6,mwr,,40,0.005,0.35,us,us2000an5j,2017-12-13T02:29:44.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.2,0.8,0.039,63,reviewed,us,us
2017-09-15T04:06:38.400Z,42.557,-111.4108333,7.46,2.13,ml,15,48,0.04142,0.1,uu,uu60245947,2018-04-18T17:54:01.210Z,"8 km NNW of Georgetown, Idaho",earthquake,0.25,0.47,0.224,3,reviewed,uu,uu
2017-09-15T00:38:09.950Z,42.523,-111.4216667,8.33,2.27,ml,16,56,0.05972,0.09,uu,uu60245877,2018-03-28T18:38:46.450Z,"6 km NW of Georgetown, Idaho",earthquake,0.24,0.34,0.4,2,reviewed,uu,uu
2017-09-14T20:59:38.510Z,42.5876667,-111.4485,1.37,2.62,ml,16,52,0.003396,0.12,uu,uu60245792,2018-06-12T22:22:50.070Z,"13 km NNW of Georgetown, Idaho",earthquake,0.28,0.3,0.018,2,reviewed,uu,uu
2017-09-14T19:50:48.570Z,42.5986667,-111.4383333,7.05,2.36,ml,12,54,0.01665,0.06,uu,uu60245767,2018-06-12T22:31:10.110Z,"14 km NNW of Georgetown, Idaho",earthquake,0.22,0.29,0.091,2,reviewed,uu,uu
2017-09-14T18:43:29.150Z,42.598,-111.4261667,7.37,2.19,ml,10,83,0.02279,0.07,uu,uu60245737,2018-06-18T21:36:17.830Z,"13 km NNW of Georgetown, Idaho",earthquake,0.5,0.33,0.162,2,reviewed,uu,uu
2017-09-14T17:28:26.340Z,42.5987,-111.4476,8.48,2.9,ml,,38,0.013,0.22,us,us2000amw9,2017-12-13T02:29:43.040Z,"14 km ESE of Soda Springs, Idaho",earthquake,1.1,8.4,0.049,54,reviewed,us,us
2017-09-14T17:26:39.130Z,42.5873,-111.4355,7.52,3.2,ml,,40,0.012,0.3,us,us2000amja,2017-12-13T02:29:43.040Z,"12 km NNW of Georgetown, Idaho",earthquake,0.7,5.1,0.035,109,reviewed,us,us
2017-09-14T14:04:00.240Z,42.6047,-111.4117,6.9,2.4,ml,,41,0.035,0.2,us,us2000amcx,2017-12-13T02:29:43.040Z,"14 km NNW of Georgetown, Idaho",earthquake,0.9,1.4,0.051,50,reviewed,us,us
2017-09-14T12:52:59.310Z,42.5339,-111.4223,8.97,2.8,ml,,45,0.055,0.38,us,us2000ambm,2017-12-13T02:29:43.040Z,"7 km NW of Georgetown, Idaho",earthquake,0.7,2.9,0.038,90,reviewed,us,us
2017-09-14T12:28:14.990Z,42.5188333,-111.4103333,8.64,2.24,ml,13,101,0.05124,0.08,uu,uu60245552,2018-06-18T20:25:15.120Z,"5 km NW of Georgetown, Idaho",earthquake,0.36,0.69,0.4,2,reviewed,uu,uu
2017-09-14T10:37:39.950Z,42.576,-111.4261667,7.7,2.43,ml,10,101,0.02109,0.1,uu,uu60245477,2018-06-15T21:58:32.150Z,"11 km NNW of Georgetown, Idaho",earthquake,0.36,0.41,0.019,2,reviewed,uu,uu
2017-09-14T10:29:04.520Z,42.6111667,-111.4843333,1.53,2.35,ml,13,76,0.03529,0.11,uu,uu60245467,2018-06-15T21:54:20.730Z,"10 km ESE of Soda Springs, Idaho",earthquake,0.23,0.37,0.255,2,reviewed,uu,uu
2017-09-14T07:50:16.920Z,42.6016667,-111.4573333,6.91,2.21,ml,10,93,0.01686,0.07,uu,uu60245437,2018-06-15T21:34:13.090Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.31,0.34,0.207,2,reviewed,uu,uu
2017-09-14T04:45:25.190Z,42.5308333,-111.4265,8.65,2.06,ml,15,96,0.05755,0.09,uu,uu60245327,2018-06-15T20:05:52.370Z,"7 km NW of Georgetown, Idaho",earthquake,0.24,0.48,0.316,2,reviewed,uu,uu
2017-09-14T03:52:59.100Z,42.5328333,-111.4226667,8.07,2.26,ml,14,99,0.05668,0.05,uu,uu60245272,2018-06-13T19:57:34.830Z,"7 km NW of Georgetown, Idaho",earthquake,0.29,0.37,0.315,2,reviewed,uu,uu
2017-09-14T03:18:24.890Z,42.5205,-111.4238333,6.98,2,ml,14,92,0.05892,0.09,uu,uu60245222,2018-06-13T19:05:54.420Z,"6 km NW of Georgetown, Idaho",earthquake,0.35,0.49,0.46,2,reviewed,uu,uu
2017-09-14T03:17:34.600Z,42.518,-111.4115,8.48,2.35,md,12,100,0.0511,0.1,uu,uu60015874,2018-06-12T20:54:55.890Z,"southern Idaho",earthquake,0.56,0.44,0.13,4,reviewed,uu,uu
2017-09-14T02:58:20.890Z,42.5325,-111.4265,10,3.2,ml,,51,0.056,0.49,us,us2000amd4,2017-12-13T02:29:42.040Z,"7 km NW of Georgetown, Idaho",earthquake,0.8,1.7,0.069,28,reviewed,us,us
2017-09-14T02:57:53.360Z,42.5205,-111.4151,8.1,3.1,ml,,43,0.054,0.51,us,us2000amd0,2017-12-13T02:29:42.040Z,"5 km NW of Georgetown, Idaho",earthquake,0.9,5.1,0.052,48,reviewed,us,us
2017-09-14T02:54:11.390Z,42.5405,-111.4172,8.91,3.2,ml,,91,0.051,0.46,us,us2000bsvm,2017-12-13T02:29:42.040Z,"7 km NNW of Georgetown, Idaho",earthquake,1.2,5.1,0.071,26,reviewed,us,us
2017-09-14T02:53:09.150Z,42.4888,-111.4132,10,4,mwr,,46,0.034,0.68,us,us2000am2z,2017-12-13T02:29:42.040Z,"3 km WNW of Georgetown, Idaho",earthquake,1.5,1.9,0.033,87,reviewed,us,us
2017-09-14T02:53:01.020Z,42.5292,-111.4086,8.82,3.7,ml,,58,0.059,0.43,us,us2000am2c,2017-12-13T02:29:42.040Z,"6 km NNW of Georgetown, Idaho",earthquake,1.7,7,0.128,8,reviewed,us,us
2017-09-14T02:35:55.060Z,42.5206,-111.4246,8.99,2.3,ml,,46,0.059,0.38,us,us2000am28,2018-06-12T20:05:11.490Z,"6 km NW of Georgetown, Idaho",earthquake,1.1,4.7,0.06,36,reviewed,us,us
2017-09-14T02:31:28.650Z,42.5273333,-111.4178333,8.89,2.48,ml,16,100,0.06137,0.11,uu,uu60245142,2018-05-17T22:35:46.530Z,"6 km NW of Georgetown, Idaho",earthquake,0.42,0.48,0.367,2,reviewed,uu,uu
2017-09-14T01:44:41.040Z,42.599,-111.4208,10,2.6,ml,,39,0.026,0.41,us,us2000am1y,2017-12-13T02:29:42.040Z,"13 km NNW of Georgetown, Idaho",earthquake,1.3,1.7,0.064,32,reviewed,us,us
2017-09-14T00:37:32.930Z,42.5746667,-111.4185,7.44,2.11,ml,14,103,0.02679,0.06,uu,uu60245117,2018-05-17T22:18:06.420Z,"11 km NNW of Georgetown, Idaho",earthquake,0.27,0.33,0.044,2,reviewed,uu,uu
2017-09-13T19:33:53.180Z,42.601,-111.4508,6.18,2.9,ml,,38,0.015,0.34,us,us2000alq6,2017-12-13T02:29:42.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.9,1.2,0.042,76,reviewed,us,us
2017-09-13T15:53:52.930Z,42.5656667,-111.4081667,10,2.18,ml,10,105,0.03773,0.1,uu,uu60244952,2018-06-26T21:25:47.350Z,"9 km NNW of Georgetown, Idaho",earthquake,0.39,0.48,0.042,2,reviewed,uu,uu
2017-09-13T12:51:41.280Z,42.583,-111.4148333,1.99,2.13,md,11,103,0.0274,0.13,uu,uu60244912,2018-06-22T19:19:14.310Z,"11 km NNW of Georgetown, Idaho",earthquake,0.58,0.49,0.271,4,reviewed,uu,uu
2017-09-13T10:34:24.110Z,42.5823333,-111.4325,6.97,2.3,ml,13,99,0.01456,0.06,uu,uu60244872,2018-06-22T18:49:09.110Z,"12 km NNW of Georgetown, Idaho",earthquake,0.24,0.38,0.014,2,reviewed,uu,uu
2017-09-13T09:58:18.750Z,42.5678333,-111.422,7.73,2.44,ml,23,57,0.02809,0.12,uu,uu60244867,2017-09-13T16:26:29.180Z,"10 km NNW of Georgetown, Idaho",earthquake,0.25,0.41,0.048,10,reviewed,uu,uu
2017-09-13T08:53:29.810Z,42.5278333,-111.4161667,9.94,2.2,ml,15,101,0.06107,0.08,uu,uu60244842,2018-06-22T18:30:59.250Z,"6 km NW of Georgetown, Idaho",earthquake,0.35,0.5,0.482,2,reviewed,uu,uu
2017-09-13T08:48:46.120Z,42.5941,-111.454,6.05,2.5,ml,,39,0.009,0.4,us,us2000alcf,2017-12-13T02:29:41.040Z,"14 km ESE of Soda Springs, Idaho",earthquake,1.1,0.8,0.057,40,reviewed,us,us
2017-09-13T07:22:55.770Z,42.573,-111.4156667,6.99,2.19,ml,13,103,0.02938,0.11,uu,uu60244787,2018-06-22T17:57:46.770Z,"southern Idaho",earthquake,0.37,0.37,0.085,2,reviewed,uu,uu
2017-09-13T07:13:39.230Z,42.6604,-111.4643,9.3,2.2,ml,,66,0.017,0.27,us,us2000albc,2018-06-22T17:46:50.290Z,"11 km E of Soda Springs, Idaho",earthquake,1.7,3.2,0.06,36,reviewed,us,us
2017-09-13T06:57:19.080Z,42.5697,-111.4228,7.55,2.5,ml,,42,0.026,0.31,us,us2000alb7,2017-12-13T02:29:41.040Z,"10 km NNW of Georgetown, Idaho",earthquake,0.8,1.8,0.06,36,reviewed,us,us
2017-09-13T03:47:00.180Z,42.6265,-111.4625,2.78,2.1,ml,11,90,0.01659,0.13,uu,uu60244717,2018-06-19T20:49:30.630Z,"12 km ESE of Soda Springs, Idaho",earthquake,0.39,0.24,0.378,2,reviewed,uu,uu
2017-09-13T02:37:58.610Z,42.5865,-111.4513333,2.99,2,ml,10,95,0.001248,0.08,uu,uu60244677,2018-06-19T20:09:35.320Z,"13 km NNW of Georgetown, Idaho",earthquake,0.25,0.29,0.083,2,reviewed,uu,uu
