time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-09-10T11:12:39.050Z,42.6074,-111.4701,4.56,4.7,mww,,30,0.025,0.47,us,us2000ajbt,2017-12-13T02:29:34.040Z,"12 km ESE of Soda Springs, Idaho",earthquake,1,2.6,0.059,28,reviewed,us,us
2017-09-10T11:10:20.100Z,42.5571,-111.4195,6.39,3.4,ml,,96,0.036,0.32,us,us2000bt1a,2017-12-13T02:29:34.040Z,"9 km NNW of Georgetown, Idaho",earthquake,1,1.4,0.053,46,reviewed,us,us
2017-09-10T11:09:57.830Z,42.6092,-111.4765,4.45,2.6,ml,,60,0.03,0.64,us,us2000ajbp,2017-12-13T02:29:34.040Z,"11 km ESE of Soda Springs, Idaho",earthquake,1,2.1,0.052,48,reviewed,us,us
2017-09-10T10:53:09.380Z,42.6134,-111.4758,4.92,3.1,ml,,56,0.032,0.31,us,us2000ajbk,2017-12-13T02:29:34.040Z,"11 km ESE of Soda Springs, Idaho",earthquake,1.2,1.9,0.041,78,reviewed,us,us
2017-09-10T10:50:56.310Z,42.5777,-111.433,5.22,2.5,ml,,75,0.015,0.22,us,us2000bsut,2017-12-13T02:29:34.040Z,"12 km SSE of Georgetown, ID",earthquake,1.1,0.9,0.077,22,reviewed,us,us
2017-09-10T10:50:35.480Z,42.5827,-111.4354,7.1,2.6,ml,,57,0.012,0.45,us,us2000ajbj,2017-12-13T02:29:34.040Z,"12 km NNW of Georgetown, Idaho",earthquake,0.9,2,0.053,46,reviewed,us,us
2017-09-10T10:41:56.780Z,42.6037,-111.4398,7.56,2.5,ml,,57,0.02,0.27,us,us2000ajba,2017-12-13T02:29:34.040Z,"14 km NNW of Georgetown, Idaho",earthquake,0.9,1.4,0.045,64,reviewed,us,us
2017-09-10T10:36:08.110Z,42.5945,-111.4449,4.68,2.7,ml,,54,0.01,0.39,us,us2000bt19,2017-12-13T02:29:33.040Z,"13 km NNW of Georgetown, Idaho",earthquake,0.6,2.2,0.059,38,reviewed,us,us
2017-09-10T10:35:17.260Z,42.5994,-111.4433,6.79,2.5,ml,,57,0.015,0.33,us,us2000ajay,2017-12-13T02:29:33.040Z,"14 km NNW of Georgetown, Idaho",earthquake,0.9,1.4,0.051,50,reviewed,us,us
2017-09-10T10:28:03.040Z,42.6365,-111.4732,5.41,2.5,ml,,62,0.012,0.73,us,us2000ajas,2017-12-13T02:29:33.040Z,"10 km E of Soda Springs, Idaho",earthquake,1,1.9,0.056,42,reviewed,us,us
2017-09-10T10:18:57.880Z,42.631,-111.479,2.2,2.4,ml,,68,0.019,0.63,us,us2000ajaj,2017-12-13T02:29:33.040Z,"10 km ESE of Soda Springs, Idaho",earthquake,0.7,2.9,0.049,54,reviewed,us,us
2017-09-10T10:11:57.280Z,42.5813,-111.4701,5.54,2.8,ml,,62,0.014,0.32,us,us2000ajad,2017-12-13T02:29:33.040Z,"13 km SE of Soda Springs, Idaho",earthquake,0.8,1.4,0.047,60,reviewed,us,us
2017-09-10T10:09:02.720Z,42.5657,-111.4089,4.44,2.7,ml,,81,0.037,0.38,us,us2000ajac,2017-12-13T02:29:33.040Z,"9 km NNW of Georgetown, Idaho",earthquake,0.9,2.6,0.051,50,reviewed,us,us
2017-09-10T10:07:42.930Z,42.6359,-111.4872,4.33,2.6,ml,,85,0.021,0.48,us,us2000bt18,2017-12-13T02:29:33.040Z,"9 km ESE of Soda Springs, Idaho",earthquake,1.9,1.9,0.051,50,reviewed,us,us
2017-09-10T10:06:10.070Z,42.6363333,-111.4398333,-1.3,2.38,ml,10,142,0.1223,0.14,uu,uu60014004,2017-11-30T19:18:27.610Z,"13 km E of Soda Springs, Idaho",earthquake,0.39,1.3,0.374,2,reviewed,uu,uu
2017-09-10T10:04:52.120Z,42.5867,-111.4646,5.08,2.5,ml,,55,0.009,0.48,us,us2000aja1,2017-12-13T02:29:33.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.1,1.7,0.046,62,reviewed,us,us
2017-09-10T09:57:29.420Z,42.5551,-111.4072,5.32,2.5,ml,,61,0.044,0.28,us,us2000bt17,2017-12-13T02:29:33.040Z,"8 km NNW of Georgetown, Idaho",earthquake,0.9,2,0.071,26,reviewed,us,us
2017-09-10T09:54:50.450Z,42.6136,-111.4454,7.55,3.1,ml,,57,0.028,0.31,us,us2000bt16,2017-12-13T02:29:33.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.9,1.4,0.059,38,reviewed,us,us
2017-09-10T09:53:48.180Z,42.6303,-111.4459,5.94,2.7,ml,,98,0.015,0.36,us,us2000bvja,2017-12-13T02:29:33.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.2,1.7,0.077,22,reviewed,us,us
2017-09-10T09:52:14.480Z,42.6308,-111.4462,4.01,3.4,ml,,57,0.015,0.22,us,us2000bt15,2017-12-13T02:29:33.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.8,2,0.06,36,reviewed,us,us
2017-09-10T09:51:12.530Z,42.5946,-111.4303,7.55,3,ml,,104,0.018,0.31,us,us2000bsvc,2017-12-13T02:29:33.040Z,"13 km NNW of Georgetown, Idaho",earthquake,1,1.3,0.097,14,reviewed,us,us
2017-09-10T09:50:49.520Z,42.5611,-111.4255,11.63,3,ml,,73,0.031,0.48,us,us2000bsvb,2017-12-13T02:29:33.040Z,"9 km NNW of Georgetown, Idaho",earthquake,1,3.2,0.074,24,reviewed,us,us
2017-09-10T09:49:55.380Z,42.5975,-111.4269,4.66,2.8,ml,,85,0.022,0.46,us,us2000bsva,2017-12-13T02:29:33.040Z,"13 km NNW of Georgetown, Idaho",earthquake,1.2,1.6,0.105,12,reviewed,us,us
2017-09-10T09:48:27.810Z,42.6147,-111.4216,2.61,3.5,ml,,107,0.036,0.25,us,us2000akbp,2017-12-13T02:29:33.040Z,"15 km NNW of Georgetown, Idaho",earthquake,1.5,3.1,0.105,12,reviewed,us,us
2017-09-10T09:47:10.570Z,42.5629,-111.4155,9.83,5,mww,,24,0.034,0.75,us,us2000aj9i,2017-12-13T02:29:33.040Z,"9 km NNW of Georgetown, Idaho",earthquake,1.5,5,0.047,44,reviewed,us,us
2017-09-10T08:48:18.170Z,42.6157,-111.4627,6.78,2.5,ml,,56,0.027,0.25,us,us2000aj8v,2017-12-13T02:29:33.040Z,"12 km ESE of Soda Springs, Idaho",earthquake,1,1.4,0.06,36,reviewed,us,us
2017-09-10T07:09:04.610Z,42.5693,-111.4221,7,3,ml,,58,0.027,0.16,us,us2000aj7l,2017-12-13T02:29:33.040Z,"10 km NNW of Georgetown, Idaho",earthquake,1,1.6,0.053,46,reviewed,us,us
2017-09-10T02:15:30.960Z,42.6483,-111.4586,10,2.4,ml,,34,0.005,0.82,us,us2000aj4q,2017-12-13T02:29:32.040Z,"11 km E of Soda Springs, Idaho",earthquake,2.9,2,0.045,66,reviewed,us,us
2017-09-10T02:00:32.850Z,42.6737,-111.4779,2.46,3.2,ml,,38,0.033,0.91,us,us2000aj4m,2017-12-13T02:29:32.040Z,"10 km ENE of Soda Springs, Idaho",earthquake,1.3,3.9,0.041,78,reviewed,us,us
2017-09-09T23:58:45.530Z,42.5819,-111.4378,6.8,2.2,ml,,70,0.01,0.34,us,us2000aj3c,2017-12-07T20:00:28.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.1,1.7,0.066,30,reviewed,us,us
2017-09-09T22:28:21.910Z,42.6601,-111.4542,8.56,2.6,ml,,57,0.017,0.23,us,us2000aj2w,2017-12-07T20:00:28.040Z,"12 km E of Soda Springs, Idaho",earthquake,1.2,3,0.062,34,reviewed,us,us
2017-09-09T19:04:48.130Z,42.6547,-111.4507,8.22,2.3,ml,,94,0.013,0.36,us,us2000aizr,2017-12-07T20:00:27.040Z,"12 km E of Soda Springs, Idaho",earthquake,1.8,1.4,0.069,28,reviewed,us,us
2017-09-09T18:51:26.160Z,42.5558333,-111.4171667,8.52,2.17,ml,13,90,0.03901,0.1,uu,uu60240427,2017-09-14T19:01:03.820Z,"9 km NNW of Georgetown, Idaho",earthquake,0.34,0.45,0.215,7,reviewed,uu,uu
2017-09-09T16:08:26.030Z,42.5552,-111.418,9.87,2.7,ml,,58,0.039,0.42,us,us2000aix4,2017-12-07T20:00:27.040Z,"8 km NNW of Georgetown, Idaho",earthquake,1.5,1.6,0.037,98,reviewed,us,us
2017-09-09T13:56:00.560Z,42.5569,-111.4323,11.01,2.8,ml,,76,0.031,0.79,us,us2000bsv3,2017-12-07T20:00:27.040Z,"9 km NNW of Georgetown, Idaho",earthquake,1.4,4.3,0.081,20,reviewed,us,us
2017-09-09T13:55:49.790Z,42.5733,-111.4428,9.88,2.6,ml,,57,0.013,0.48,us,us2000aivs,2017-12-07T20:00:27.040Z,"11 km NNW of Georgetown, Idaho",earthquake,1.2,2.6,0.039,88,reviewed,us,us
2017-09-09T12:18:15.350Z,42.578,-111.3958,4.68,3.5,mwr,,87,0.042,1.51,us,us2000aiu3,2017-12-07T20:00:27.040Z,"10 km N of Georgetown, Idaho",earthquake,1.2,0.8,0.071,19,reviewed,us,us
2017-09-09T12:18:03.440Z,42.5766667,-111.4285,4.31,2.13,md,21,57,0.01925,0.21,uu,uu60240147,2017-11-22T00:17:05.940Z,"11 km NNW of Georgetown, Idaho",earthquake,0.44,0.53,0.243,3,reviewed,uu,uu
2017-09-09T11:57:41.760Z,42.5666,-111.4422,10.53,2.5,ml,,65,0.02,0.52,us,us2000bt13,2017-12-07T20:00:27.040Z,"11 km NNW of Georgetown, Idaho",earthquake,1.2,3.7,0.074,24,reviewed,us,us
2017-09-09T11:52:48.430Z,42.5698,-111.4426,6.62,3.9,mwr,,64,0.016,0.41,us,us2000aita,2017-12-07T20:00:27.040Z,"11 km NNW of Georgetown, Idaho",earthquake,1.1,2.4,0.036,75,reviewed,us,us
2017-09-09T11:48:35.440Z,42.5734,-111.4347,6.25,3.1,ml,,61,0.017,0.41,us,us2000ait9,2017-12-07T20:00:27.040Z,"11 km NNW of Georgetown, Idaho",earthquake,0.9,1.8,0.048,56,reviewed,us,us
2017-09-09T11:15:01.800Z,42.5638,-111.4255,8.67,2.4,ml,,73,0.029,0.3,us,us2000aisv,2021-05-05T21:05:19.370Z,"10 km NNW of Georgetown, Idaho",earthquake,1.6,2.7,0.062,34,reviewed,us,us
2017-09-09T11:11:14.830Z,42.5601667,-111.4181667,7.42,2.09,ml,19,90,0.03533,0.1,uu,uu60240077,2021-05-05T21:05:17.880Z,"9 km NNW of Georgetown, Idaho",earthquake,0.32,0.43,0.209,3,reviewed,uu,uu
2017-09-09T11:05:09.300Z,42.5641667,-111.4231667,8.17,2.15,ml,21,89,0.02989,0.12,uu,uu60240062,2021-05-05T21:05:16.320Z,"10 km NNW of Georgetown, Idaho",earthquake,0.31,0.4,0.228,6,reviewed,uu,uu
2017-09-09T09:23:18.840Z,42.6041,-111.4439,6.95,2.3,ml,,96,0.019,0.17,us,us2000airg,2021-05-05T21:05:14.670Z,"14 km ESE of Soda Springs, Idaho",earthquake,1.2,1.2,0.057,40,reviewed,us,us
2017-09-09T08:53:05.420Z,42.608,-111.4541667,3.34,2.08,ml,15,107,0.02275,0.11,uu,uu60239912,2021-05-05T21:05:10.480Z,"13 km ESE of Soda Springs, Idaho",earthquake,0.3,0.36,0.091,3,reviewed,uu,uu
2017-09-09T08:40:05.800Z,42.565,-111.4198333,7.06,2.36,ml,18,89,0.03113,0.16,uu,uu60239877,2021-05-05T21:05:08.920Z,"10 km NNW of Georgetown, Idaho",earthquake,0.42,0.52,0.1,10,reviewed,uu,uu
2017-09-09T08:34:58.540Z,42.5844,-111.4273,6.68,2.8,ml,,105,0.018,0.16,us,us2000avsk,2017-12-07T20:00:26.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1,2.4,0.128,8,reviewed,us,us
2017-09-09T08:34:46.610Z,42.5785,-111.4264,6.1,2.6,ml,,58,0.019,0.3,us,us2000aiqt,2017-12-07T20:00:26.040Z,"11 km NNW of Georgetown, Idaho",earthquake,1.3,2.8,0.069,28,reviewed,us,us
2017-09-09T08:32:27.080Z,42.5882,-111.43,6.88,2.7,ml,,58,0.016,0.23,us,us2000avsj,2017-12-07T20:00:26.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.3,1.4,0.069,28,reviewed,us,us
2017-09-09T08:30:22.720Z,42.6108,-111.4585,6.88,3.3,ml,,86,0.026,0.34,us,us2000ampk,2017-12-07T20:00:26.040Z,"12 km ESE of Soda Springs, Idaho",earthquake,1.3,1.2,0.074,24,reviewed,us,us
2017-09-09T08:28:08.370Z,42.588,-111.4259,7.02,3.5,ml,,106,0.019,0.16,us,us2000al9w,2017-12-07T20:00:26.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.4,1.4,0.085,18,reviewed,us,us
2017-09-09T08:27:21.030Z,42.5785,-111.4302,9.03,4,mwr,,57,0.017,0.29,us,us2000aiur,2017-12-07T20:00:26.040Z,"11 km NNW of Georgetown, Idaho",earthquake,1.2,3.2,0.04,60,reviewed,us,us
2017-09-09T08:23:50.400Z,42.5799,-111.4221,5.91,3.3,ml,,107,0.022,0.22,us,us2000akd5,2017-12-07T20:00:26.040Z,"11 km NNW of Georgetown, Idaho",earthquake,1.1,1.3,0.105,12,reviewed,us,us
2017-09-09T08:23:04.770Z,42.5619,-111.4167,7.19,4.1,mwr,,58,0.034,0.18,us,us2000aiq7,2017-12-07T20:00:26.040Z,"9 km NNW of Georgetown, Idaho",earthquake,1.3,2.5,0.041,56,reviewed,us,us
2017-09-09T08:04:58.530Z,42.5836,-111.4264,7.05,3.2,mwr,,76,0.018,0.36,us,us2000aiq2,2017-12-07T20:00:26.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.3,1.5,,6,reviewed,us,slm
2017-09-09T07:49:22.210Z,42.5745,-111.4286,7.69,2.6,ml,,57,0.02,0.23,us,us2000aj4h,2017-12-07T20:00:26.040Z,"11 km NNW of Georgetown, Idaho",earthquake,1.3,1.6,0.069,28,reviewed,us,us
2017-09-09T07:48:24.370Z,42.5655,-111.448,8.04,2.3,ml,,65,0.019,0.16,us,us2000aipm,2021-05-05T21:05:04.580Z,"11 km NW of Georgetown, Idaho",earthquake,1.9,4.5,0.066,30,reviewed,us,us
2017-09-09T07:43:09.430Z,42.5726,-111.4364,8.45,2.8,ml,,57,0.017,0.33,us,us2000aipl,2017-12-07T20:00:26.040Z,"11 km NNW of Georgetown, Idaho",earthquake,2,6.5,0.062,34,reviewed,us,us
2017-09-09T00:18:38.430Z,42.5718,-111.4281,5.53,2.8,ml,,71,0.022,0.26,us,us2000aih9,2017-12-07T20:00:24.040Z,"11 km NNW of Georgetown, Idaho",earthquake,1.2,1.5,0.037,98,reviewed,us,us
2017-09-09T00:17:58.960Z,42.5839,-111.4391,6.14,2.5,ml,,57,0.009,0.18,us,us2000aih8,2017-12-07T20:00:24.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.1,1.4,0.06,36,reviewed,us,us
2017-09-08T19:41:27.060Z,42.5694,-111.4383,8.27,2.5,ml,,85,0.018,0.24,us,us2000aibq,2017-12-07T20:00:23.040Z,"11 km NNW of Georgetown, Idaho",earthquake,2.3,6.9,0.046,62,reviewed,us,us
2017-09-08T19:39:16.990Z,42.571,-111.4363,9.27,2.8,ml,,62,0.018,0.24,us,us2000aib3,2017-12-07T20:00:23.040Z,"11 km NNW of Georgetown, Idaho",earthquake,2.8,3.4,0.038,90,reviewed,us,us
2017-09-08T19:38:06.500Z,42.5645,-111.4353333,6.13,2.48,ml,11,100,0.02408,0.22,uu,uu60013334,2017-11-22T00:10:49.230Z,"10 km NNW of Georgetown, Idaho",earthquake,0.6,0.76,0.103,8,reviewed,uu,uu
2017-09-08T19:38:02.520Z,42.5568,-111.4171,13.69,2.6,ml,,64,0.038,0.64,us,us2000aia5,2017-12-07T20:00:23.040Z,"9 km NNW of Georgetown, Idaho",earthquake,2.3,4,0.047,60,reviewed,us,us
2017-09-08T19:03:47.450Z,42.5723,-111.4362,6.2,2.7,ml,,57,0.017,0.52,us,us2000aku3,2017-12-07T20:00:23.040Z,"11 km NNW of Georgetown, Idaho",earthquake,1.2,2.5,0.046,62,reviewed,us,us
2017-09-08T16:42:22.550Z,42.6169,-111.4779,9.02,3.1,ml,,74,0.029,0.34,us,us2000ai66,2017-12-07T20:00:23.040Z,"11 km ESE of Soda Springs, Idaho",earthquake,1.5,2.3,0.048,58,reviewed,us,us
2017-09-08T13:23:46.010Z,42.5715,-111.4125,7.89,2.36,ml,17,115,0.3009,0.14,uu,uu60239242,2017-11-22T00:16:48.400Z,"10 km NNW of Georgetown, Idaho",earthquake,0.37,0.84,0.172,8,reviewed,uu,uu
2017-09-08T11:22:24.140Z,42.6268,-111.4595,6.2,2.9,ml,,75,0.016,0.23,us,us2000ai0r,2017-12-07T20:00:22.040Z,"12 km ESE of Soda Springs, Idaho",earthquake,1.2,1.9,0.043,70,reviewed,us,us
2017-09-08T08:16:30.510Z,42.6572,-111.449,5.82,2.5,ml,,94,0.016,0.12,us,us2000ahyx,2017-12-07T20:00:21.040Z,"12 km E of Soda Springs, Idaho",earthquake,1.1,2.4,0.091,16,reviewed,us,us
2017-09-08T07:51:09.370Z,42.5653,-111.4101,6.35,3.2,ml,,59,0.036,0.22,us,us2000ahyf,2017-12-07T20:00:21.040Z,"9 km NNW of Georgetown, Idaho",earthquake,1.5,5.2,0.038,90,reviewed,us,us
2017-09-08T07:31:18.650Z,42.6598,-111.446,6.58,3.2,ml,,95,0.019,0.29,us,us2000ahy5,2017-12-07T20:00:21.040Z,"13 km E of Soda Springs, Idaho",earthquake,1.2,4.5,0.062,34,reviewed,us,us
2017-09-08T02:07:14.220Z,42.6128,-111.4571,10.73,3.7,mwr,,41,0.116,0.82,us,us2000ahu8,2017-12-07T20:00:19.040Z,"12 km ESE of Soda Springs, Idaho",earthquake,2.5,7.3,0.044,50,reviewed,us,us
2017-09-07T21:29:55.300Z,42.5961,-111.4204,4.05,2.6,ml,,58,0.054,0.29,us,us2000ahrq,2017-12-07T20:00:19.040Z,"13 km NNW of Georgetown, Idaho",earthquake,0.9,2.9,0.038,90,reviewed,us,us
2017-09-07T19:55:33.430Z,42.579,-111.4136667,10.14,2.44,ml,14,117,0.2968,0.07,uu,uu60238757,2017-09-14T20:07:39.270Z,"11 km NNW of Georgetown, Idaho",earthquake,0.41,1.88,0.175,7,reviewed,uu,uu
2017-09-07T15:10:13.130Z,42.6678333,-111.4196667,13.2,2.02,ml,13,122,0.2547,0.16,uu,uu60238627,2017-09-07T16:19:09.500Z,"15 km E of Soda Springs, Idaho",earthquake,0.63,1.55,0.124,4,reviewed,uu,uu
2017-09-07T14:33:22.690Z,42.6721667,-111.4678333,8.68,2.11,ml,15,130,0.2678,0.19,uu,uu60238597,2017-11-22T00:16:45.450Z,"11 km E of Soda Springs, Idaho",earthquake,0.89,1.44,0.27,7,reviewed,uu,uu
2017-09-07T14:15:36.960Z,42.5913,-111.4217,10,2.4,ml,,64,0.149,0.59,us,us2000ahii,2017-12-07T20:00:19.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.7,2,0.047,60,reviewed,us,us
2017-09-07T13:09:27.680Z,42.5693,-111.3701,9.05,2.7,ml,,90,0.193,0.71,us,us2000ahhi,2017-12-07T20:00:19.040Z,"9 km N of Georgetown, Idaho",earthquake,2,11.3,0.041,80,reviewed,us,us
2017-09-07T12:32:48.010Z,42.5603333,-111.419,7.58,2.3,ml,18,116,0.3118,0.22,uu,uu60238462,2017-12-11T20:21:04.770Z,"9 km NNW of Georgetown, Idaho",earthquake,0.63,1.71,0.213,3,reviewed,uu,uu
2017-09-07T12:22:33.050Z,42.5794,-111.4358,10,2.4,ml,,60,0.145,0.45,us,us2000bt0t,2017-12-07T20:00:19.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.7,2,0.053,46,reviewed,us,us
2017-09-07T12:19:07.780Z,42.582,-111.4303,7.2,2.9,ml,,61,0.147,0.24,us,us2000akug,2017-12-07T20:00:19.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.6,3.7,0.081,20,reviewed,us,us
2017-09-07T12:13:38.110Z,42.5849,-111.4169,5.81,4.1,mwr,,117,0.295,0.22,us,us2000ahg2,2017-12-07T20:00:18.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.1,4.5,0.036,75,reviewed,us,us
2017-09-07T12:02:06.010Z,42.5834,-111.4484,5.32,2.5,ml,,61,0.135,0.46,us,us2000ahfz,2017-12-07T20:00:18.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.4,5.3,0.05,52,reviewed,us,us
2017-09-07T07:34:20.660Z,42.5926,-111.436,4.73,2.6,ml,,64,0.139,0.29,us,us2000aku7,2017-12-07T20:00:18.040Z,"13 km NNW of Georgetown, Idaho",earthquake,1.6,3.6,0.077,22,reviewed,us,us
2017-09-07T07:26:11.020Z,42.645,-111.47,9.42,2.9,ml,,90,0.099,0.6,us,us2000atji,2017-12-07T20:00:18.040Z,"11 km E of Soda Springs, Idaho",earthquake,1.6,7,0.097,14,reviewed,us,us
2017-09-07T07:25:53.670Z,42.6506,-111.4989,9.14,2.7,ml,,97,0.077,0.44,us,us2000ahe5,2017-12-07T20:00:18.040Z,"8 km E of Soda Springs, Idaho",earthquake,1.6,5.5,0.085,18,reviewed,us,us
2017-09-07T06:23:48.990Z,42.6314,-111.4619,9.84,2.4,ml,,82,0.107,0.38,us,us2000ahdm,2017-12-07T20:00:18.040Z,"11 km ESE of Soda Springs, Idaho",earthquake,1.7,6.4,0.064,32,reviewed,us,us
2017-09-07T03:27:16.810Z,42.5894,-111.4442,10,2.5,ml,,57,0.135,0.48,us,us2000ahc8,2017-12-07T20:00:18.040Z,"13 km NNW of Georgetown, Idaho",earthquake,1.1,2,0.057,40,reviewed,us,us
2017-09-07T01:59:16.390Z,42.6116667,-111.4391667,6.01,2.22,ml,19,121,0.2933,0.18,uu,uu60237967,2017-11-29T21:53:31.850Z,"14 km ESE of Soda Springs, Idaho",earthquake,0.66,31.61,0.148,5,reviewed,uu,uu
2017-09-06T22:58:24.430Z,42.6641,-111.4462,6.32,2.6,ml,,58,0.116,0.28,us,us2000ah8i,2017-12-07T20:00:18.040Z,"13 km E of Soda Springs, Idaho",earthquake,1.3,3.9,0.05,52,reviewed,us,us
2017-09-06T22:49:32.300Z,42.5887,-111.4377,10.66,2.5,ml,,63,0.139,0.24,us,us2000ah8f,2017-12-07T20:00:18.040Z,"13 km NNW of Georgetown, Idaho",earthquake,1.3,6.6,0.057,40,reviewed,us,us
2017-09-06T20:23:57.660Z,42.6123,-111.4586,8.42,2.8,ml,,72,0.115,0.4,us,us2000ah55,2017-12-07T20:00:17.040Z,"12 km ESE of Soda Springs, Idaho",earthquake,1.3,6.9,0.037,94,reviewed,us,us
2017-09-06T19:07:27.420Z,42.6818333,-111.4538333,9.16,2.44,ml,19,128,0.2571,0.21,uu,uu60237582,2017-11-30T18:12:11.810Z,"12 km ENE of Soda Springs, Idaho",earthquake,0.64,1.39,0.118,9,reviewed,uu,uu
2017-09-06T18:29:31.080Z,42.5853,-111.4395,7.31,2.6,ml,,61,0.14,0.25,us,us2000ah26,2017-12-07T20:00:17.040Z,"12 km NNW of Georgetown, Idaho",earthquake,1.2,5.9,0.037,98,reviewed,us,us
2017-09-06T17:54:46.460Z,42.6735,-111.4338,6.96,2.6,ml,,99,0.126,0.53,us,us2000ah0u,2017-12-07T20:00:17.040Z,"14 km E of Soda Springs, Idaho",earthquake,1.3,5.9,0.042,73,reviewed,us,us
2017-09-06T17:52:16.650Z,42.6795,-111.4576667,8.3,2.25,ml,19,95,0.2597,0.24,uu,uu60237487,2017-12-11T22:06:31.630Z,"12 km ENE of Soda Springs, Idaho",earthquake,0.79,2.14,0.09,7,reviewed,uu,uu
2017-09-06T17:41:20.110Z,42.571,-111.4333333,4.72,2.03,ml,17,87,0.3131,0.18,uu,uu60237467,2017-09-29T19:52:28.690Z,"11 km NNW of Georgetown, Idaho",earthquake,0.59,1.42,0.139,7,reviewed,uu,uu
2017-09-06T16:55:44.860Z,42.5826,-111.4232,14.88,2.5,ml,,118,0.3,0.4,us,us2000agz9,2017-12-07T20:00:17.040Z,"11 km NNW of Georgetown, Idaho",earthquake,1.2,8.9,0.055,44,reviewed,us,us
2017-09-06T16:49:53.830Z,42.555,-111.406,7.72,2.7,ml,,114,0.308,0.3,us,us2000agz3,2017-12-07T20:00:17.040Z,"8 km NNW of Georgetown, Idaho",earthquake,0.9,5.4,0.044,68,reviewed,us,us
2017-09-06T16:35:14.790Z,42.5609,-111.4313,10.51,3.4,mwr,,118,0.318,0.59,us,us2000agyp,2017-12-07T20:00:17.040Z,"10 km NNW of Georgetown, Idaho",earthquake,1.5,10.3,,11,reviewed,us,slm
2017-09-06T16:28:55.060Z,42.5635,-111.4103333,6.11,2.94,ml,13,255,0.5249,0.16,uu,uu60014164,2017-12-08T22:11:26.850Z,"9 km NNW of Georgetown, Idaho",earthquake,1.44,1.59,0.196,4,reviewed,uu,uu
2017-09-06T16:28:03.910Z,42.7901667,-111.5048333,9.37,2.8,ml,9,224,0.2988,0.23,uu,uu60014134,2017-12-12T20:26:19.500Z,"17 km NNE of Soda Springs, Idaho",earthquake,3.16,1.95,0.11,3,reviewed,uu,uu
2017-09-06T16:26:53.610Z,42.6122,-111.4602,5.98,3.1,ml,,129,0.306,0.43,us,us2000agyd,2017-12-07T20:00:17.040Z,"12 km ESE of Soda Springs, Idaho",earthquake,1.7,5,0.045,66,reviewed,us,us
2017-09-06T15:49:53.350Z,42.588,-111.4175,5.9,2.25,ml,11,88,0.2935,0.18,uu,uu60237312,2017-09-14T21:19:53.100Z,"12 km NNW of Georgetown, Idaho",earthquake,0.66,10.64,0.001,2,reviewed,uu,uu
2017-09-06T15:37:22.550Z,42.5817,-111.4135,13.97,2.5,ml,,117,0.295,0.44,us,us2000agwv,2017-12-07T20:00:17.040Z,"11 km NNW of Georgetown, Idaho",earthquake,1,9.1,0.044,68,reviewed,us,us
2017-09-06T15:04:47.040Z,42.561,-111.4011,9.2,3.5,mwr,,114,0.301,0.32,us,us2000agvz,2017-12-07T20:00:17.040Z,"9 km NNW of Georgetown, Idaho",earthquake,1.7,10.7,0.063,24,reviewed,us,us
2017-09-06T14:50:30.060Z,42.607,-111.444,3.32,2.4,ml,,132,0.298,0.51,us,us2000agvr,2021-07-14T18:25:07.918Z,"14 km ESE of Soda Springs, Idaho",earthquake,1.6,7.7,0.081,20,reviewed,us,us
2017-09-06T14:50:20.510Z,42.568,-111.4186667,7.07,2.15,ml,17,116,0.3066,0.17,uu,uu60237227,2017-11-22T00:16:29.690Z,"10 km NNW of Georgetown, Idaho",earthquake,0.74,1.51,0.22,4,reviewed,uu,uu
2017-09-06T14:38:19.050Z,42.5658333,-111.4093333,8.63,2.11,ml,18,115,0.3028,0.16,uu,uu60237212,2017-09-29T19:52:25.340Z,"9 km NNW of Georgetown, Idaho",earthquake,0.51,0.72,0.191,5,reviewed,uu,uu
2017-09-06T13:59:48.690Z,42.5823333,-111.4256667,3.36,2.25,ml,17,117,0.3017,0.19,uu,uu60237157,2017-11-22T00:16:28.170Z,"12 km NNW of Georgetown, Idaho",earthquake,0.56,3.31,0.257,6,reviewed,uu,uu
2017-09-06T13:59:24.970Z,42.5766667,-111.4081667,5.97,2.14,ml,5,175,0.2951,0.07,uu,uu60012954,2017-09-06T19:24:58.690Z,"10 km NNW of Georgetown, Idaho",earthquake,1.17,31.61,0.221,7,reviewed,uu,uu
